"State","Condition","Measure Name","State Average"
"HI","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","86"
"HI","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","94"
"HI","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","86"
"IA","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"IA","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"IA","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"IA","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","91"
"IA","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","94"
"IA","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","94"
"IA","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","93"
"IA","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","48"
"IA","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","82"
"IA","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","91"
"IA","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","86"
"IA","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","84"
"IA","Heart Failure","Heart Failure Patients Given Discharge Instructions","72"
"IA","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","86"
"IA","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","82"
"IA","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","88"
"IA","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","95"
"IA","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"IA","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","82"
"IA","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","87"
"IA","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","92"
"IA","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","84"
"IA","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","83"
"IA","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","84"
"IA","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","96"
"IA","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","85"
"IA","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","93"
"IA","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","85"
"ID","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"ID","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"ID","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"ID","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","95"
"ID","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","94"
"ID","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","95"
"ID","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","95"
"ID","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","0"
"ID","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","88"
"ID","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","100"
"ID","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"ID","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","91"
"ID","Heart Failure","Heart Failure Patients Given Discharge Instructions","78"
"ID","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","98"
"ID","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","86"
"ID","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","84"
"ID","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","94"
"ID","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"ID","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","87"
"ID","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","91"
"ID","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","95"
"ID","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","80"
"ID","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","88"
"ID","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","91"
"ID","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","97"
"ID","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","92"
"ID","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","97"
"ID","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","83"
"IL","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"IL","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"IL","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"IL","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"IL","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","94"
"IL","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","93"
"IL","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","92"
"IL","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","29"
"IL","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","74"
"IL","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","93"
"IL","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"IL","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","93"
"IL","Heart Failure","Heart Failure Patients Given Discharge Instructions","78"
"IL","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","92"
"IL","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","81"
"IL","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","82"
"IL","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","93"
"IL","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"IL","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","90"
"IL","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","87"
"IL","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","92"
"IL","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","88"
"IL","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","83"
"IL","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","86"
"IL","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","96"
"IL","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","88"
"IL","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","94"
"IL","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","85"
"IN","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"IN","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"IN","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"IN","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","92"
"IN","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","93"
"IN","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","93"
"IN","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","95"
"IN","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","11"
"IN","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","77"
"IN","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","97"
"IN","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"IN","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","93"
"IN","Heart Failure","Heart Failure Patients Given Discharge Instructions","77"
"IN","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","94"
"IN","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","84"
"IN","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","87"
"IN","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","94"
"IN","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"IN","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","93"
"IN","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","85"
"IN","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","92"
"IN","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","88"
"IN","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","85"
"IN","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","88"
"IN","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","98"
"IN","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","90"
"IN","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","95"
"IN","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","88"
"KS","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"KS","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"KS","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"KS","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"KS","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","84"
"KS","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","86"
"KS","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","86"
"KS","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","34"
"KS","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","76"
"KS","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","93"
"KS","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","72"
"KS","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","72"
"KS","Heart Failure","Heart Failure Patients Given Discharge Instructions","56"
"KS","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","79"
"KS","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","69"
"KS","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","71"
"KS","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","93"
"KS","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"KS","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","70"
"KS","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","80"
"KS","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","88"
"KS","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","89"
"KS","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","82"
"KS","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","83"
"KS","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","96"
"KS","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","84"
"KS","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","93"
"KS","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","85"
"KY","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"KY","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"KY","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"KY","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"KY","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","91"
"KY","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","92"
"KY","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","90"
"KY","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","34"
"KY","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","72"
"KY","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","94"
"KY","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"KY","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","87"
"KY","Heart Failure","Heart Failure Patients Given Discharge Instructions","78"
"KY","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","93"
"KY","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","84"
"KY","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","87"
"KY","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","94"
"KY","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"KY","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","93"
"KY","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","85"
"KY","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","90"
"KY","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","85"
"KY","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","84"
"KY","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","87"
"KY","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","95"
"KY","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","89"
"KY","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","92"
"KY","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","85"
"LA","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"LA","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"LA","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"LA","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"LA","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","93"
"LA","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","90"
"LA","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","90"
"LA","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","26"
"LA","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","69"
"LA","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","94"
"LA","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"LA","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","85"
"LA","Heart Failure","Heart Failure Patients Given Discharge Instructions","73"
"LA","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","89"
"LA","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","74"
"LA","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","78"
"LA","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","92"
"LA","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"LA","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","87"
"LA","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","82"
"LA","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"LA","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","84"
"LA","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","85"
"LA","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","87"
"LA","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","92"
"LA","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","86"
"LA","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","89"
"LA","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","81"
"MA","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"MA","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"MA","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"MA","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","91"
"MA","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","98"
"MA","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","97"
"MA","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","98"
"MA","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","40"
"MA","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","88"
"MA","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","96"
"MA","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"MA","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","96"
"MA","Heart Failure","Heart Failure Patients Given Discharge Instructions","81"
"MA","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","92"
"MA","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","86"
"MA","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","85"
"MA","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","94"
"MA","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"MA","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","88"
"MA","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","90"
"MA","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","92"
"MA","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","76"
"MA","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","92"
"MA","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","93"
"MA","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","97"
"MA","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","93"
"MA","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","97"
"MA","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","92"
"MD","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"MD","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"MD","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"MD","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","92"
"MD","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","96"
"MD","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","96"
"MD","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","96"
"MD","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","30"
"MD","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","67"
"MD","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","98"
"MD","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","92"
"MD","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","95"
"MD","Heart Failure","Heart Failure Patients Given Discharge Instructions","83"
"MD","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","97"
"MD","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","80"
"MD","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","84"
"MD","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","92"
"MD","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"MD","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","96"
"MD","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","91"
"MD","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","90"
"MD","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","75"
"MD","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","87"
"MD","Surgical Infection Prevention","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","90"
"MD","Surgical Infection Prevention","surgery patients needing hair removed from the surgical area before surgery, who had hair removed using a safer method (electric clippers or hair removal cream – not a razor)","97"
"MD","Surgical Infection Prevention","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","93"
"MD","Surgical Infection Prevention","surgery patients who were given the  right kind  of antibiotic to help prevent infection","96"
"MD","Surgical Infection Prevention","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","88"
"ME","Children's Asthma Care","Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma",
"ME","Children's Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"ME","Children's Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"ME","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","96"
"ME","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","99"
"ME","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","98"
"ME","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","97"
"ME","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","28"
"ME","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","85"
"ME","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","93"
"ME","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","93"
"ME","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","95"
"ME","Heart Failure","Heart Failure Patients Given Discharge Instructions","85"
"ME","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","98"
"ME","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","92"
"ME","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","93"
"ME","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","96"
"ME","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"ME","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","93"
"ME","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","92"
"ME","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"ME","Surgical Infection Prevention","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","95"
"ME","Surgical Infection Prevention","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","91"
