,Provider ID,City,State,ZIP Code,County Name,Measure,Score,Compared to National
4792,151331,CORYDON,IN,47112,HARRISON,Central Line Associated Blood Stream Infections (CLABSI),,
4793,200008,PORTLAND,ME,4101,CUMBERLAND,CLABSI Observed Cases,0.0,
4794,190114,HOMER,LA,71040,CLAIBORNE,Central Line Associated Blood Stream Infections (CLABSI),,
4795,370019,ELK CITY,OK,73644,BECKHAM,CLABSI Observed Cases,0.0,
4796,390194,LEHIGHTON,PA,18235,CARBON,CLABSI Predicted Cases,0.442,
4797,110025,BRUNSWICK,GA,31520,GLYNN,CLABSI Central Line Days,3789.0,0.0
4798,40134,LITTLE ROCK,AR,72211,PULASKI,CLABSI Upper Confidence Limit,0.82,1.0
4799,40051,MONTICELLO,AR,71655,DREW,CLABSI Predicted Cases,0.028,
4800,330157,WATERTOWN,NY,13601,JEFFERSON,Central Line Associated Blood Stream Infections (CLABSI),0.0,
4801,30108,PHOENIX,AZ,85015,MARICOPA,CLABSI Predicted Cases,,
4802,390079,SAYRE,PA,18840,BRADFORD,CLABSI Lower Confidence Limit,0.236,0.0
4803,100265,SAFETY HARBOR,FL,34695,PINELLAS,CLABSI Lower Confidence Limit,0.411,0.0
4804,450604,FREDERICKSBURG,TX,78624,GILLESPIE,CLABSI Observed Cases,0.0,
4805,260094,BRANSON,MO,65616,TANEY,CLABSI Predicted Cases,3.459,
4806,61315,YUMA,CO,80759,YUMA,CLABSI Predicted Cases,,
4807,50359,TULARE,CA,93274,TULARE,CLABSI Observed Cases,2.0,0.0
4808,260175,CLINTON,MO,64735,HENRY,CLABSI Observed Cases,0.0,
4809,190242,GONZALES,LA,70737,ASCENSION,CLABSI Observed Cases,0.0,
4810,330119,NEW YORK,NY,10021,NEW YORK,CLABSI Observed Cases,23.0,0.0
4811,180141,LOUISVILLE,KY,40202,JEFFERSON,CLABSI Lower Confidence Limit,0.603,0.0
4812,230104,DETROIT,MI,48201,WAYNE,CLABSI Central Line Days,10865.0,1.0
4813,280065,NORTH PLATTE,NE,69101,LINCOLN,CLABSI Observed Cases,0.0,
4814,450213,SAN ANTONIO,TX,78229,BEXAR,CLABSI Predicted Cases,42.41,0.0
4815,450465,BAY CITY,TX,77414,MATAGORDA,CLABSI Central Line Days,110.0,
4816,10006,FLORENCE,AL,35631,LAUDERDALE,CLABSI Predicted Cases,6.596,0.0
4817,370199,OKLAHOMA CITY,OK,73120,OKLAHOMA,CLABSI Lower Confidence Limit,,
4818,50624,VALENCIA,CA,91355,LOS ANGELES,CLABSI Central Line Days,2105.0,0.0
4819,220098,AYER,MA,1432,MIDDLESEX,CLABSI Predicted Cases,0.213,
4820,360137,CLEVELAND,OH,44106,CUYAHOGA,Central Line Associated Blood Stream Infections (CLABSI),0.45,1.0
4821,490048,SALEM,VA,24153,SALEM,CLABSI Predicted Cases,7.629,0.0
4822,240071,FARIBAULT,MN,55021,RICE,CLABSI Observed Cases,0.0,
4823,370228,OWASSO,OK,74055,TULSA,CLABSI Predicted Cases,0.018,
4824,450771,PLANO,TX,75093,COLLIN,CLABSI Lower Confidence Limit,0.002,1.0
4825,370139,PERRY,OK,73077,NOBLE,CLABSI Upper Confidence Limit,,
4826,450684,HUMBLE,TX,77338,HARRIS,CLABSI Observed Cases,5.0,0.0
4827,140160,FREEPORT,IL,61032,STEPHENSON,CLABSI Lower Confidence Limit,,
4828,50084,STOCKTON,CA,95204,SAN JOAQUIN,CLABSI Predicted Cases,14.084,1.0
4829,360089,TIFFIN,OH,44883,SENECA,CLABSI Observed Cases,0.0,
4830,110002,THOMASTON,GA,30286,UPSON,CLABSI Central Line Days,352.0,
4831,51311,GRIDLEY,CA,95948,BUTTE,CLABSI Upper Confidence Limit,,
4832,190274,KENNER,LA,70065,JEFFERSON,Central Line Associated Blood Stream Infections (CLABSI),0.0,1.0
4833,450080,MOUNT PLEASANT,TX,75455,TITUS,Central Line Associated Blood Stream Infections (CLABSI),,
4834,520096,RACINE,WI,53405,RACINE,CLABSI Upper Confidence Limit,2.239,0.0
4835,470001,BARRE,VT,5641,WASHINGTON,CLABSI Upper Confidence Limit,,
4836,490018,FISHERSVILLE,VA,22939,AUGUSTA,CLABSI Upper Confidence Limit,3.564,0.0
4837,460013,PAYSON,UT,84651,UTAH,CLABSI Observed Cases,0.0,
4838,310073,NEPTUNE,NJ,7754,MONMOUTH,CLABSI Predicted Cases,21.523,1.0
4839,210008,BALTIMORE,MD,21202,BALTIMORE CITY,CLABSI Lower Confidence Limit,0.354,0.0
4840,30033,PAYSON,AZ,85541,GILA,CLABSI Upper Confidence Limit,,
4841,50488,CASTRO VALLEY,CA,94546,ALAMEDA,CLABSI Lower Confidence Limit,0.208,0.0
4842,240019,DULUTH,MN,55805,SAINT LOUIS,CLABSI Observed Cases,0.0,
4843,370235,BROKEN ARROW,OK,74012,TULSA,CLABSI Observed Cases,,
4844,451323,LAMPASAS,TX,76550,LAMPASAS,CLABSI Observed Cases,,
4845,330261,SLEEPY HOLLOW,NY,10591,WESTCHESTER,CLABSI Observed Cases,0.0,
4846,180104,PADUCAH,KY,42003,MCCRACKEN,CLABSI Central Line Days,3792.0,0.0
4847,100022,MIAMI,FL,33136,MIAMI-DADE,Central Line Associated Blood Stream Infections (CLABSI),0.62,1.0
4848,450877,EL PASO,TX,79936,EL PASO,CLABSI Upper Confidence Limit,,
4849,370113,GROVE,OK,74344,DELAWARE,Central Line Associated Blood Stream Infections (CLABSI),,
4850,60065,THORNTON,CO,80229,ADAMS,CLABSI Lower Confidence Limit,,
4851,100002,BOYNTON BEACH,FL,33435,PALM BEACH,CLABSI Central Line Days,2495.0,0.0
4852,180117,FULTON,KY,42041,FULTON,Central Line Associated Blood Stream Infections (CLABSI),,
4853,100105,VERO BEACH,FL,32960,INDIAN RIVER,CLABSI Central Line Days,3031.0,1.0
4854,290054,LAS VEGAS,NV,89149,CLARK,CLABSI Observed Cases,0.0,1.0
4855,400114,MANATI,PR,674,MANATI,CLABSI Lower Confidence Limit,1.039,-1.0
4856,330239,JAMESTOWN,NY,14701,CHAUTAUQUA,CLABSI Observed Cases,3.0,0.0
4857,140059,JERSEYVILLE,IL,62052,JERSEY,CLABSI Lower Confidence Limit,,
4858,170196,WICHITA,KS,67226,SEDGWICK,CLABSI Predicted Cases,,
4859,10118,SELMA,AL,36701,DALLAS,Central Line Associated Blood Stream Infections (CLABSI),0.78,0.0
4860,170075,MOUNDRIDGE,KS,67107,MCPHERSON,Central Line Associated Blood Stream Infections (CLABSI),,
4861,100230,PEMBROKE PINES,FL,33024,BROWARD,CLABSI Predicted Cases,1.037,
4862,50026,LA MESA,CA,91942,SAN DIEGO,CLABSI Central Line Days,8743.0,1.0
4863,360210,DELAWARE,OH,43015,DELAWARE,CLABSI Upper Confidence Limit,,
4864,230040,HASTINGS,MI,49058,BARRY,CLABSI Central Line Days,89.0,
4865,360012,WESTERVILLE,OH,43081,FRANKLIN,Central Line Associated Blood Stream Infections (CLABSI),0.0,
4866,161336,ROCK VALLEY,IA,51247,SIOUX,CLABSI Predicted Cases,,
4867,10149,MONTGOMERY,AL,36117,MONTGOMERY,CLABSI Central Line Days,2093.0,0.0
4868,161364,FAIRFIELD,IA,52556,JEFFERSON,CLABSI Observed Cases,,
4869,440083,JAMESTOWN,TN,38556,FENTRESS,CLABSI Predicted Cases,,
4870,370158,PURCELL,OK,73080,MCCLAIN,CLABSI Observed Cases,,
4871,531307,TORRINGTON,WY,82240,GOSHEN,CLABSI Predicted Cases,,
4872,180070,LEITCHFIELD,KY,42754,GRAYSON,CLABSI Predicted Cases,0.394,
4873,300023,EXETER,NH,3833,ROCKINGHAM,CLABSI Upper Confidence Limit,4.512,0.0
4874,50351,TORRANCE,CA,90509,LOS ANGELES,CLABSI Predicted Cases,14.996,1.0
4875,440153,NEWPORT,TN,37821,COCKE,CLABSI Central Line Days,53.0,
4876,460017,BRIGHAM CITY,UT,84302,BOX ELDER,CLABSI Lower Confidence Limit,,
4877,50128,OCEANSIDE,CA,92056,SAN DIEGO,CLABSI Predicted Cases,7.45,0.0
4878,360082,EUCLID,OH,44119,CUYAHOGA,CLABSI Upper Confidence Limit,2.252,0.0
4879,151333,GREENCASTLE,IN,46135,PUTNAM,CLABSI Central Line Days,0.0,
4880,40011,DANVILLE,AR,72833,YELL,CLABSI Central Line Days,0.0,
4881,450848,SUGAR LAND,TX,77479,FORT BEND,CLABSI Upper Confidence Limit,,
4882,50230,GARDEN GROVE,CA,92843,ORANGE,CLABSI Predicted Cases,1.712,0.0
4883,360071,VAN WERT,OH,45891,VAN WERT,Central Line Associated Blood Stream Infections (CLABSI),,
4884,100313,PORT SAINT JOE,FL,32456,GULF,CLABSI Predicted Cases,,
4885,390197,ALLENTOWN,PA,18102,LEHIGH,Central Line Associated Blood Stream Infections (CLABSI),,
4886,190263,LAFAYETTE,LA,70508,LAFAYETTE,CLABSI Observed Cases,0.0,
4887,100130,BELLE GLADE,FL,33430,PALM BEACH,CLABSI Observed Cases,0.0,
4888,150104,LEBANON,IN,46052,BOONE,Central Line Associated Blood Stream Infections (CLABSI),,
4889,10110,UNION SPRINGS,AL,36089,BULLOCK,Central Line Associated Blood Stream Infections (CLABSI),,
4890,50007,BURLINGAME,CA,94010,SAN MATEO,CLABSI Observed Cases,0.0,
4891,140250,HAZEL CREST,IL,60429,COOK,CLABSI Predicted Cases,4.172,1.0
4892,451370,BONHAM,TX,75418,FANNIN,CLABSI Central Line Days,65.0,
4893,10130,PELL CITY,AL,35125,SAINT CLAIR,CLABSI Upper Confidence Limit,,
4894,150091,HUNTINGTON,IN,46750,HUNTINGTON,CLABSI Upper Confidence Limit,,
4895,390147,MONONGAHELA,PA,15063,WASHINGTON,CLABSI Predicted Cases,2.4,0.0
4896,50599,SACRAMENTO,CA,95817,SACRAMENTO,CLABSI Upper Confidence Limit,1.241,0.0
4897,390146,WARREN,PA,16365,WARREN,CLABSI Predicted Cases,0.353,
4898,240166,FAIRMONT,MN,56031,MARTIN,CLABSI Central Line Days,14.0,
4899,521340,MENOMONIE,WI,54751,DUNN,CLABSI Upper Confidence Limit,,
4900,170200,WICHITA,KS,67235,SEDGWICK,CLABSI Upper Confidence Limit,,
4901,80007,LEWES,DE,19958,SUSSEX,CLABSI Upper Confidence Limit,2.295,0.0
4902,171349,CONCORDIA,KS,66901,CLOUD,Central Line Associated Blood Stream Infections (CLABSI),,
4903,140150,CHICAGO,IL,60612,COOK,CLABSI Predicted Cases,27.21,0.0
4904,180066,RUSSELLVILLE,KY,42276,LOGAN,CLABSI Upper Confidence Limit,,
4905,10018,BIRMINGHAM,AL,35233,JEFFERSON,CLABSI Predicted Cases,,
4906,451323,LAMPASAS,TX,76550,LAMPASAS,CLABSI Upper Confidence Limit,,
4907,10019,SHEFFIELD,AL,35660,COLBERT,CLABSI Lower Confidence Limit,,
4908,340061,CHAPEL HILL,NC,27514,ORANGE,CLABSI Central Line Days,25422.0,1.0
4909,110034,AUGUSTA,GA,30912,RICHMOND,CLABSI Central Line Days,18729.0,1.0
4910,50058,GLENDALE,CA,91204,LOS ANGELES,CLABSI Predicted Cases,7.169,0.0
4911,390028,PITTSBURGH,PA,15219,ALLEGHENY,CLABSI Upper Confidence Limit,0.486,1.0
4912,330003,ALBANY,NY,12204,ALBANY,CLABSI Observed Cases,4.0,
4913,161322,PERRY,IA,50220,DALLAS,CLABSI Central Line Days,0.0,
4914,330273,CARMEL,NY,10512,PUTNAM,Central Line Associated Blood Stream Infections (CLABSI),,
4915,340027,KINSTON,NC,28501,LENOIR,CLABSI Observed Cases,6.0,-1.0
4916,180116,MAYFIELD,KY,42066,GRAVES,CLABSI Lower Confidence Limit,,
4917,151306,PAOLI,IN,47454,ORANGE,CLABSI Lower Confidence Limit,,
4918,240056,WACONIA,MN,55387,CARVER,CLABSI Predicted Cases,0.733,
4919,360210,DELAWARE,OH,43015,DELAWARE,CLABSI Observed Cases,1.0,
4920,170123,WICHITA,KS,67214,SEDGWICK,CLABSI Lower Confidence Limit,0.099,1.0
4921,321301,SOCORRO,NM,87801,SOCORRO,CLABSI Lower Confidence Limit,,
4922,151311,TIPTON,IN,46072,TIPTON,Central Line Associated Blood Stream Infections (CLABSI),,
4923,250036,LUCEDALE,MS,39452,GEORGE,CLABSI Observed Cases,0.0,
4924,330395,FAR ROCKAWAY,NY,11691,QUEENS,CLABSI Central Line Days,2314.0,0.0
4925,330127,BRONX,NY,10461,BRONX,CLABSI Central Line Days,5545.0,0.0
4926,390237,SCRANTON,PA,18501,LACKAWANNA,CLABSI Predicted Cases,4.56,0.0
4927,320013,TAOS,NM,87571,TAOS,CLABSI Upper Confidence Limit,,
4928,520035,SHEBOYGAN,WI,53083,SHEBOYGAN,Central Line Associated Blood Stream Infections (CLABSI),,
4929,161313,DEWITT,IA,52742,CLINTON,CLABSI Observed Cases,,
4930,60104,WESTMINSTER,CO,80031,JEFFERSON,Central Line Associated Blood Stream Infections (CLABSI),1.05,0.0
4931,50145,MONTEREY,CA,93940,MONTEREY,CLABSI Upper Confidence Limit,1.555,0.0
4932,440183,MEMPHIS,TN,38119,SHELBY,Central Line Associated Blood Stream Infections (CLABSI),0.55,0.0
4933,450193,HOUSTON,TX,77030,HARRIS,CLABSI Central Line Days,29023.0,1.0
4934,100161,SANFORD,FL,32771,SEMINOLE,CLABSI Predicted Cases,3.962,0.0
4935,530014,CHEYENNE,WY,82001,LARAMIE,CLABSI Observed Cases,2.0,0.0
4936,330164,ROCHESTER,NY,14620,MONROE,CLABSI Observed Cases,4.0,0.0
4937,390107,PITTSBURGH,PA,15237,ALLEGHENY,CLABSI Upper Confidence Limit,0.763,1.0
4938,330045,HUNTINGTON,NY,11743,SUFFOLK,CLABSI Predicted Cases,3.05,0.0
4939,390290,PHILADELPHIA,PA,19102,PHILADELPHIA,CLABSI Predicted Cases,28.356,1.0
4940,50710,FRESNO,CA,93720,FRESNO,CLABSI Predicted Cases,2.115,0.0
4941,30014,PHOENIX,AZ,85020,MARICOPA,CLABSI Observed Cases,10.0,0.0
4942,180049,RICHMOND,KY,40475,MADISON,CLABSI Lower Confidence Limit,,
4943,210029,BALTIMORE,MD,21224,BALTIMORE CITY,CLABSI Predicted Cases,19.637,-1.0
4944,50552,WOODLAND HILLS,CA,91364,LOS ANGELES,CLABSI Central Line Days,0.0,
4945,110031,GRIFFIN,GA,30223,SPALDING,CLABSI Central Line Days,2084.0,0.0
4946,70040,WEST HARTFORD,CT,6117,HARTFORD,CLABSI Central Line Days,0.0,
4947,161343,MANCHESTER,IA,52057,DELAWARE,CLABSI Observed Cases,,
4948,110046,MONROE,GA,30655,WALTON,Central Line Associated Blood Stream Infections (CLABSI),,
4949,100252,OKEECHOBEE,FL,34972,OKEECHOBEE,Central Line Associated Blood Stream Infections (CLABSI),0.0,
4950,110034,AUGUSTA,GA,30912,RICHMOND,CLABSI Predicted Cases,45.943,1.0
4951,450718,ROUND ROCK,TX,78681,WILLIAMSON,CLABSI Observed Cases,6.0,0.0
4952,390153,PAOLI,PA,19301,CHESTER,CLABSI Predicted Cases,3.114,
4953,60016,CANON CITY,CO,81212,FREMONT,CLABSI Observed Cases,0.0,
4954,330037,BROCKPORT,NY,14420,MONROE,CLABSI Predicted Cases,0.439,
4955,510077,WILLIAMSON,WV,25661,MINGO,Central Line Associated Blood Stream Infections (CLABSI),,
4956,231325,GLADWIN,MI,48624,GLADWIN,Central Line Associated Blood Stream Infections (CLABSI),,
4957,280077,FREMONT,NE,68025,DODGE,CLABSI Lower Confidence Limit,,
4958,430092,ABERDEEN,SD,57401,BROWN,CLABSI Observed Cases,,
4959,230046,ANN ARBOR,MI,48109,WASHTENAW,CLABSI Observed Cases,31.0,1.0
4960,301305,LEBANON,NH,3766,GRAFTON,CLABSI Central Line Days,0.0,
4961,450888,SOUTHLAKE,TX,76092,TARRANT,Central Line Associated Blood Stream Infections (CLABSI),,
4962,50360,GREENBRAE,CA,94904,MARIN,CLABSI Central Line Days,2370.0,
4963,190297,LEESVILLE,LA,71446,VERNON,CLABSI Upper Confidence Limit,,
4964,440015,KNOXVILLE,TN,37920,KNOX,CLABSI Central Line Days,14433.0,1.0
4965,51311,GRIDLEY,CA,95948,BUTTE,CLABSI Central Line Days,40.0,
4966,280060,OMAHA,NE,68124,DOUGLAS,CLABSI Observed Cases,4.0,0.0
4967,150084,INDIANAPOLIS,IN,46260,MARION,CLABSI Upper Confidence Limit,0.961,1.0
4968,361328,DEFIANCE,OH,43512,DEFIANCE,CLABSI Predicted Cases,0.032,
4969,290007,LAS VEGAS,NV,89102,CLARK,CLABSI Predicted Cases,46.438,0.0
4970,460033,PANGUITCH,UT,84759,GARFIELD,CLABSI Central Line Days,0.0,
4971,380002,GRANTS PASS,OR,97527,JOSEPHINE,CLABSI Predicted Cases,0.94,
4972,210024,BALTIMORE,MD,21218,BALTIMORE CITY,CLABSI Central Line Days,4418.0,0.0
4973,100275,WELLINGTON,FL,33414,PALM BEACH,CLABSI Upper Confidence Limit,1.33,0.0
4974,280130,OMAHA,NE,68130,DOUGLAS,Central Line Associated Blood Stream Infections (CLABSI),0.0,
4975,141316,HOOPESTON,IL,60942,VERMILION,CLABSI Upper Confidence Limit,,
4976,141324,ELDORADO,IL,62930,SALINE,Central Line Associated Blood Stream Infections (CLABSI),,
4977,100242,PANAMA CITY,FL,32405,BAY,CLABSI Central Line Days,1878.0,0.0
4978,450890,PLANO,TX,75093,COLLIN,Central Line Associated Blood Stream Infections (CLABSI),0.22,0.0
4979,361316,BUCYRUS,OH,44820,CRAWFORD,CLABSI Upper Confidence Limit,,
4980,520030,WAUSAU,WI,54401,MARATHON,Central Line Associated Blood Stream Infections (CLABSI),0.7,0.0
4981,240069,OWATONNA,MN,55060,STEELE,CLABSI Central Line Days,13.0,
4982,301304,NEW LONDON,NH,3257,MERRIMACK,CLABSI Lower Confidence Limit,,
4983,330233,BROOKLYN,NY,11212,KINGS,CLABSI Predicted Cases,11.532,0.0
4984,70015,NEW MILFORD,CT,6776,LITCHFIELD,CLABSI Lower Confidence Limit,,
4985,150082,EVANSVILLE,IN,47747,VANDERBURGH,CLABSI Predicted Cases,4.047,1.0
4986,140095,CHICAGO,IL,60623,COOK,CLABSI Predicted Cases,2.299,-1.0
4987,60030,LOVELAND,CO,80538,LARIMER,Central Line Associated Blood Stream Infections (CLABSI),0.0,
4988,500011,BURIEN,WA,98166,KING,CLABSI Lower Confidence Limit,0.07,0.0
4989,100047,PUNTA GORDA,FL,33950,CHARLOTTE,CLABSI Upper Confidence Limit,1.877,0.0
4990,450018,GALVESTON,TX,77555,GALVESTON,CLABSI Central Line Days,10282.0,0.0
4991,340114,RALEIGH,NC,27607,WAKE,CLABSI Central Line Days,3978.0,0.0
4992,100173,TAMPA,FL,33613,HILLSBOROUGH,CLABSI Central Line Days,4822.0,0.0
4993,370004,MIAMI,OK,74355,OTTAWA,Central Line Associated Blood Stream Infections (CLABSI),,
4994,140234,PERU,IL,61354,LA SALLE,CLABSI Observed Cases,0.0,
4995,140049,OAK PARK,IL,60302,COOK,Central Line Associated Blood Stream Infections (CLABSI),0.32,0.0
4996,420036,LANCASTER,SC,29720,LANCASTER,CLABSI Lower Confidence Limit,,
4997,50036,BAKERSFIELD,CA,93301,KERN,CLABSI Central Line Days,5481.0,1.0
4998,50174,SANTA ROSA,CA,95405,SONOMA,CLABSI Lower Confidence Limit,,1.0
4999,161330,AUDUBON,IA,50025,AUDUBON,CLABSI Predicted Cases,,
5000,430014,ABERDEEN,SD,57401,BROWN,CLABSI Predicted Cases,0.945,
5001,90006,WASHINGTON,DC,20017,DISTRICT OF COLUMBIA,CLABSI Predicted Cases,4.769,1.0
5002,310091,SALEM,NJ,8079,SALEM,CLABSI Upper Confidence Limit,,
5003,310003,NORTH BERGEN,NJ,7047,HUDSON,CLABSI Observed Cases,1.0,0.0
5004,370173,CLAREMORE,OK,74017,ROGERS,CLABSI Central Line Days,36.0,
5005,390270,WILKES BARRE,PA,18711,LUZERNE,CLABSI Central Line Days,5050.0,0.0
5006,10049,ENTERPRISE,AL,36330,COFFEE,CLABSI Lower Confidence Limit,,
5007,170200,WICHITA,KS,67235,SEDGWICK,CLABSI Predicted Cases,0.241,
5008,430048,SPEARFISH,SD,57783,LAWRENCE,CLABSI Observed Cases,0.0,
5009,521351,REEDSBURG,WI,53959,SAUK,CLABSI Central Line Days,2.0,
5010,451377,PECOS,TX,79772,REEVES,CLABSI Observed Cases,,
5011,161312,GUTTENBERG,IA,52052,CLAYTON,Central Line Associated Blood Stream Infections (CLABSI),,
5012,670046,FORT WORTH,TX,76132,TARRANT,CLABSI Central Line Days,0.0,
5013,140289,MARYVILLE,IL,62062,MADISON,CLABSI Upper Confidence Limit,2.232,
5014,460044,SANDY,UT,84094,SALT LAKE,CLABSI Observed Cases,0.0,
5015,450844,HOUSTON,TX,77070,HARRIS,CLABSI Central Line Days,967.0,0.0
5016,310113,MANAHAWKIN,NJ,8050,OCEAN,CLABSI Observed Cases,0.0,
5017,230195,WARREN,MI,48093,MACOMB,CLABSI Lower Confidence Limit,0.003,1.0
5018,250006,NEW ALBANY,MS,38652,UNION,CLABSI Upper Confidence Limit,,
5019,150175,NEWBURGH,IN,47630,WARRICK,CLABSI Lower Confidence Limit,,
5020,30094,GLENDALE,AZ,85308,MARICOPA,CLABSI Central Line Days,3234.0,0.0
5021,381320,ASTORIA,OR,97103,CLATSOP,CLABSI Upper Confidence Limit,,
5022,390178,GREENVILLE,PA,16125,MERCER,CLABSI Central Line Days,1444.0,0.0
5023,130028,POCATELLO,ID,83201,BANNOCK,Central Line Associated Blood Stream Infections (CLABSI),0.42,0.0
5024,460054,NORTH LOGAN,UT,84341,CACHE,Central Line Associated Blood Stream Infections (CLABSI),,
5025,50516,CARMICHAEL,CA,95608,SACRAMENTO,CLABSI Central Line Days,9230.0,1.0
5026,330264,NEWBURGH,NY,12550,ORANGE,CLABSI Upper Confidence Limit,2.888,0.0
5027,330074,CANANDAIGUA,NY,14424,ONTARIO,CLABSI Lower Confidence Limit,,
5028,330030,NEWARK,NY,14513,WAYNE,CLABSI Observed Cases,2.0,0.0
5029,210007,TOWSON,MD,21204,BALTIMORE,CLABSI Central Line Days,5554.0,0.0
5030,10102,CAMDEN,AL,36726,WILCOX,CLABSI Observed Cases,,
5031,260096,NORTH KANSAS CITY,MO,64116,CLAY,Central Line Associated Blood Stream Infections (CLABSI),0.55,0.0
5032,450894,DALLAS,TX,75235,DALLAS,CLABSI Upper Confidence Limit,,
5033,501332,CLARKSTON,WA,99403,ASOTIN,CLABSI Lower Confidence Limit,,
5034,70012,ROCKVILLE,CT,6066,TOLLAND,CLABSI Upper Confidence Limit,5.228,0.0
5035,141301,MONTICELLO,IL,61856,PIATT,CLABSI Lower Confidence Limit,,
5036,200031,CARIBOU,ME,4736,AROOSTOOK,CLABSI Predicted Cases,0.137,
5037,10073,ASHLAND,AL,36251,CLAY,CLABSI Lower Confidence Limit,,
5038,370008,NORMAN,OK,73070,CLEVELAND,Central Line Associated Blood Stream Infections (CLABSI),0.33,1.0
5039,230041,BAY CITY,MI,48708,BAY,CLABSI Predicted Cases,7.2,0.0
5040,10066,FLORALA,AL,36442,COVINGTON,CLABSI Predicted Cases,,
5041,440035,CLARKSVILLE,TN,37040,MONTGOMERY,CLABSI Predicted Cases,3.358,0.0
5042,210013,BALTIMORE,MD,21223,BALTIMORE CITY,Central Line Associated Blood Stream Infections (CLABSI),2.32,0.0
5043,370234,OKLAHOMA CITY,OK,73135,OKLAHOMA,CLABSI Upper Confidence Limit,1.838,0.0
5044,310014,CAMDEN,NJ,8103,CAMDEN,CLABSI Upper Confidence Limit,1.294,0.0
5045,220116,BOSTON,MA,2111,SUFFOLK,CLABSI Predicted Cases,27.086,1.0
5046,340001,CONCORD,NC,28025,CABARRUS,CLABSI Observed Cases,2.0,1.0
5047,490057,VIRGINIA BEACH,VA,23454,VIRGINIA BEACH CITY,CLABSI Predicted Cases,15.225,1.0
5048,520075,GREEN BAY,WI,54301,BROWN,CLABSI Predicted Cases,8.194,0.0
5049,50228,SAN FRANCISCO,CA,94110,SAN FRANCISCO,CLABSI Observed Cases,5.0,1.0
5050,320086,ROSWELL,NM,88201,CHAVES,CLABSI Lower Confidence Limit,,
5051,60031,COLORADO SPRINGS,CO,80907,EL PASO,CLABSI Predicted Cases,7.292,0.0
5052,171349,CONCORDIA,KS,66901,CLOUD,CLABSI Lower Confidence Limit,,
5053,240141,PRINCETON,MN,55371,SHERBURNE,CLABSI Observed Cases,0.0,
5054,110201,MACON,GA,31210,BIBB,CLABSI Upper Confidence Limit,,
5055,440016,HUNTINGDON,TN,38344,CARROLL,Central Line Associated Blood Stream Infections (CLABSI),,
5056,70022,NEW HAVEN,CT,6504,NEW HAVEN,CLABSI Upper Confidence Limit,0.764,1.0
5057,390032,NATRONA,PA,15065,ALLEGHENY,Central Line Associated Blood Stream Infections (CLABSI),0.0,
5058,390231,ABINGTON,PA,19001,MONTGOMERY,CLABSI Lower Confidence Limit,0.244,1.0
5059,140019,SHELBYVILLE,IL,62565,SHELBY,CLABSI Predicted Cases,,
5060,50158,ENCINO,CA,91436,LOS ANGELES,CLABSI Lower Confidence Limit,,
5061,250117,PICAYUNE,MS,39466,PEARL RIVER,CLABSI Lower Confidence Limit,,
5062,380075,MEDFORD,OR,97504,JACKSON,CLABSI Lower Confidence Limit,0.008,0.0
5063,150166,CROWN POINT,IN,46307,LAKE,Central Line Associated Blood Stream Infections (CLABSI),,
5064,210033,WESTMINSTER,MD,21157,CARROLL,CLABSI Central Line Days,1238.0,
5065,10101,TALLADEGA,AL,35161,TALLADEGA,CLABSI Predicted Cases,0.469,
5066,241344,ROSEAU,MN,56751,ROSEAU,CLABSI Lower Confidence Limit,,
5067,110038,THOMASVILLE,GA,31792,THOMAS,CLABSI Central Line Days,2619.0,0.0
5068,210011,BALTIMORE,MD,21229,BALTIMORE CITY,CLABSI Upper Confidence Limit,1.226,0.0
5069,330231,JAMAICA,NY,11432,QUEENS,CLABSI Central Line Days,2059.0,0.0
5070,50393,DOWNEY,CA,90241,LOS ANGELES,CLABSI Predicted Cases,1.79,
5071,140291,BARRINGTON,IL,60010,LAKE,CLABSI Predicted Cases,3.564,
5072,180101,GEORGETOWN,KY,40324,SCOTT,CLABSI Upper Confidence Limit,,
5073,530008,RIVERTON,WY,82501,FREMONT,CLABSI Lower Confidence Limit,,
5074,100002,BOYNTON BEACH,FL,33435,PALM BEACH,CLABSI Lower Confidence Limit,0.232,0.0
5075,380090,COOS BAY,OR,97420,COOS,CLABSI Upper Confidence Limit,3.403,
5076,100049,SEBRING,FL,33870,HIGHLANDS,CLABSI Observed Cases,0.0,
5077,141300,CARROLLTON,IL,62016,GREENE,CLABSI Central Line Days,0.0,
5078,300029,PORTSMOUTH,NH,3801,ROCKINGHAM,Central Line Associated Blood Stream Infections (CLABSI),0.67,0.0
5079,330011,BINGHAMTON,NY,13905,BROOME,CLABSI Upper Confidence Limit,2.901,0.0
5080,170198,HUTCHINSON,KS,67502,RENO,CLABSI Central Line Days,0.0,
5081,150150,FORT WAYNE,IN,46825,ALLEN,CLABSI Upper Confidence Limit,1.242,
5082,430012,YANKTON,SD,57078,YANKTON,CLABSI Observed Cases,0.0,
5083,190013,SULPHUR,LA,70663,CALCASIEU,CLABSI Observed Cases,1.0,0.0
5084,50230,GARDEN GROVE,CA,92843,ORANGE,CLABSI Observed Cases,1.0,0.0
5085,240006,ROCHESTER,MN,55904,OLMSTED,CLABSI Predicted Cases,0.062,
5086,670047,EL PASO,TX,79938,EL PASO,CLABSI Predicted Cases,3.119,
5087,300023,EXETER,NH,3833,ROCKINGHAM,CLABSI Predicted Cases,2.27,0.0
