Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Total Performance Score
"100259","SOUTH BAY HOSPITAL","4016 SUN CITY CENTER BLVD","SUN CITY CENTER","FL","33573","HILLSBOROUGH","68.888888888889","48.222222222222","27.000000000000","8.100000000000","56.322222222222"
"100260","ST LUCIE MEDICAL CENTER","1800 SE TIFFANY AVE","PORT SAINT LUCIE","FL","34952","ST. LUCIE","96.666666666667","67.666666666667","40.000000000000","12.000000000000","79.666666666667"
"100264","OAK HILL HOSPITAL","11375 CORTEZ BLVD","BROOKSVILLE","FL","34613","HERNANDO","86.363636363636","60.454545454545","29.000000000000","8.700000000000","69.154545454545"
"100265","MEASE COUNTRYSIDE HOSPITAL","3231 MCMULLEN BOOTH RD","SAFETY HARBOR","FL","34695","PINELLAS","64.000000000000","44.800000000000","35.000000000000","10.500000000000","55.300000000000"
"100266","GULF BREEZE HOSPITAL","1110 GULF BREEZE PKWY","GULF BREEZE","FL","32561","SANTA ROSA","66.666666666667","46.666666666667","63.000000000000","18.900000000000","65.566666666667"
"100267","ENGLEWOOD COMMUNITY HOSPITAL","700 MEDICAL BLVD","ENGLEWOOD","FL","34223","SARASOTA","77.777777777778","54.444444444444","31.000000000000","9.300000000000","63.744444444444"
"100268","WEST BOCA MEDICAL CENTER","21644 STATE RD 7","BOCA RATON","FL","33428","PALM BEACH","62.222222222222","43.555555555556","23.000000000000","6.900000000000","50.455555555556"
"100269","PALMS WEST HOSPITAL","13001 SOUTHERN BLVD","LOXAHATCHEE","FL","33470","PALM BEACH","79.000000000000","55.300000000000","15.000000000000","4.500000000000","59.800000000000"
"100275","WELLINGTON REGIONAL MEDICAL CENTER","10101 FOREST HILL BLVD","WELLINGTON","FL","33414","PALM BEACH","79.000000000000","55.300000000000","15.000000000000","4.500000000000","59.800000000000"
"100276","BROWARD HEALTH CORAL SPRINGS","3000 CORAL HILLS DR","CORAL SPRINGS","FL","33065","BROWARD","86.666666666667","60.666666666667","25.000000000000","7.500000000000","68.166666666667"
"100281","MEMORIAL HOSPITAL WEST","703 N FLAMINGO RD","PEMBROKE PINES","FL","33028","BROWARD","68.000000000000","47.600000000000","39.000000000000","11.700000000000","59.300000000000"
"100284","WESTCHESTER GENERAL HOSPITAL","2500 SW 75TH AVE","MIAMI","FL","33155","DADE","62.500000000000","43.750000000000","29.000000000000","8.700000000000","52.450000000000"
"100285","MEMORIAL HOSPITAL MIRAMAR","1901 SW 172ND AVE","MIRAMAR","FL","33029","BROWARD","87.777777777778","61.444444444444","65.000000000000","19.500000000000","80.944444444444"
"100286","PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE","6101 PINE RIDGE ROAD","NAPLES","FL","34119","COLLIER","95.000000000000","66.500000000000","18.000000000000","5.400000000000","71.900000000000"
"100287","GOOD SAMARITAN MEDICAL CENTER","1309 N FLAGLER DR","WEST PALM BEACH","FL","33401","PALM BEACH","76.000000000000","53.200000000000","28.000000000000","8.400000000000","61.600000000000"
"100288","ST MARY'S MEDICAL CENTER","901 45TH ST","WEST PALM BEACH","FL","33407","PALM BEACH","45.555555555556","31.888888888889","21.000000000000","6.300000000000","38.188888888889"
"100289","CLEVELAND CLINIC HOSPITAL","3100 WESTON RD","WESTON","FL","33331","BROWARD","57.272727272727","40.090909090909","41.000000000000","12.300000000000","52.390909090909"
"100290","VILLAGES REGIONAL HOSPITAL, THE","1451 EL CAMINO REAL","THE VILLAGES","FL","32159","SUMTER","46.000000000000","32.200000000000","10.000000000000","3.000000000000","35.200000000000"
"100291","WUESTHOFF MEDICAL CENTER - MELBOURNE","250 NORTH WICKHAM ROAD","MELBOURNE","FL","32935","BREVARD","23.333333333333","16.333333333333","8.000000000000","2.400000000000","18.733333333333"
"100292","SACRED HEART HOSPITAL ON THE EMERALD COAST","7800 US HWY 98 W","MIRAMAR BEACH","FL","32550","WALTON","62.222222222222","43.555555555556","67.000000000000","20.100000000000","63.655555555556"
"100296","DOCTORS HOSPITAL INC","5000 UNIVERSITY DR","CORAL GABLES","FL","33146","DADE","80.000000000000","56.000000000000","74.000000000000","22.200000000000","78.200000000000"
"100299","LAKEWOOD RANCH MEDICAL CENTER","8330 LAKEWOOD RANCH BOULEVARD","BRADENTON","FL","34202","MANATEE","57.000000000000","39.900000000000","21.000000000000","6.300000000000","46.200000000000"
"100302","ST CLOUD REGIONAL MEDICAL CENTER","2906 17TH STREET","SAINT CLOUD","FL","34769","OSCEOLA","65.555555555556","45.888888888889","18.000000000000","5.400000000000","51.288888888889"
"100307","ST VINCENT'S MEDICAL CENTER SOUTHSIDE","4201 BELFORT RD","JACKSONVILLE","FL","32216","DUVAL","53.333333333333","37.333333333333","28.000000000000","8.400000000000","45.733333333333"
"100314","WEST KENDALL BAPTIST HOSPITAL","9555 SW 162 AVE","MIAMI","FL","33196","DADE","94.444444444444","66.111111111111","84.000000000000","25.200000000000","91.311111111111"
"100315","VIERA HOSPITAL","8745 N WICKHAM RD","VIERA","FL","32940","BREVARD","51.111111111111","35.777777777778","47.000000000000","14.100000000000","49.877777777778"
"100316","PALM BAY HOSPITAL","1425 MALABAR RD, NE","PALM BAY","FL","32907","BREVARD","81.111111111111","56.777777777778","27.000000000000","8.100000000000","64.877777777778"
"110001","HAMILTON MEDICAL CENTER","1200 MEMORIAL DRIVE","DALTON","GA","30720","WHITFIELD","49.000000000000","34.300000000000","40.000000000000","12.000000000000","46.300000000000"
"110002","UPSON REGIONAL MEDICAL CENTER","801 W GORDON STREET","THOMASTON","GA","30286","UPSON","51.111111111111","35.777777777778","89.000000000000","26.700000000000","62.477777777778"
"110003","MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC","1900 TEBEAU STREET","WAYCROSS","GA","31501","WARE","71.000000000000","49.700000000000","74.000000000000","22.200000000000","71.900000000000"
"110004","HUTCHESON MEDICAL CENTER","100 GROSS CRESCENT","FORT OGLETHORPE","GA","30742","CATOOSA","51.250000000000","35.875000000000","38.000000000000","11.400000000000","47.275000000000"
"110005","NORTHSIDE HOSPITAL FORSYTH","1200 NORTHSIDE FORSYTH DRIVE","CUMMING","GA","30041","FORSYTH","94.000000000000","65.800000000000","43.000000000000","12.900000000000","78.700000000000"
"110006","ST MARY'S HOSPITAL","1230 BAXTER STREET","ATHENS","GA","30606","CLARKE","70.000000000000","49.000000000000","72.000000000000","21.600000000000","70.600000000000"
"110007","PHOEBE PUTNEY MEMORIAL HOSPITAL","417 THIRD AVENUE","ALBANY","GA","31703","DOUGHERTY","58.181818181818","40.727272727273","39.000000000000","11.700000000000","52.427272727273"
"110008","NORTHSIDE HOSPITAL CHEROKEE","201 HOSPITAL ROAD","CANTON","GA","30114","CHEROKEE","88.000000000000","61.600000000000","18.000000000000","5.400000000000","67.000000000000"
"110010","EMORY UNIVERSITY HOSPITAL","1364 CLIFTON ROAD, NE","ATLANTA","GA","30322","DE KALB","69.090909090909","48.363636363636","61.000000000000","18.300000000000","66.663636363636"
"110011","TANNER MEDICAL CENTER - CARROLLTON","705 DIXIE STREET","CARROLLTON","GA","30117","CARROLL","86.000000000000","60.200000000000","82.000000000000","24.600000000000","84.800000000000"
"110015","TANNER MEDICAL CENTER VILLA RICA","601 DALLAS HIGHWAY","VILLA RICA","GA","30180","CARROLL","96.250000000000","67.375000000000","85.000000000000","25.500000000000","92.875000000000"
"110016","WEST GEORGIA MEDICAL CENTER","1514 VERNON ROAD","LAGRANGE","GA","30240","TROUP","82.000000000000","57.400000000000","48.000000000000","14.400000000000","71.800000000000"
"110018","NEWTON MEDICAL CENTER","5126 HOSPITAL DRIVE NE","COVINGTON","GA","30014","NEWTON","32.222222222222","22.555555555556","29.000000000000","8.700000000000","31.255555555556"
"110023","GORDON HOSPITAL","1035 RED BUD ROAD","CALHOUN","GA","30701","GORDON","57.777777777778","40.444444444444","70.000000000000","21.000000000000","61.444444444444"
"110024","CANDLER HOSPITAL","5353 REYNOLDS STREET","SAVANNAH","GA","31412","CHATHAM","75.555555555556","52.888888888889","27.000000000000","8.100000000000","60.988888888889"
"110025","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","2415 PARKWOOD DRIVE","BRUNSWICK","GA","31520","GLYNN","77.000000000000","53.900000000000","45.000000000000","13.500000000000","67.400000000000"
"110026","ELBERT MEMORIAL HOSPITAL","4 MEDICAL DRIVE","ELBERTON","GA","30635","ELBERT","55.000000000000","38.500000000000","43.000000000000","12.900000000000","51.400000000000"
"110027","TY COBB REGIONAL MEDICAL CENTER, LLC","367 CLEAR CREEK PARKWAY","LAVONIA","GA","30553","FRANKLIN","36.250000000000","25.375000000000","51.000000000000","15.300000000000","40.675000000000"
"110028","UNIVERSITY HOSPITAL","1350 WALTON WAY","AUGUSTA","GA","30901","RICHMOND","69.090909090909","48.363636363636","51.000000000000","15.300000000000","63.663636363636"
"110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET","GAINESVILLE","GA","30501","HALL","63.636363636364","44.545454545455","61.000000000000","18.300000000000","62.845454545455"
"110030","CARTERSVILLE MEDICAL CENTER","960 JOE FRANK HARRIS PARKWAY","CARTERSVILLE","GA","30120","BARTOW","60.000000000000","42.000000000000","25.000000000000","7.500000000000","49.500000000000"
"110031","SPALDING REGIONAL MEDICAL CENTER","601 SOUTH 8TH STREET","GRIFFIN","GA","30223","SPALDING","66.000000000000","46.200000000000","48.000000000000","14.400000000000","60.600000000000"
"110032","STEPHENS COUNTY HOSPITAL","163 HOSPITAL DRIVE","TOCCOA","GA","30577","STEPHENS","65.555555555556","45.888888888889","52.000000000000","15.600000000000","61.488888888889"
"110034","MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS","1120 15TH STREET","AUGUSTA","GA","30912","RICHMOND","60.000000000000","42.000000000000","24.000000000000","7.200000000000","49.200000000000"
"110035","WELLSTAR KENNESTONE HOSPITAL","677 CHURCH STREET","MARIETTA","GA","30060","COBB","58.181818181818","40.727272727273","33.000000000000","9.900000000000","50.627272727273"
"110036","MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE","SAVANNAH","GA","31403","CHATHAM","47.272727272727","33.090909090909","51.000000000000","15.300000000000","48.390909090909"
"110038","JOHN D ARCHBOLD MEMORIAL HOSPITAL","915 GORDON AVENUE & MIMOSA DRIVE","THOMASVILLE","GA","31792","THOMAS","52.000000000000","36.400000000000","57.000000000000","17.100000000000","53.500000000000"
"110039","TRINITY HOSPITAL OF AUGUSTA","2260 WRIGHTSBORO RD","AUGUSTA","GA","30904","RICHMOND","84.444444444444","59.111111111111","50.000000000000","15.000000000000","74.111111111111"
"110040","NORTHRIDGE MEDICAL CENTER","70 MEDICAL CENTER DRIVE","COMMERCE","GA","30529","JACKSON","56.666666666667","39.666666666667","31.000000000000","9.300000000000","48.966666666667"
"110041","HABERSHAM COUNTY MEDICAL CTR","541 HISTORIC HIGHWAY 441-NORTH","DEMOREST","GA","30535","HABERSHAM","26.666666666667","18.666666666667","48.000000000000","14.400000000000","33.066666666667"
"110042","WELLSTAR PAULDING HOSPITAL","600 W MEMORIAL DR","DALLAS","GA","30132","PAULDING","65.555555555556","45.888888888889","60.000000000000","18.000000000000","63.888888888889"
"110043","ST JOSEPH'S HOSPITAL - SAVANNAH","11705 MERCY BOULEVARD","SAVANNAH","GA","31419","CHATHAM","81.818181818182","57.272727272727","32.000000000000","9.600000000000","66.872727272727"
"110044","PHOEBE SUMTER MEDICAL CENTER","126 HIGHWAY 280 W","AMERICUS","GA","31719","SUMTER","17.777777777778","12.444444444444","61.000000000000","18.300000000000","30.744444444444"
"110045","BARROW REGIONAL MEDICAL CENTER","316 NORTH BROAD STREET","WINDER","GA","30680","BARROW","88.888888888889","62.222222222222","8.000000000000","2.400000000000","64.622222222222"
"110046","CLEARVIEW  REGIONAL MEDICAL CENTER","2151 WEST SPRING STREET","MONROE","GA","30655","WALTON","84.444444444444","59.111111111111","11.000000000000","3.300000000000","62.411111111111"
"110051","UNION GENERAL HOSPITAL","35 HOSPITAL ROAD","BLAIRSVILLE","GA","30512","UNION","23.750000000000","16.625000000000","64.000000000000","19.200000000000","35.825000000000"
"110054","FLOYD MEDICAL CENTER","304 TURNER MCCALL BLVD P O BOX 233","ROME","GA","30162","FLOYD","45.000000000000","31.500000000000","49.000000000000","14.700000000000","46.200000000000"
"110064","MEDICAL CENTER, THE","710 CENTER ST BOX 951","COLUMBUS","GA","31901","MUSCOGEE","20.000000000000","14.000000000000","24.000000000000","7.200000000000","21.200000000000"
"110069","HOUSTON MEDICAL CENTER","1601 WATSON BOULEVARD","WARNER ROBINS","GA","31093","HOUSTON","27.000000000000","18.900000000000","40.000000000000","12.000000000000","30.900000000000"
"110186","DOCTORS HOSPITAL","616 19TH STREET","COLUMBUS","GA","31901","MUSCOGEE","64.444444444444","45.111111111111","35.000000000000","10.500000000000","55.611111111111"
"110187","CHESTATEE REGIONAL HOSPITAL","227 MOUNTAIN DR","DAHLONEGA","GA","30533","LUMPKIN","24.444444444444","17.111111111111","29.000000000000","8.700000000000","25.811111111111"
"110189","FANNIN REGIONAL HOSPITAL","2855 OLD HIGHWAY 5 NORTH","BLUE RIDGE","GA","30513","FANNIN","72.222222222222","50.555555555556","67.000000000000","20.100000000000","70.655555555556"
"110191","PIEDMONT HENRY HOSPITAL","1133 EAGLE'S LANDING PARKWAY","STOCKBRIDGE","GA","30281","HENRY","66.000000000000","46.200000000000","28.000000000000","8.400000000000","54.600000000000"
"110192","EMORY EASTSIDE MEDICAL CENTER","1700 MEDICAL WAY","SNELLVILLE","GA","30078","GWINNETT","62.222222222222","43.555555555556","11.000000000000","3.300000000000","46.855555555556"
"110194","DONALSONVILLE HOSPITAL INC","102 HOSPITAL CIR","DONALSONVILLE","GA","39845","SEMINOLE","55.714285714286","39.000000000000","65.000000000000","19.500000000000","58.500000000000"
"110198","NORTH FULTON REGIONAL HOSPITAL","3000 HOSPITAL BOULEVARD","ROSWELL","GA","30076","FULTON","68.888888888889","48.222222222222","18.000000000000","5.400000000000","53.622222222222"
"110200","HUGHSTON HOSPITAL","100 FRIST COURT","COLUMBUS","GA","31909","MUSCOGEE","90.000000000000","63.000000000000","95.000000000000","28.500000000000","91.500000000000"
"110201","COLISEUM NORTHSIDE HOSPITAL","400 CHARTER BOULEVARD","MACON","GA","31210","BIBB","76.666666666667","53.666666666667","34.000000000000","10.200000000000","63.866666666667"
"110215","PIEDMONT FAYETTE HOSPITAL","1255 HIGHWAY 54 WEST","FAYETTEVILLE","GA","30214","FAYETTE","57.000000000000","39.900000000000","33.000000000000","9.900000000000","49.800000000000"
"110219","SOUTH FULTON MEDICAL CENTER","1170 CLEVELAND AVENUE","EAST POINT","GA","30344","FULTON","44.444444444444","31.111111111111","46.000000000000","13.800000000000","44.911111111111"
"110225","PIEDMONT MOUNTAINSIDE HOSPITAL INC","1266 HIGHWAY 515 SOUTH","JASPER","GA","30143","PICKENS","34.444444444444","24.111111111111","58.000000000000","17.400000000000","41.511111111111"
"110226","DEKALB MEDICAL CENTER AT HILLANDALE","2801 DEKALB MEDICAL PARKWAY","LITHONIA","GA","30058","DE KALB","68.888888888889","48.222222222222","34.000000000000","10.200000000000","58.422222222222"
"110229","PIEDMONT NEWNAN HOSPITAL, INC","745 POPLAR ROAD","NEWNAN","GA","30265","COWETA","44.444444444444","31.111111111111","37.000000000000","11.100000000000","42.211111111111"
"110230","EMORY JOHNS CREEK HOSPITAL","6325 HOSPITAL PARKWAY","JOHNS CREEK","GA","30097","CHATTOOGA","47.000000000000","32.900000000000","31.000000000000","9.300000000000","42.200000000000"
"120001","THE QUEENS MEDICAL CENTER","1301 PUNCHBOWL ST","HONOLULU","HI","96813","HONOLULU","43.636363636364","30.545454545455","28.000000000000","8.400000000000","38.945454545455"
"120002","MAUI MEMORIAL MEDICAL CENTER","221 MAHALANI STREET","WAILUKU","HI","96793","MAUI","65.454545454545","45.818181818182","35.000000000000","10.500000000000","56.318181818182"
"120004","WAHIAWA GENERAL HOSPITAL","128 LEHUA STREET","WAHIAWA","HI","96786","HONOLULU","43.750000000000","30.625000000000","21.000000000000","6.300000000000","36.925000000000"
"120005","HILO MEDICAL CENTER","1190 WAIANUENUE AVENUE","HILO","HI","96720","HAWAII","20.000000000000","14.000000000000","37.000000000000","11.100000000000","25.100000000000"
"120006","CASTLE MEDICAL CENTER","640 ULUKAHIKI ST","KAILUA","HI","96734","HONOLULU","67.777777777778","47.444444444444","58.000000000000","17.400000000000","64.844444444444"
"120007","KUAKINI MEDICAL CENTER","347 NORTH KUAKINI STREET","HONOLULU","HI","96817","HONOLULU","37.272727272727","26.090909090909","29.000000000000","8.700000000000","34.790909090909"
"120011","KAISER FOUNDATION HOSPITAL","3288 MOANALUA RD","HONOLULU","HI","96819","HONOLULU","83.636363636364","58.545454545455","49.000000000000","14.700000000000","73.245454545455"
"120014","WILCOX MEMORIAL HOSPITAL","3-3420 KUHIO HIGHWAY","LIHUE","HI","96766","KAUAI","44.444444444444","31.111111111111","68.000000000000","20.400000000000","51.511111111111"
"120019","KONA COMMUNITY HOSPITAL","79-1019 HAUKAPILA STREET","KEALAKEKUA","HI","96750","HAWAII","58.750000000000","41.125000000000","20.000000000000","6.000000000000","47.125000000000"
"120022","STRAUB CLINIC AND HOSPITAL","888 SO KING STREET","HONOLULU","HI","96813","HONOLULU","61.818181818182","43.272727272727","72.000000000000","21.600000000000","64.872727272727"
"120026","PALI MOMI MEDICAL CENTER","98-1079 MOANALUA ROAD","AIEA","HI","96701","HONOLULU","41.000000000000","28.700000000000","53.000000000000","15.900000000000","44.600000000000"
"120028","NORTH HAWAII COMMUNITY HOSPITAL","67 1125 MAMALAHOA HIGHWAY","KAMUELA","HI","96743","HAWAII","36.666666666667","25.666666666667","44.000000000000","13.200000000000","38.866666666667"
"130002","ST LUKES MAGIC VALLEY RMC","801 POLE LINE ROAD WEST","TWIN FALLS","ID","83301","TWIN FALLS","83.000000000000","58.100000000000","55.000000000000","16.500000000000","74.600000000000"
"130003","ST JOSEPH REGIONAL MEDICAL CENTER","415 SIXTH STREET","LEWISTON","ID","83501","NEZ PERCE","57.777777777778","40.444444444444","45.000000000000","13.500000000000","53.944444444444"
"130006","ST LUKES REGIONAL MEDICAL CENTER","190 EAST BANNOCK STREET","BOISE","ID","83712","ADA","60.909090909091","42.636363636364","46.000000000000","13.800000000000","56.436363636364"
"130007","ST ALPHONSUS REGIONAL MEDICAL CENTER","1055 NORTH CURTIS ROAD","BOISE","ID","83706","ADA","70.909090909091","49.636363636364","38.000000000000","11.400000000000","61.036363636364"
"130013","SAINT ALPHONSUS MEDICAL CENTER - NAMPA","1512 TWELFTH AVENUE ROAD","NAMPA","ID","83686","CANYON","67.000000000000","46.900000000000","38.000000000000","11.400000000000","58.300000000000"
"130014","WEST VALLEY MEDICAL CENTER","1717 ARLINGTON STREET","CALDWELL","ID","83605","CANYON","75.555555555556","52.888888888889","35.000000000000","10.500000000000","63.388888888889"
"130018","EASTERN IDAHO REGIONAL MEDICAL CENTER","3100 CHANNING WAY","IDAHO FALLS","ID","83404","BONNEVILLE","70.909090909091","49.636363636364","27.000000000000","8.100000000000","57.736363636364"
"130025","MADISON MEMORIAL HOSPITAL","450 EAST MAIN STREET","REXBURG","ID","83440","MADISON","53.333333333333","37.333333333333","62.000000000000","18.600000000000","55.933333333333"
"130028","PORTNEUF MEDICAL CENTER","777 HOSPITAL WAY","POCATELLO","ID","83201","BANNOCK","35.454545454545","24.818181818182","27.000000000000","8.100000000000","32.918181818182"
"130049","KOOTENAI MEDICAL CENTER","2003 KOOTENAI HEALTH WAY","COEUR D'ALENE","ID","83814","KOOTENAI","37.272727272727","26.090909090909","42.000000000000","12.600000000000","38.690909090909"
"130063","TREASURE VALLEY HOSPITAL","8800 WEST EMERALD STREET","BOISE","ID","83704","ADA","100.000000000000","70.000000000000","99.000000000000","29.700000000000","99.700000000000"
"130065","MOUNTAIN VIEW HOSPITAL","2325 CORONADO STREET","IDAHO FALLS","ID","83404","BONNEVILLE","80.000000000000","56.000000000000","46.000000000000","13.800000000000","69.800000000000"
"130066","NORTHWEST SPECIALTY HOSPITAL","1593 EAST POLSTON AVENUE","POST FALLS","ID","83854","KOOTENAI","45.000000000000","31.500000000000","100.000000000000","30.000000000000","61.500000000000"
"140001","GRAHAM HOSPITAL ASSOCIATION","210 WEST WALNUT STREET","CANTON","IL","61520","FULTON","75.555555555556","52.888888888889","45.000000000000","13.500000000000","66.388888888889"
"140002","ALTON MEMORIAL HOSPITAL","ONE MEMORIAL DRIVE","ALTON","IL","62002","MADISON","73.333333333333","51.333333333333","47.000000000000","14.100000000000","65.433333333333"
"140007","PRESENCE SAINT JOSEPH MEDICAL CENTER","333 N MADISON","JOLIET","IL","60435","WILL","74.545454545455","52.181818181818","50.000000000000","15.000000000000","67.181818181818"
"140008","LOYOLA GOTTLIEB MEMORIAL HOSPITAL","701 WEST NORTH AVE","MELROSE PARK","IL","60160","COOK","69.090909090909","48.363636363636","41.000000000000","12.300000000000","60.663636363636"
"140010","EVANSTON HOSPITAL","2650 RIDGE AVE","EVANSTON","IL","60201","COOK","76.363636363636","53.454545454545","34.000000000000","10.200000000000","63.654545454545"
"140011","HERRIN HOSPITAL","201 S 14TH ST","HERRIN","IL","62948","WILLIAMSON","72.222222222222","50.555555555556","53.000000000000","15.900000000000","66.455555555556"
"140012","KATHERINE SHAW BETHEA HOSPITAL","403 E 1ST ST","DIXON","IL","61021","LEE","74.444444444444","52.111111111111","62.000000000000","18.600000000000","70.711111111111"
"140013","PROCTOR HOSPITAL","5409 N KNOXVILLE AVE","PEORIA","IL","61614","PEORIA","36.363636363636","25.454545454545","28.000000000000","8.400000000000","33.854545454545"
"140015","BLESSING HOSPITAL","BROADWAY AT 11TH STREET","QUINCY","IL","62301","ADAMS","45.454545454545","31.818181818182","58.000000000000","17.400000000000","49.218181818182"
"140018","MT SINAI HOSPITAL MEDICAL CENTER","15TH STREET AT CALIFORNIA","CHICAGO","IL","60608","COOK","56.000000000000","39.200000000000","6.000000000000","1.800000000000","41.000000000000"
"140026","ST MARYS HOSPITAL","111  SPRING STREET","STREATOR","IL","61364","LA SALLE","57.777777777778","40.444444444444","40.000000000000","12.000000000000","52.444444444444"
"140029","COPLEY MEMORIAL HOSPITAL","2000 OGDEN AVENUE","AURORA","IL","60504","KANE","84.545454545455","59.181818181818","39.000000000000","11.700000000000","70.881818181818"
"140030","SHERMAN HOSPITAL","1425 NORTH RANDALL ROAD","ELGIN","IL","60123","KANE","80.909090909091","56.636363636364","48.000000000000","14.400000000000","71.036363636364"
"140032","ST ANTHONYS MEMORIAL HOSPITAL","503 N MAPLE STREET","EFFINGHAM","IL","62401","EFFINGHAM","58.888888888889","41.222222222222","31.000000000000","9.300000000000","50.522222222222"
"140034","ST MARYS HOSPITAL","400 NORTH PLEASANT AVENUE","CENTRALIA","IL","62801","MARION","82.222222222222","57.555555555556","89.000000000000","26.700000000000","84.255555555556"
"140040","GALESBURG COTTAGE HOSPITAL","695 N KELLOGG ST","GALESBURG","IL","61401","KNOX","61.111111111111","42.777777777778","29.000000000000","8.700000000000","51.477777777778"
"140043","CGH MEDICAL CENTER","100 EAST LEFEVRE ROAD","STERLING","IL","61081","WHITESIDE","59.000000000000","41.300000000000","58.000000000000","17.400000000000","58.700000000000"
"140046","GOOD SAMARITAN REGIONAL HLTH CENTER","605 N 12TH STREET","MOUNT VERNON","IL","62864","JEFFERSON","70.000000000000","49.000000000000","58.000000000000","17.400000000000","66.400000000000"
"140048","ADVOCATE TRINITY HOSPITAL","2320 E 93RD ST","CHICAGO","IL","60617","COOK","71.000000000000","49.700000000000","42.000000000000","12.600000000000","62.300000000000"
"140049","WEST SUBURBAN MEDICAL CENTER","3 ERIE COURT","OAK PARK","IL","60302","COOK","39.000000000000","27.300000000000","39.000000000000","11.700000000000","39.000000000000"
"140051","SKOKIE HOSPITAL","9600 GROSS POINT ROAD","SKOKIE","IL","60076","COOK","85.454545454545","59.818181818182","39.000000000000","11.700000000000","71.518181818182"
"140052","SAINT ANTHONY'S HEALTH CENTER","ST ANTHONY'S WAY","ALTON","IL","62002","MADISON","90.000000000000","63.000000000000","49.000000000000","14.700000000000","77.700000000000"
"140053","ST JOHNS HOSPITAL","800 E CARPENTER ST","SPRINGFIELD","IL","62769","SANGAMON","65.454545454545","45.818181818182","24.000000000000","7.200000000000","53.018181818182"
"140054","MACNEAL  HOSPITAL","3249 SOUTH OAK PARK AVENUE","BERWYN","IL","60402","COOK","87.272727272727","61.090909090909","41.000000000000","12.300000000000","73.390909090909"
"140058","PASSAVANT AREA HOSPITAL","1600 W WALNUT ST","JACKSONVILLE","IL","62650","MORGAN","42.222222222222","29.555555555556","34.000000000000","10.200000000000","39.755555555556"
"140059","JERSEY COMMUNITY HOSPITAL","400 MAPLE SUMMIT ROAD","JERSEYVILLE","IL","62052","JERSEY","33.750000000000","23.625000000000","62.000000000000","18.600000000000","42.225000000000"
"140062","PALOS COMMUNITY HOSPITAL","12251 SOUTH 80TH AVENUE","PALOS HEIGHTS","IL","60463","COOK","54.545454545455","38.181818181818","17.000000000000","5.100000000000","43.281818181818"
"140063","RUSH OAK PARK HOSPITAL","520 S MAPLE AVE","OAK PARK","IL","60304","COOK","54.444444444444","38.111111111111","42.000000000000","12.600000000000","50.711111111111"
"140064","ST MARY MEDICAL CENTER","3333 NORTH SEMINARY","GALESBURG","IL","61401","KNOX","52.222222222222","36.555555555556","69.000000000000","20.700000000000","57.255555555556"
"140065","ADVENTIST LA GRANGE MEMORIAL HOSPITAL","5101 S WILLOW SPRINGS RD","LA GRANGE","IL","60525","COOK","73.636363636364","51.545454545455","52.000000000000","15.600000000000","67.145454545455"
"140067","SAINT FRANCIS MEDICAL CENTER","530 NE GLEN OAK AVE","PEORIA","IL","61637","PEORIA","60.909090909091","42.636363636364","52.000000000000","15.600000000000","58.236363636364"
"140068","ROSELAND COMMUNITY HOSPITAL","45 W 111TH STREET","CHICAGO","IL","60628","COOK","18.750000000000","13.125000000000","12.000000000000","3.600000000000","16.725000000000"
"140077","TOUCHETTE REGIONAL HOSPITAL INC","5900 BOND AVENUE","CENTREVILLE","IL","62207","ST. CLAIR","50.000000000000","35.000000000000","50.000000000000","15.000000000000","50.000000000000"
"140080","PRESENCE SAINT FRANCIS HOSPITAL","355 RIDGE AVE","EVANSTON","IL","60202","COOK","53.636363636364","37.545454545455","24.000000000000","7.200000000000","44.745454545455"
"140082","LOUIS A WEISS MEMORIAL HOSPITAL","4646 N MARINE DRIVE","CHICAGO","IL","60640","COOK","75.000000000000","52.500000000000","26.000000000000","7.800000000000","60.300000000000"
"140083","LORETTO HOSPITAL","645 SOUTH CENTRAL AVE","CHICAGO","IL","60644","COOK","98.000000000000","68.600000000000","38.000000000000","11.400000000000","80.000000000000"
"140084","VISTA MEDICAL CENTER EAST","1324 NORTH SHERIDAN ROAD","WAUKEGAN","IL","60085","LAKE","71.818181818182","50.272727272727","36.000000000000","10.800000000000","61.072727272727"
"140088","THE UNIVERSITY OF CHICAGO MEDICAL CENTER","5841 SOUTH MARYLAND","CHICAGO","IL","60637","COOK","65.454545454545","45.818181818182","19.000000000000","5.700000000000","51.518181818182"
"140089","MC DONOUGH DISTRICT HOSPITAL","525 EAST GRANT STREET","MACOMB","IL","61455","MCDONOUGH","35.555555555556","24.888888888889","71.000000000000","21.300000000000","46.188888888889"
"140091","CARLE FOUNDATION HOSPITAL","611 WEST PARK STREET","URBANA","IL","61801","CHAMPAIGN","32.727272727273","22.909090909091","46.000000000000","13.800000000000","36.709090909091"
