"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Outpatients with low back pain who had an MRI without trying recommended treatments first such as physical therapy","Number of Patients 1","Footnote 1","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram","Number of Patients 2","Footnote 2","Outpatient CT scans of the abdomen that were “combination” (double) scans","Number of Patients 3","Footnote 3","Outpatient CT scans of the chest that were “combination” (double) scans","Number of Patients 4","Footnote 4","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Number of Patients 5","Footnote 5","Outpatients with brain CT scans who got a sinus CT scan at the same time","Number of Patients 6","Footnote 6"
"150010","ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","","","KOKOMO","IN","46904","HOWARD","7654565300","34.3","105","","7.3","823","","3.1","763","","0.8","500","","5.2","705","","0.6","646",""
"150011","MARION GENERAL HOSPITAL","441 N WABASH AVE","","","MARION","IN","46952","GRANT","7656606000","35.6","177","","15.7","1786","","27.2","1034","","32.9","544","","Not Available","Not Available","The number of cases/patients is too few to report","2.6","959",""
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","","","MISHAWAKA","IN","46545","ST JOSEPH","5743355000","Not Available","Not Available","The number of cases/patients is too few to report","9.0","1448","","4.4","858","","0.2","446","","4.8","331","","1.9","940",""
"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","","","MICHIGAN CITY","IN","46360","LA PORTE","2198798511","32.3","158","","3.9","1396","","26.7","622","","41.9","346","","5.0","424","","6.3","602",""
"150017","LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","","","FORT WAYNE","IN","46804","ALLEN","2604357001","30.2","162","","5.3","916","","3.6","952","","0.9","681","","4.4","863","","2.2","879",""
"150018","ELKHART GENERAL HOSPITAL","600 E BLVD","","","ELKHART","IN","46514","ELKHART","5742942621","39.2","153","","7.3","2337","","7.2","846","","0.4","456","","4.8","566","","1.8","837",""
"150021","PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","","","FORT WAYNE","IN","46805","ALLEN","2603734000","28.8","132","","Not Available","Not Available","No cases met the criteria for this measure","15.9","1061","","0.8","738","","4.3","955","","3.9","952",""
"150022","FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE","1710 LAFAYETTE RD","","","CRAWFORDSVILLE","IN","47933","MONTGOMERY","7653622800","42.0","81","","3.2","841","","1.7","529","","0.9","224","","5.3","152","","Not Available","Not Available","The number of cases/patients is too few to report"
"150023","UNION HOSPITAL INC","1606 N SEVENTH ST","","","TERRE HAUTE","IN","47804","VIGO","8122387606","35.7","126","","10.0","2601","","7.0","1108","","3.4","559","","Not Available","Not Available","The number of cases/patients is too few to report","4.5","1201",""
"150024","WILLIAM N WISHARD MEMORIAL HOSPITAL","1001 W 10TH ST","","","INDIANAPOLIS","IN","46202","MARION","3176307592","33.3","147","","9.8","1301","","4.9","753","","3.8","521","","3.7","381","","Not Available","Not Available","The number of cases/patients is too few to report"
"150026","IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","","","GOSHEN","IN","46526","ELKHART","5743642141","33.6","119","","8.4","1482","","3.3","812","","0.5","605","","3.6","169","","Not Available","Not Available","The number of cases/patients is too few to report"
"150030","HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","","","NEW CASTLE","IN","47362","HENRY","7655210890","50.8","61","","6.0","1032","","11.1","586","","13.0","207","","8.2","427","","3.9","545",""
"150034","ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","","","HOBART","IN","46342","LAKE","2199420551","37.9","140","","5.4","1251","","20.2","1175","","11.3","917","","7.0","171","","2.7","592",""
"150035","PORTER REGIONAL HOSPITAL","85 EAST US HWY 6","","","VALPARAISO","IN","46383","PORTER","2199838300","37.4","326","","6.6","1838","","26.5","1256","","27.9","958","","4.8","168","","2.8","1079",""
"150037","HANCOCK REGIONAL HOSPITAL","801 N STATE ST","","","GREENFIELD","IN","46140","HANCOCK","3174684410","38.6","145","","5.3","1450","","9.4","705","","4.5","622","","7.8","217","","2.0","594",""
"150038","INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","2209 JOHN R WOODEN DR","","","MARTINSVILLE","IN","46151","MORGAN","7653496938","48.5","33","","10.6","349","","9.4","307","","7.4","163","","7.6","105","","Not Available","Not Available","The number of cases/patients is too few to report"
"150042","GOOD SAMARITAN HOSPITAL","520 S 7TH ST","","","VINCENNES","IN","47591","KNOX","8128825220","38.9","162","","4.3","1747","","39.7","1105","","18.6","623","","6.5","510","","4.0","956",""
"150044","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","","","NEW ALBANY","IN","47150","FLOYD","8129495500","39.2","176","","10.8","1651","","27.2","1049","","9.2","871","","8.9","348","","2.8","830",""
"150045","DEKALB HEALTH","1316 E SEVENTH ST","","","AUBURN","IN","46706","DE KALB","2609254600","Not Available","Not Available","The number of cases/patients is too few to report","7.3","372","","1.1","283","","0.0","134","","3.4","59","","0.5","182",""
"150046","TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","","","TERRE HAUTE","IN","47802","VIGO","8122320021","Not Available","Not Available","The number of cases/patients is too few to report","10.3","580","","4.8","400","","0.7","294","","5.9","202","","Not Available","Not Available","The number of cases/patients is too few to report"
"150047","ST JOSEPH HOSPITAL","700 BROADWAY","","","FORT WAYNE","IN","46802","ALLEN","2604253000","Not Available","Not Available","The number of cases/patients is too few to report","6.2","923","","3.9","231","","0.9","110","","4.5","156","","Not Available","Not Available","The number of cases/patients is too few to report"
"150048","REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","","","RICHMOND","IN","47374","WAYNE","7659833000","38.3","222","","7.5","2133","","8.9","1476","","1.7","860","","6.9","1201","","1.4","855",""
"150051","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","","","BLOOMINGTON","IN","47403","MONROE","8123539555","32.8","64","","Not Available","Not Available","No cases met the criteria for this measure","3.5","733","","1.1","269","","6.4","500","","1.9","1069",""
"150056","INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","","","INDIANAPOLIS","IN","46206","MARION","3179625900","38.1","281","","7.9","2414","","3.5","3662","","0.2","2971","","7.3","575","","2.5","1390",""
"150057","FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","1201 HADLEY RD","","","MOORESVILLE","IN","46158","MORGAN","3178311160","43.8","73","","7.5","757","","4.3","511","","4.5","202","","5.0","363","","1.4","347",""
"150058","MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","","","SOUTH BEND","IN","46601","ST JOSEPH","5746471000","Not Available","Not Available","The number of cases/patients is too few to report","8.5","2166","","6.4","871","","5.0","563","","5.1","532","","2.0","922",""
"150059","RIVERVIEW HOSPITAL","395 WESTFIELD RD","","","NOBLESVILLE","IN","46060","HAMILTON","3177767108","37.6","117","","8.3","1096","","6.1","611","","0.6","482","","10.2","206","","4.5","442",""
"150061","DAVIESS COMMUNITY HOSPITAL","1314 E WALNUT ST","","","WASHINGTON","IN","47501","DAVIESS","8122542760","37.5","48","","6.3","428","","18.4","261","","19.0","121","","5.5","145","","Not Available","Not Available","The number of cases/patients is too few to report"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","1941 VIRGINIA AVE","","","CONNERSVILLE","IN","47331","FAYETTE","7658255131","48.4","62","","2.5","483","","4.9","224","","0.7","144","","3.5","254","","1.3","377",""
"150065","SCHNECK MEDICAL CENTER","411 W TIPTON ST","","","SEYMOUR","IN","47274","JACKSON","8125222349","28.8","104","","12.2","664","","3.6","531","","0.3","381","","4.6","152","","1.6","486",""
"150069","KING'S DAUGHTERS' HEALTH","1373 EAST SR 62","","","MADISON","IN","47250","JEFFERSON","8128010105","32.1","84","","6.0","1071","","3.9","592","","0.2","425","","5.4","350","","Not Available","Not Available","The number of cases/patients is too few to report"
"150072","MEMORIAL HOSPITAL","1101 MICHIGAN AVE","","","LOGANSPORT","IN","46947","CASS","5747537541","38.7","75","","8.9","1057","","17.3","417","","0.8","246","","7.4","202","","Not Available","Not Available","The number of cases/patients is too few to report"
"150074","COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","","","INDIANAPOLIS","IN","46219","MARION","3173555411","35.7","235","","13.0","1899","","12.9","948","","11.6","730","","Not Available","Not Available","The number of cases/patients is too few to report","3.4","797",""
"150075","BLUFFTON REGIONAL MEDICAL CENTER","303 S MAIN ST","","","BLUFFTON","IN","46714","WELLS","2608243210","Not Available","Not Available","The number of cases/patients is too few to report","5.8","711","","4.8","270","","5.0","100","","Not Available","Not Available","The number of cases/patients is too few to report","5.2","232",""
"150076","SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","1915 LAKE AVE","","","PLYMOUTH","IN","46563","MARSHALL","5749363181","Not Available","Not Available","The number of cases/patients is too few to report","10.2","502","","4.4","409","","0.4","256","","4.8","168","","Not Available","Not Available","The number of cases/patients is too few to report"
"150082","DEACONESS HOSPITAL INC","600 MARY ST","","","EVANSVILLE","IN","47747","VANDERBURGH","8124505000","37.8","392","","6.0","3870","","5.4","2336","","0.3","1512","","7.3","561","","8.6","1738",""
"150084","ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","","","INDIANAPOLIS","IN","46260","MARION","3173387000","37.7","321","","7.9","3330","","6.1","2062","","0.4","1592","","4.8","3977","","2.6","1411",""
"150086","DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","","","LAWRENCEBURG","IN","47025","DEARBORN","8125371010","35.7","112","","6.0","831","","32.4","543","","14.1","460","","4.8","104","","0.2","533",""
"150088","ST VINCENT ANDERSON REGIONAL HOSPITAL INC","2015 JACKSON ST","","","ANDERSON","IN","46016","MADISON","7656468373","33.3","228","","16.0","1818","","6.2","962","","1.8","884","","5.0","905","","0.9","651",""
"150089","INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","","","MUNCIE","IN","47303","DELAWARE","7657473111","34.2","76","","7.0","2432","","3.6","1180","","2.2","816","","5.6","410","","3.0","1066",""
"150090","FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","","","DYER","IN","46311","LAKE","2198652141","39.5","76","","11.3","524","","48.8","441","","6.7","238","","5.2","191","","Not Available","Not Available","The number of cases/patients is too few to report"
"150091","PARKVIEW HUNTINGTON HOSPITAL","2001 STULTS RD","","","HUNTINGTON","IN","46750","HUNTINGTON","2603553000","Not Available","Not Available","The number of cases/patients is too few to report","7.3","331","","8.8","170","","3.1","131","","Not Available","Not Available","The number of cases/patients is too few to report","0.4","242",""
"150097","MAJOR HOSPITAL","150 W WASHINGTON ST","","","SHELBYVILLE","IN","46176","SHELBY","3173923211","28.0","118","","5.7","700","","8.3","412","","5.6","304","","7.2","277","","1.6","433",""
"150100","ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","","","EVANSVILLE","IN","47750","VANDERBURGH","8124854000","38.3","274","","Not Available","Not Available","No cases met the criteria for this measure","2.4","1274","","22.6","984","","8.4","885","","3.7","812",""
"150101","PARKVIEW WHITLEY HOSPITAL","1260 E SR 205","","","COLUMBIA CITY","IN","46725","WHITLEY","2602489301","Not Available","Not Available","The number of cases/patients is too few to report","9.1","252","","9.7","185","","8.9","101","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"150102","INDIANA UNIVERSITY HEALTH STARKE HOSPITAL","102 E CULVER RD","","","KNOX","IN","46534","STARKE","5747721100","28.6","70","","17.0","200","","23.6","250","","32.8","122","","8.4","95","","Not Available","Not Available","The number of cases/patients is too few to report"
"150104","WITHAM HEALTH SERVICES","2605 N LEBANON ST","","","LEBANON","IN","46052","BOONE","7654858000","36.5","74","","15.4","628","","8.5","493","","1.4","292","","5.0","241","","Not Available","Not Available","The number of cases/patients is too few to report"
"150109","FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","","","LAFAYETTE","IN","47905","TIPPECANOE","7655024334","40.4","47","","Not Available","Not Available","No cases met the criteria for this measure","7.1","592","","0.8","504","","3.8","287","","2.6","845",""
"150112","COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","","","COLUMBUS","IN","47201","BARTHOLOMEW","8123794441","28.2","71","","9.0","2094","","6.2","949","","0.7","823","","5.5","128","","2.8","1052",""
"150113","COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","","","ANDERSON","IN","46011","MADISON","7652984242","31.9","163","","14.4","1483","","4.5","662","","1.4","571","","5.4","446","","1.0","508",""
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","","","JASPER","IN","47546","DUBOIS","8129962345","34.6","156","","7.7","1609","","34.1","965","","33.9","778","","4.6","659","","1.7","780",""
"150125","COMMUNITY HOSPITAL","901 MACARTHUR BLVD","","","MUNSTER","IN","46321","LAKE","2198361600","28.2","262","","7.1","3249","","16.6","2074","","6.2","1390","","8.1","396","","2.9","1372",""
"150126","FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","","","CROWN POINT","IN","46307","LAKE","2197576100","38.7","186","","7.7","1903","","20.5","1242","","18.8","867","","7.0","114","","2.9","797",""
"150128","COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","","","INDIANAPOLIS","IN","46227","MARION","3178877112","37.0","81","","9.6","1728","","4.8","543","","5.5","345","","3.6","83","","Not Available","Not Available","The number of cases/patients is too few to report"
"150129","WESTVIEW HOSPITAL","3630 GUION RD","","","INDIANAPOLIS","IN","46222","MARION","3179207288","41.9","43","","10.7","272","","0.6","175","","0.0","57","","7.3","82","","Not Available","Not Available","The number of cases/patients is too few to report"
"150133","KOSCIUSKO COMMUNITY HOSPITAL","2101 E DUBOIS DR","","","WARSAW","IN","46580","KOSCIUSKO","5742673200","34.0","103","","5.3","680","","0.4","536","","0.6","344","","2.8","143","","Not Available","Not Available","The number of cases/patients is too few to report"
"150146","PARKVIEW NOBLE HOSPITAL","401 SAWYER RD","","","KENDALLVILLE","IN","46755","NOBLE","2603478700","31.0","58","","7.1","381","","4.2","337","","5.7","174","","2.9","103","","Not Available","Not Available","The number of cases/patients is too few to report"
"150149","WOMEN'S HOSPITAL THE","4199 GATEWAY BLVD","","","NEWBURGH","IN","47630","WARRICK","8128424200","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure"
"150150","DUPONT HOSPITAL LLC","2520 E DUPONT RD","","","FORT WAYNE","IN","46825","ALLEN","2604163000","39.2","51","","7.2","361","","2.1","280","","0.0","145","","2.0","50","","Not Available","Not Available","The number of cases/patients is too few to report"
"150153","ST VINCENT HEART CENTER OF INDIANA LLC","10580 N MERIDIAN ST","","","INDIANAPOLIS","IN","46290","HAMILTON","3175835000","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","4.0","50","","2.9","173","","0.0","76",""
"150154","INDIANA HEART HOSPITAL THE","8075 N SHADELAND AVE","","","INDIANAPOLIS","IN","46250","MARION","3176218063","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","8.7","150","","5.4","2023","","0.0","87",""
"150157","ST VINCENT CARMEL HOSPITAL INC","13500 N MERIDIAN ST","","","CARMEL","IN","46032","HAMILTON","3175827000","37.5","152","","5.9","706","","7.9","445","","1.6","191","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"150158","IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","","","AVON","IN","46123","HENDRICKS","3172173000","28.6","112","","13.5","613","","5.0","852","","0.4","681","","5.9","253","","Not Available","Not Available","The number of cases/patients is too few to report"
"150160","INDIANA ORTHOPAEDIC HOSPITAL LLC","8400 NORTHWEST BLVD","","","INDIANAPOLIS","IN","46278","MARION","3179561000","33.8","272","","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure"
"150161","INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","11700 N MERIDIAN ST","","","CARMEL","IN","46032","HAMILTON","3176882000","Not Available","Not Available","The number of cases/patients is too few to report","13.1","427","","3.9","508","","0.2","405","","5.1","78","","7.7","234",""
"150162","FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS","8111 S EMERSON AVE","","","INDIANAPOLIS","IN","46237","MARION","3178655001","38.2","262","","8.4","2651","","4.0","1387","","3.2","960","","6.1","1565","","1.3","1177",""
"150163","SAINT CATHERINE REGIONAL HOSPITAL","2200  MARKET ST","","","CHARLESTOWN","IN","47111","CLARK","8122563301","Not Available","Not Available","The number of cases/patients is too few to report","6.0","83","","17.0","100","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"150164","MONROE HOSPITAL","4011 S MONROE MEDICAL PARK BLVD","","","BLOOMINGTON","IN","47403","MONROE","8128251111","38.1","139","","9.0","78","","4.8","394","","2.1","240","","9.6","104","","5.3","226",""
"150165","FRANCISCAN HEALTHCARE - MUNSTER","701 SUPERIOR AVE","","","MUNSTER","IN","46321","LAKE","2199224200","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","2.9","69","","Not Available","Not Available","The number of cases/patients is too few to report"
"150166","PINNACLE HOSPITAL","9301 CONNECTICUT DR","","","CROWN POINT","IN","46307","LAKE","2197562100","38.7","62","","Not Available","Not Available","No cases met the criteria for this measure","16.7","78","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"150167","ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","11130 PARKVIEW CIRCLE DR","","","FORT WAYNE","IN","46845","ALLEN","2606724050","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure"
"150168","THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","7952 W JEFFERSON BLVD","","","FORT WAYNE","IN","46804","ALLEN","2604352999","42.9","56","","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure"
"150169","COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","","","INDIANAPOLIS","IN","46256","MARION","3176215335","37.6","290","","11.2","1736","","11.2","928","","8.3","871","","Not Available","Not Available","The number of cases/patients is too few to report","3.6","828",""
"150172","PHYSICIANS' MEDICAL CENTER LLC","4023 REAS LN","","","NEW ALBANY","IN","47150","FLOYD","8122067660","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure"
"150173","INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","","","LAFAYETTE","IN","47905","TIPPECANOE","7654488000","24.4","82","","Not Available","Not Available","No cases met the criteria for this measure","5.7","542","","0.6","337","","5.9","508","","1.7","594",""
"150175","THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","4007 GATEWAY BLVD","","","NEWBURGH","IN","47630","WARRICK","8128424784","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report","6.0","150","","Not Available","Not Available","The number of cases/patients is too few to report"
"150176","KENTUCKIANA MEDICAL CENTER LLC","4601 MEDICAL PLAZA WAY","","","CLARKSVILLE","IN","47129","CLARK","8122803300","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report","0.7","140","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"150177","UNITY MEDICAL AND SURGICAL HOSPITAL","4455 EDISON LAKES PKWY","","","MISHAWAKA","IN","46545","ST JOSEPH","5742316800","51.2","82","","Not Available","Not Available","No cases met the criteria for this measure","48.5","33","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"150179","FAIRBANKS","8102 CLEARVISTA PARKWAY","","","INDIANAPOLIS","IN","46256","MARION","3178498222","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","No cases met the criteria for this measure"
"151300","COMMUNITY HOSPITAL OF BREMEN INC","1020 HIGH RD","","","BREMEN","IN","46506","MARSHALL","5745462211","Not Available","Not Available","The number of cases/patients is too few to report","10.6","180","","4.7","86","","1.9","52","","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"151301","ST VINCENT RANDOLPH HOSPITAL INC","473 E GREENVILLE AVE","","","WINCHESTER","IN","47394","RANDOLPH","7655840004","Not Available","Not Available","The number of cases/patients is too few to report","6.5","322","","4.9","283","","8.8","159","","Not Available","Not Available","No cases met the criteria for this measure","1.3","310",""
"151302","INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL","410 PILGRIM BLVD","","","HARTFORD CITY","IN","47348","BLACKFORD","7653480300","Not Available","Not Available","The number of cases/patients is too few to report","12.1","223","","4.6","197","","1.9","108","","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"151303","ST VINCENT JENNINGS HOSPITAL INC","301 HENRY ST","","","NORTH VERNON","IN","47265","JENNINGS","8123524200","Not Available","Not Available","The number of cases/patients is too few to report","13.2","204","","3.2","219","","3.8","79","","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"151304","RUSH MEMORIAL HOSPITAL","1300 N MAIN ST","","","RUSHVILLE","IN","46173","RUSH","7659327513","Not Available","Not Available","The number of cases/patients is too few to report","6.0","215","","5.2","191","","2.4","83","","4.4","91","","Not Available","Not Available","The number of cases/patients is too few to report"
"151305","PULASKI MEMORIAL HOSPITAL","616 E 13TH ST","","","WINAMAC","IN","46996","PULASKI","5749462100","Not Available","Not Available","The number of cases/patients is too few to report","10.5","239","","35.2","142","","48.2","83","","1.8","56","","0.7","147",""
"151306","INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL","642 W HOSPITAL RD","","","PAOLI","IN","47454","ORANGE","8127232811","35.3","51","","11.6","251","","4.2","263","","0.0","127","","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"151307","ST VINCENT WILLIAMSPORT HOSPITAL INC","412 N MONROE ST","","","WILLIAMSPORT","IN","47993","WARREN","7657624000","50.0","34","","5.5","181","","1.2","254","","0.0","121","","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","The number of cases/patients is too few to report"
"151308","ST VINCENT MERCY HOSPITAL","1331 S A ST","","","ELWOOD","IN","46036","MADISON","7655524594","Not Available","Not Available","The number of cases/patients is too few to report","25.5","322","","19.5","190","","0.0","78","","1.6","64","","Not Available","Not Available","The number of cases/patients is too few to report"
"151309","ST VINCENT CLAY HOSPITAL INC","1206 E NATIONAL AVE","","","BRAZIL","IN","47834","CLAY","8124422500","Not Available","Not Available","The number of cases/patients is too few to report","3.0","271","","45.3","274","","1.1","178","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"151310","WABASH COUNTY HOSPITAL","710 N EAST ST","","","WABASH","IN","46992","WABASH","2605633131","37.1","62","","8.8","477","","6.3","270","","0.6","162","","1.5","133","","Not Available","Not Available","The number of cases/patients is too few to report"
"151311","INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC","1000 S MAIN ST","","","TIPTON","IN","46072","TIPTON","7656758500","Not Available","Not Available","The number of cases/patients is too few to report","6.1","392","","17.0","206","","15.5","142","","4.9","122","","1.1","275",""
"151312","INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL","720 SOUTH SIXTH ST","","","MONTICELLO","IN","47960","WHITE","5745837111","Not Available","Not Available","The number of cases/patients is too few to report","3.2","407","","5.8","449","","8.8","182","","3.6","110","","1.3","522",""
"151313","WOODLAWN HOSPITAL","1400 E 9TH ST","","","ROCHESTER","IN","46975","FULTON","5742233141","39.0","41","","7.4","189","","3.7","188","","1.5","137","","Not Available","Not Available","The number of cases/patients is too few to report","1.1","184",""
"151314","ST VINCENT SALEM HOSPITAL INC","911 N SHELBY ST","","","SALEM","IN","47167","WASHINGTON","8128835881","40.5","42","","12.0","200","","20.0","150","","9.5","105","","5.7","122","","Not Available","Not Available","The number of cases/patients is too few to report"
"151315","CAMERON MEMORIAL COMMUNITY HOSPITAL INC","416 E MAUMEE ST","","","ANGOLA","IN","46703","STEUBEN","2606652141","46.8","47","","12.6","421","","11.0","290","","0.6","167","","Not Available","Not Available","No cases met the criteria for this measure","0.7","294",""
"151316","ST VINCENT FRANKFORT HOSPITAL INC","1300 S JACKSON ST","","","FRANKFORT","IN","46041","CLINTON","7656563000","Not Available","Not Available","The number of cases/patients is too few to report","9.9","406","","3.1","192","","4.2","72","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"151317","GREENE COUNTY GENERAL HOSPITAL","1185 N 1000 W","","","LINTON","IN","47441","GREENE","8128472281","Not Available","Not Available","No cases met the criteria for this measure","8.7","345","","38.0","303","","5.0","119","","6.4","109","","1.6","306",""
"151318","DUKES MEMORIAL HOSPITAL","275 W 12TH ST","","","PERU","IN","46970","MIAMI","7654728000","Not Available","Not Available","The number of cases/patients is too few to report","8.0","225","","5.6","248","","1.5","203","","3.3","121","","1.6","371",""
"151319","GIBSON GENERAL HOSPITAL","1808 SHERMAN DR","","","PRINCETON","IN","47670","GIBSON","8123853401","Not Available","Not Available","The number of cases/patients is too few to report","13.7","241","","16.0","244","","20.0","100","","Not Available","Not Available","The number of cases/patients is too few to report","5.8","277",""
"151320","JAY COUNTY HOSPITAL","500 W VOTAW ST","","","PORTLAND","IN","47371","JAY","2607267131","Not Available","Not Available","The number of cases/patients is too few to report","12.9","380","","4.6","219","","0.0","126","","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
