"Provider ID","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Measure","Spending per Hospital Patient with Medicare","Footnote"
"180040","JEWISH HOSPITAL & ST MARY'S HEALTHCARE","200 ABRAHAM FLEXNER WAY","","","LOUISVILLE","KY","40202","JEFFERSON","5025874011","Spending per Hospital Patient with Medicare","1.00",""
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","","","TUSCALOOSA","AL","35401","TUSCALOOSA","2057597111","Spending per Hospital Patient with Medicare","1.00",""
"360180","CLEVELAND CLINIC","9500 EUCLID AVENUE","","","CLEVELAND","OH","44195","CUYAHOGA","2164442200","Spending per Hospital Patient with Medicare","0.99",""
"230195","ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER","11800 EAST TWELVE MILE ROAD","","","WARREN","MI","48093","MACOMB","5865735000","Spending per Hospital Patient with Medicare","1.04",""
"100006","ORLANDO HEALTH","1414 S KUHL AVE","","","ORLANDO","FL","32806","ORANGE","3218415111","Spending per Hospital Patient with Medicare","1.02",""
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","4440 W 95TH STREET","","","OAK LAWN","IL","60453","COOK","7086848000","Spending per Hospital Patient with Medicare","1.04",""
"100204","NORTH FLORIDA REGIONAL MEDICAL CENTER","6500 NEWBERRY RD","","","GAINESVILLE","FL","32605","ALACHUA","3523334100","Spending per Hospital Patient with Medicare","0.99",""
"230020","OAKWOOD HOSPITAL AND MEDICAL CENTER","18101 OAKWOOD BLVD","","","DEARBORN","MI","48124","WAYNE","3135937125","Spending per Hospital Patient with Medicare","1.02",""
"310015","MORRISTOWN MEMORIAL HOSPITAL","100 MADISON AVE","","","MORRISTOWN","NJ","07962","MORRIS","9739715450","Spending per Hospital Patient with Medicare","1.06",""
"140281","NORTHWESTERN MEMORIAL HOSPITAL","251 E HURON ST","","","CHICAGO","IL","60611","COOK","3129262000","Spending per Hospital Patient with Medicare","1.01",""
"390100","LANCASTER GENERAL HOSPITAL","555 NORTH DUKE STREET","","","LANCASTER","PA","17604","LANCASTER","7172995511","Spending per Hospital Patient with Medicare","0.98",""
"100157","LAKELAND REGIONAL MEDICAL CENTER","1324 LAKELAND HILLS BLVD","","","LAKELAND","FL","33805","POLK","8636871100","Spending per Hospital Patient with Medicare","1.03",""
"310001","HACKENSACK UNIVERSITY MEDICAL CENTER","30 PROSPECT AVE","","","HACKENSACK","NJ","07601","BERGEN","2019962000","Spending per Hospital Patient with Medicare","1.11",""
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","","","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","Spending per Hospital Patient with Medicare","0.94",""
"370091","SAINT FRANCIS HOSPITAL, INC","6161 SOUTH YALE","","","TULSA","OK","74136","TULSA","9184942200","Spending per Hospital Patient with Medicare","0.99",""
"180130","BAPTIST HEALTH LOUISVILLE","4000 KRESGE WAY","","","LOUISVILLE","KY","40207","JEFFERSON","5028978100","Spending per Hospital Patient with Medicare","0.98",""
"090011","MEDSTAR WASHINGTON HOSPITAL CENTER","110 IRVING ST NW","","","WASHINGTON","DC","20010","DISTRICT OF COLUMBIA","2028777000","Spending per Hospital Patient with Medicare","0.99",""
"220163","UMASS MEMORIAL MEDICAL CENTER INC","55 LAKE AVENUE NORTH","","","WORCESTER","MA","01655","WORCESTER","5083341000","Spending per Hospital Patient with Medicare","1.08",""
"510022","CHARLESTON AREA MEDICAL CENTER","501 MORRIS STREET","","","CHARLESTON","WV","25301","KANAWHA","3043886203","Spending per Hospital Patient with Medicare","0.97",""
"190111","WILLIS KNIGHTON MEDICAL CENTER","2600 GREENWOOD ROAD","","","SHREVEPORT","LA","71103","CADDO","3182124000","Spending per Hospital Patient with Medicare","1.09",""
"240010","MAYO CLINIC-ST MARY'S HOSPITAL","1216 SECOND STREET WEST","","","ROCHESTER","MN","55902","OLMSTED","5072555123","Spending per Hospital Patient with Medicare","0.94",""
"230156","ST JOSEPH MERCY HOSPITAL","5301 E HURON RIVER DR","","","ANN ARBOR","MI","48106","WASHTENAW","7347123791","Spending per Hospital Patient with Medicare","0.97",""
"360006","RIVERSIDE METHODIST HOSPITAL","3535 OLENTANGY RIVER RD","","","COLUMBUS","OH","43214","FRANKLIN","6145665000","Spending per Hospital Patient with Medicare","1.00",""
"220077","BAYSTATE MEDICAL CENTER","759 CHESTNUT STREET","","","SPRINGFIELD","MA","01199","HAMPDEN","4137940000","Spending per Hospital Patient with Medicare","1.04",""
"110035","WELLSTAR KENNESTONE HOSPITAL","677 CHURCH STREET","","","MARIETTA","GA","30060","COBB","7707935000","Spending per Hospital Patient with Medicare","0.98",""
"140148","MEMORIAL MEDICAL CENTER","701 N FIRST ST","","","SPRINGFIELD","IL","62781","SANGAMON","2177883000","Spending per Hospital Patient with Medicare","0.96",""
"170122","VIA CHRISTI HOSPITALS WICHITA INC","929 NORTH ST FRANCIS STREET","","","WICHITA","KS","67214","SEDGWICK","3162685000","Spending per Hospital Patient with Medicare","0.98",""
"450135","TEXAS HEALTH HARRIS METHODIST FORT WORTH","1301 PENNSYLVANIA AVENUE","","","FORT WORTH","TX","76104","TARRANT","8172502100","Spending per Hospital Patient with Medicare","1.08",""
"390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","111 SOUTH 11TH STREET","","","PHILADELPHIA","PA","19107","PHILADELPHIA","2159556000","Spending per Hospital Patient with Medicare","1.01",""
"230046","UNIVERSITY OF MICHIGAN HEALTH SYSTEM","1500 E MEDICAL CENTER DRIVE, SPC 5474","","","ANN ARBOR","MI","48109","WASHTENAW","7347641505","Spending per Hospital Patient with Medicare","1.00",""
"100040","ST VINCENT'S MEDICAL CENTER","1 SHIRCLIFF WAY","","","JACKSONVILLE","FL","32204","DUVAL","9043087300","Spending per Hospital Patient with Medicare","1.03",""
"310086","KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","18 EAST LAUREL ROAD","","","STRATFORD","NJ","08084","CAMDEN","8563466000","Spending per Hospital Patient with Medicare","1.02",""
"140007","PRESENCE SAINT JOSEPH MEDICAL CENTER","333 N MADISON","","","JOLIET","IL","60435","WILL","8157257133","Spending per Hospital Patient with Medicare","1.05",""
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3708 DUMC  ERWIN RD","","","DURHAM","NC","27710","DURHAM","9196848111","Spending per Hospital Patient with Medicare","0.95",""
"150125","COMMUNITY HOSPITAL","901 MACARTHUR BLVD","","","MUNSTER","IN","46321","LAKE","2198361600","Spending per Hospital Patient with Medicare","1.06",""
"100087","SARASOTA MEMORIAL HOSPITAL","1700 S TAMIAMI TRL","","","SARASOTA","FL","34239","SARASOTA","9419179000","Spending per Hospital Patient with Medicare","1.09",""
"160083","MERCY MEDICAL CENTER-DES MOINES","1111 6TH AVE","","","DES MOINES","IA","50314","POLK","5152473121","Spending per Hospital Patient with Medicare","0.93",""
"040114","BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE 630, EXIT 7","","","LITTLE ROCK","AR","72205","PULASKI","5012022000","Spending per Hospital Patient with Medicare","0.98",""
"310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV","1925 PACIFIC AVE","","","ATLANTIC CITY","NJ","08401","ATLANTIC","6094418020","Spending per Hospital Patient with Medicare","1.06",""
"440002","JACKSON-MADISON COUNTY GENERAL HOSPITAL","620 SKYLINE DRIVE","","","JACKSON","TN","38301","MADISON","7315415000","Spending per Hospital Patient with Medicare","1.00",""
"230165","ST JOHN HOSPITAL AND MEDICAL CENTER","22101 MOROSS RD","","","DETROIT","MI","48236","WAYNE","3133434000","Spending per Hospital Patient with Medicare","1.02",""
"390164","UPMC PRESBYTERIAN SHADYSIDE","200 LOTHROP STREET","","","PITTSBURGH","PA","15213","ALLEGHENY","4126478788","Spending per Hospital Patient with Medicare","1.01",""
"220110","BRIGHAM AND WOMEN'S HOSPITAL","75 FRANCIS STREET","","","BOSTON","MA","02115","SUFFOLK","6177325500","Spending per Hospital Patient with Medicare","1.01",""
"490112","CJW MEDICAL CENTER ( JOHNSTON-WILLIS CAMPUS)","1401 JOHNSTON WILLIS DRIVE","","","RICHMOND","VA","23235","CHESTERFIELD","8043302001","Spending per Hospital Patient with Medicare","1.02",""
"330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","","","SYRACUSE","NY","13203","ONONDAGA","3154485111","Spending per Hospital Patient with Medicare","0.94",""
"150082","DEACONESS HOSPITAL INC","600 MARY ST","","","EVANSVILLE","IN","47747","VANDERBURGH","8124505000","Spending per Hospital Patient with Medicare","1.03",""
"490063","INOVA FAIRFAX HOSPITAL","8110 GATEHOUSE ROAD, 400 WEST","","","FALLS CHURCH","VA","22042","FAIRFAX","7037763332","Spending per Hospital Patient with Medicare","0.98",""
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","1775 DEMPSTER ST","","","PARK RIDGE","IL","60068","COOK","8477232210","Spending per Hospital Patient with Medicare","1.06",""
"230141","MCLAREN FLINT","401 S BALLENGER HIGHWAY","","","FLINT","MI","48532","GENESEE","8103422000","Spending per Hospital Patient with Medicare","0.96",""
"340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","1000 BLYTHE BLVD","","","CHARLOTTE","NC","28203","MECKLENBURG","7043552000","Spending per Hospital Patient with Medicare","0.99",""
"010033","UNIVERSITY OF ALABAMA HOSPITAL","619 SOUTH 19TH STREET","","","BIRMINGHAM","AL","35233","JEFFERSON","2059344011","Spending per Hospital Patient with Medicare","0.96",""
"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","","","FRESNO","CA","93710","FRESNO","5594503000","Spending per Hospital Patient with Medicare","1.00",""
"260065","MERCY HOSPITAL SPRINGFIELD","1235 E CHEROKEE","","","SPRINGFIELD","MO","65804","GREENE","4178202000","Spending per Hospital Patient with Medicare","0.95",""
"070002","ST FRANCIS HOSPITAL & MEDICAL CENTER","114 WOODLAND STREET","","","HARTFORD","CT","06105","HARTFORD","8607144000","Spending per Hospital Patient with Medicare","1.04",""
"230070","COVENANT MEDICAL CENTER, INC","1447 N HARRISON","","","SAGINAW","MI","48602","SAGINAW","9895834000","Spending per Hospital Patient with Medicare","0.98",""
"100220","GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM","13681 DOCTOR'S WAY","","","FORT MYERS","FL","33912","LEE","2397685000","Spending per Hospital Patient with Medicare","1.02",""
"250004","NORTH MISSISSIPPI MEDICAL CENTER","830 S GLOSTER","","","TUPELO","MS","38801","LEE","6623777176","Spending per Hospital Patient with Medicare","0.97",""
"050573","EISENHOWER MEDICAL CENTER","39-000 BOB HOPE DRIVE","","","RANCHO MIRAGE","CA","92270","RIVERSIDE","7603403911","Spending per Hospital Patient with Medicare","0.99",""
"230053","HENRY FORD HOSPITAL","2799 W GRAND BLVD","","","DETROIT","MI","48202","WAYNE","3139162600","Spending per Hospital Patient with Medicare","0.98",""
"340114","REX HOSPITAL","4420 LAKE BOONE TRAIL","","","RALEIGH","NC","27607","WAKE","9197843100","Spending per Hospital Patient with Medicare","0.94",""
"250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","969 LAKELAND DR","","","JACKSON","MS","39216","HINDS","6012002000","Spending per Hospital Patient with Medicare","0.99",""
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","","","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","Spending per Hospital Patient with Medicare","0.97",""
"100062","MUNROE REGIONAL MEDICAL CENTER","1500 SW 1ST AVE","","","OCALA","FL","34474","MARION","3523517200","Spending per Hospital Patient with Medicare","1.04",""
"450102","MOTHER FRANCES HOSPITAL","800 EAST DAWSON","","","TYLER","TX","75701","SMITH","9035938441","Spending per Hospital Patient with Medicare","1.03",""
"340047","NORTH CAROLINA BAPTIST HOSPITAL","MEDICAL CENTER BOULEVARD","","","WINSTON-SALEM","NC","27157","FORSYTH","3367162011","Spending per Hospital Patient with Medicare","0.95",""
"340069","WAKEMED, RALEIGH CAMPUS","3000 NEW BERN AVE","","","RALEIGH","NC","27610","WAKE","9193508000","Spending per Hospital Patient with Medicare","1.00",""
"490024","CARILION ROANOKE MEMORIAL HOSPITAL","1906 BELLEVIEW AVENUE, SE","","","ROANOKE","VA","24014","ROANOKE CITY","5409817000","Spending per Hospital Patient with Medicare","0.97",""
"140252","NORTHWEST COMMUNITY HOSPITAL","800 W CENTRAL ROAD","","","ARLINGTON HEIGHTS","IL","60005","COOK","8476181000","Spending per Hospital Patient with Medicare","1.08",""
"330194","MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE","","","BROOKLYN","NY","11219","KINGS","7182836000","Spending per Hospital Patient with Medicare","1.00",""
"490005","WINCHESTER MEDICAL CENTER","220 CAMPUS BLVD SUITE 210","","","WINCHESTER","VA","22601","WINCHESTER CITY","5405368000","Spending per Hospital Patient with Medicare","0.95",""
"390231","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","","","ABINGTON","PA","19001","MONTGOMERY","2154812000","Spending per Hospital Patient with Medicare","1.00",""
"150084","ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","","","INDIANAPOLIS","IN","46260","MARION","3173387000","Spending per Hospital Patient with Medicare","1.02",""
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","555 E CHEVES ST BOX 8700","","","FLORENCE","SC","29506","FLORENCE","8437772900","Spending per Hospital Patient with Medicare","0.96",""
"220100","SOUTH SHORE HOSPITAL","55 FOGG ROAD","","","SOUTH WEYMOUTH","MA","02190","NORFOLK","7813408000","Spending per Hospital Patient with Medicare","1.07",""
"340032","GASTON MEMORIAL HOSPITAL","2525 COURT DR","","","GASTONIA","NC","28052","GASTON","7048344891","Spending per Hospital Patient with Medicare","0.93",""
"450040","COVENANT MEDICAL CENTER","3615 19TH STREET","","","LUBBOCK","TX","79410","LUBBOCK","8067256000","Spending per Hospital Patient with Medicare","1.01",""
"390046","YORK HOSPITAL","1001 SOUTH GEORGE STREET","","","YORK","PA","17403","YORK","7178512345","Spending per Hospital Patient with Medicare","1.01",""
"230230","EDWARD W SPARROW HOSPITAL","1215 E MICHIGAN AVENUE","","","LANSING","MI","48912","INGHAM","5173641000","Spending per Hospital Patient with Medicare","0.98",""
"220012","CAPE COD HOSPITAL","88 LEWIS BAY ROAD","","","HYANNIS","MA","02601","BARNSTABLE","5087711800","Spending per Hospital Patient with Medicare","1.03",""
"140062","PALOS COMMUNITY HOSPITAL","12251 SOUTH 80TH AVENUE","","","PALOS HEIGHTS","IL","60463","COOK","7089234000","Spending per Hospital Patient with Medicare","1.03",""
"330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","","","NEW YORK","NY","10016","NEW YORK","2122637300","Spending per Hospital Patient with Medicare","1.03",""
"230097","MUNSON MEDICAL CENTER","1105 SIXTH STREET","","","TRAVERSE CITY","MI","49684","GRAND TRAVERSE","2319355000","Spending per Hospital Patient with Medicare","0.90",""
"390044","READING HOSPITAL","SIXTH AVENUE AND SPRUCE ST","","","READING","PA","19603","BERKS","6109888000","Spending per Hospital Patient with Medicare","1.03",""
"220086","BETH ISRAEL DEACONESS MEDICAL CENTER","330 BROOKLINE AVENUE","","","BOSTON","MA","02215","SUFFOLK","6176677000","Spending per Hospital Patient with Medicare","1.04",""
"310038","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","ONE ROBERT WOOD JOHNSON PL","","","NEW BRUNSWICK","NJ","08901","MIDDLESEX","7329378900","Spending per Hospital Patient with Medicare","1.09",""
"110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET","","","GAINESVILLE","GA","30501","HALL","7705353553","Spending per Hospital Patient with Medicare","0.91",""
"220171","LAHEY CLINIC HOSPITAL","41 & 45 MALL ROAD","","","BURLINGTON","MA","01803","MIDDLESEX","7817445100","Spending per Hospital Patient with Medicare","1.02",""
"260108","MISSOURI BAPTIST MEDICAL CENTER","3015 N BALLAS RD","","","TOWN AND COUNTRY","MO","63131","SAINT LOUIS","3149965000","Spending per Hospital Patient with Medicare","0.95",""
"330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","","","STATEN ISLAND","NY","10305","RICHMOND","7182269000","Spending per Hospital Patient with Medicare","1.02",""
"490022","MARY WASHINGTON HOSPITAL, INC","1001 SAM PERRY BOULEVARD","","","FREDERICKSBURG","VA","22401","FREDERICKSBURG CITY","5407411100","Spending per Hospital Patient with Medicare","1.01",""
"330055","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","56-45 MAIN STREET","","","FLUSHING","NY","11355","QUEENS","7186701231","Spending per Hospital Patient with Medicare","1.03",""
"310019","ST JOSEPH'S REGIONAL MEDICAL CENTER","703 MAIN ST","","","PATERSON","NJ","07503","PASSAIC","9737542000","Spending per Hospital Patient with Medicare","1.11",""
"140067","SAINT FRANCIS MEDICAL CENTER","530 NE GLEN OAK AVE","","","PEORIA","IL","61637","PEORIA","3096552000","Spending per Hospital Patient with Medicare","0.94",""
"250078","FORREST GENERAL HOSPITAL","6051 US HIGHWAY 49","","","HATTIESBURG","MS","39404","FORREST","6012887000","Spending per Hospital Patient with Medicare","0.99",""
"250102","MISSISSIPPI BAPTIST MEDICAL CENTER","1225 N STATE ST","","","JACKSON","MS","39202","HINDS","6019681000","Spending per Hospital Patient with Medicare","1.01",""
"100290","VILLAGES REGIONAL HOSPITAL, THE","1451 EL CAMINO REAL","","","THE VILLAGES","FL","32159","SUMTER","3527518000","Spending per Hospital Patient with Medicare","1.01",""
"450462","TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","8200 WALNUT HILL LANE","","","DALLAS","TX","75231","DALLAS","2143456789","Spending per Hospital Patient with Medicare","1.08",""
"450046","CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","600 ELIZABETH STREET","","","CORPUS CHRISTI","TX","78404","NUECES","3619024103","Spending per Hospital Patient with Medicare","1.02",""
"390049","ST LUKE'S HOSPITAL BETHLEHEM","801 OSTRUM STREET","","","BETHLEHEM","PA","18015","NORTHAMPTON","6109544000","Spending per Hospital Patient with Medicare","1.00",""
"100128","TAMPA GENERAL HOSPITAL","1 TAMPA GENERAL CIRCLE","","","TAMPA","FL","33606","HILLSBOROUGH","8138447000","Spending per Hospital Patient with Medicare","1.00",""
"100113","SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA","1600 SW ARCHER RD","","","GAINESVILLE","FL","32610","ALACHUA","3522658000","Spending per Hospital Patient with Medicare","1.00",""
"230047","HENRY FORD MACOMB HOSPITAL","15855 NINETEEN MILE RD","","","CLINTON TOWNSHIP","MI","48038","MACOMB","5862632300","Spending per Hospital Patient with Medicare","1.04",""
"260077","ST ANTHONY'S MEDICAL CENTER","10010 KENNERLY ROAD","","","SAINT LOUIS","MO","63128","SAINT LOUIS","3145251000","Spending per Hospital Patient with Medicare","0.98",""
"200009","MAINE MEDICAL CENTER","22 BRAMHALL ST","","","PORTLAND","ME","04102","CUMBERLAND","2076620111","Spending per Hospital Patient with Medicare","0.99",""
"330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","","","MINEOLA","NY","11501","NASSAU","5166630333","Spending per Hospital Patient with Medicare","1.01",""
"260040","COX MEDICAL CENTER","3801 SOUTH NATIONAL AVENUE","","","SPRINGFIELD","MO","65807","GREENE","4172696000","Spending per Hospital Patient with Medicare","0.94",""
"100019","HOLMES REGIONAL MEDICAL CENTER","1350 S HICKORY ST","","","MELBOURNE","FL","32901","BREVARD","3214347000","Spending per Hospital Patient with Medicare","1.09",""
"140172","FRANCISCAN ST JAMES HEALTH","20201 S CRAWFORD AVENUE","","","OLYMPIA FIELDS","IL","60461","COOK","7087474000","Spending per Hospital Patient with Medicare","0.99",""
"340001","CAROLINAS MEDICAL CENTER-NORTHEAST","920 CHURCH ST N","","","CONCORD","NC","28025","CABARRUS","7047833000","Spending per Hospital Patient with Medicare","0.95",""
"440039","VANDERBILT UNIVERSITY HOSPITAL","1161 21ST AVENUE SOUTH","","","NASHVILLE","TN","37232","DAVIDSON","6153223454","Spending per Hospital Patient with Medicare","0.98",""
"180035","ST ELIZABETH MEDICAL CENTER NORTH","401 EAST 20TH STREET","","","COVINGTON","KY","41014","KENTON","8592922000","Spending per Hospital Patient with Medicare","1.02",""
"450617","CLEAR LAKE REGIONAL MEDICAL CENTER","500 MEDICAL CENTER BLVD","","","WEBSTER","TX","77598","HARRIS","2813322511","Spending per Hospital Patient with Medicare","1.09",""
"100168","BOCA RATON REGIONAL HOSPITAL","800 MEADOWS RD","","","BOCA RATON","FL","33486","PALM BEACH","5613625002","Spending per Hospital Patient with Medicare","1.05",""
"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","1945 RTE 33","","","NEPTUNE","NJ","07754","MONMOUTH","7327755500","Spending per Hospital Patient with Medicare","1.08",""
"040007","ST VINCENT INFIRMARY MEDICAL CENTER","TWO ST VINCENT CIRCLE","","","LITTLE ROCK","AR","72205","PULASKI","5015523000","Spending per Hospital Patient with Medicare","0.97",""
"100258","DELRAY MEDICAL CENTER","5352 LINTON BLVD","","","DELRAY BEACH","FL","33484","PALM BEACH","5614984440","Spending per Hospital Patient with Medicare","1.10",""
"330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","","","BUFFALO","NY","14210","ERIE","7168598620","Spending per Hospital Patient with Medicare","0.96",""
"420007","SPARTANBURG REGIONAL MEDICAL CENTER","101 E WOOD ST","","","SPARTANBURG","SC","29303","SPARTANBURG","8645606000","Spending per Hospital Patient with Medicare","0.96",""
"140258","ALEXIAN BROTHERS MEDICAL CENTER","800 W BIESTERFIELD RD","","","ELK GROVE VILLAGE","IL","60007","COOK","8474375500","Spending per Hospital Patient with Medicare","1.07",""
"100088","BAPTIST MEDICAL CENTER","800 PRUDENTIAL DR","","","JACKSONVILLE","FL","32207","DUVAL","9042022000","Spending per Hospital Patient with Medicare","1.10",""
"140119","RUSH UNIVERSITY MEDICAL CENTER","1653 WEST CONGRESS PARKWAY","","","CHICAGO","IL","60612","COOK","3129425000","Spending per Hospital Patient with Medicare","0.96",""
"100075","ST JOSEPH'S HOSPITAL","3001 W MARTIN LUTHER KING JR BLVD","","","TAMPA","FL","33677","HILLSBOROUGH","8138704398","Spending per Hospital Patient with Medicare","1.06",""
"450083","EAST TEXAS MEDICAL CENTER","1000 SOUTH BECKHAM STREET","","","TYLER","TX","75701","SMITH","9035970351","Spending per Hospital Patient with Medicare","1.07",""
"390137","WILKES-BARRE GENERAL HOSPITAL","575 NORTH RIVER STREET","","","WILKES-BARRE","PA","18764","LUZERNE","5708298111","Spending per Hospital Patient with Medicare","1.21",""
"010113","MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","","","MOBILE","AL","36652","MOBILE","2514354700","Spending per Hospital Patient with Medicare","0.97",""
"110107","MEDICAL CENTER OF CENTRAL GEORGIA","777 HEMLOCK STREET","","","MACON","GA","31201","BIBB","4786336805","Spending per Hospital Patient with Medicare","0.98",""
"100080","JFK MEDICAL CENTER","5301 S CONGRESS AVE","","","ATLANTIS","FL","33462","PALM BEACH","5619657300","Spending per Hospital Patient with Medicare","1.07",""
"360035","MOUNT CARMEL HEALTH","793 WEST STATE STREET","","","COLUMBUS","OH","43222","FRANKLIN","6142345000","Spending per Hospital Patient with Medicare","1.01",""
"450231","BAPTIST ST ANTHONY'S HOSPITAL","1600 WALLACE BLVD","","","AMARILLO","TX","79106","POTTER","8062122000","Spending per Hospital Patient with Medicare","0.99",""
"330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","","","BROOKLYN","NY","11215","KINGS","7187803000","Spending per Hospital Patient with Medicare","1.03",""
"450237","CHRISTUS SANTA ROSA HOSPITAL","2827 BABCOCK ROAD","","","SAN ANTONIO","TX","78229","BEXAR","2107042011","Spending per Hospital Patient with Medicare","1.07",""
"330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","","","NEW HYDE PARK","NY","11040","NASSAU","7184707000","Spending per Hospital Patient with Medicare","0.99",""
"440063","JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","","","JOHNSON CITY","TN","37604","WASHINGTON","4234316111","Spending per Hospital Patient with Medicare","1.02",""
"370114","ST JOHN MEDICAL CENTER, INC","1923 SOUTH UTICA AVENUE","","","TULSA","OK","74104","TULSA","9187442296","Spending per Hospital Patient with Medicare","0.98",""
"450193","ST LUKES EPISCOPAL HOSPITAL","6720 BERTNER","","","HOUSTON","TX","77030","HARRIS","8323551000","Spending per Hospital Patient with Medicare","1.00",""
"100044","MARTIN MEDICAL CENTER","200 SE HOSPITAL AVE","","","STUART","FL","34995","MARTIN","7722875200","Spending per Hospital Patient with Medicare","1.04",""
"260068","BOONE HOSPITAL CENTER","1600 E BROADWAY","","","COLUMBIA","MO","65201","BOONE","5738158000","Spending per Hospital Patient with Medicare","0.93",""
"450431","ST DAVID'S MEDICAL CENTER","919 E 32ND ST","","","AUSTIN","TX","78705","TRAVIS","5124767111","Spending per Hospital Patient with Medicare","1.03",""
"330046","ST LUKE'S ROOSEVELT HOSPITAL","1111 AMSTERDAM AVENUE","","","NEW YORK","NY","10025","NEW YORK","2125234000","Spending per Hospital Patient with Medicare","0.98",""
"490009","UNIVERSITY OF VIRGINIA MEDICAL CENTER","JEFFERSON PARK AVE","","","CHARLOTTESVILLE","VA","22908","CHARLOTTESVILLE CITY","8002513627","Spending per Hospital Patient with Medicare","1.01",""
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","","","SUN CITY","AZ","85351","MARICOPA","6239777211","Spending per Hospital Patient with Medicare","0.94",""
"310051","OVERLOOK HOSPITAL","99 BEAUVIOR AVE","","","SUMMIT","NJ","07902","UNION","9085222000","Spending per Hospital Patient with Medicare","1.05",""
"140242","CENTRAL DUPAGE HOSPITAL","25 NORTH WINFIELD ROAD","","","WINFIELD","IL","60190","DUPAGE","6306821600","Spending per Hospital Patient with Medicare","1.02",""
"190064","OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER","5000 HENNESSY BLVD","","","BATON ROUGE","LA","70808","EAST BATON ROUGE","2257656565","Spending per Hospital Patient with Medicare","1.02",""
"220035","NORTH SHORE MEDICAL CENTER","81 HIGHLAND AVENUE","","","SALEM","MA","01970","ESSEX","9787411215","Spending per Hospital Patient with Medicare","1.04",""
"100084","LEESBURG REGIONAL MEDICAL CENTER","600 E DIXIE AVE","","","LEESBURG","FL","34748","LAKE","3523235762","Spending per Hospital Patient with Medicare","1.02",""
"180009","KING'S DAUGHTERS' MEDICAL CENTER","2201 LEXINGTON AVENUE","","","ASHLAND","KY","41101","BOYD","6064084000","Spending per Hospital Patient with Medicare","0.97",""
"260096","NORTH KANSAS CITY HOSPITAL","2800 CLAY EDWARDS DRIVE","","","NORTH KANSAS CITY","MO","64116","CLAY","8166912000","Spending per Hospital Patient with Medicare","0.95",""
"260020","MERCY HOSPITAL ST LOUIS","615 NEW BALLAS ROAD","","","SAINT LOUIS","MO","63141","SAINT LOUIS","3145696000","Spending per Hospital Patient with Medicare","0.98",""
"360051","MIAMI VALLEY HOSPITAL","ONE WYOMING STREET","","","DAYTON","OH","45409","MONTGOMERY","9372082701","Spending per Hospital Patient with Medicare","1.03",""
"440082","ST THOMAS HOSPITAL","4220 HARDING RD, PO BOX 380","","","NASHVILLE","TN","37205","DAVIDSON","6152222111","Spending per Hospital Patient with Medicare","0.97",""
