Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,AMI-7a Performance Rate,AMI-7a Achievement Points,AMI-7a Improvement Points,AMI-7a Measure Score, AMI-8a Performance Rate,AMI-8a Achievement Points,AMI-8a Improvement Points,AMI-8a Measure Score,AMI Condition/Procedure Score
"110075","EAST GEORGIA REGIONAL MEDICAL CENTER","1499 FAIR ROAD","STATESBORO","GA","30458","BULLOCH","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"110076","DEKALB MEDICAL CENTER","2701 N DECATUR ROAD","DECATUR","GA","30033","DE KALB","N/A","N/A","N/A","N/A","0.9130","0 out of 10","N/A","0 out of 10","0"
"110078","EMORY UNIVERSITY HOSPITAL MIDTOWN","550 PEACHTREE ST NE","ATLANTA","GA","30308","FULTON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"110079","GRADY MEMORIAL HOSPITAL","80 JESSE HILL, JR DRIVE SE","ATLANTA","GA","30303","FULTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110082","SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD","ATLANTA","GA","30342","FULTON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"110083","PIEDMONT HOSPITAL","1968 PEACHTREE RD NW","ATLANTA","GA","30309","FULTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110086","WASHINGTON COUNTY REGIONAL MEDICAL CENTER","610 SPARTA ROAD","SANDERSVILLE","GA","31082","WASHINGTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110087","GWINNETT MEDICAL CENTER","1000 MEDICAL CENTER BOULEVARD","LAWRENCEVILLE","GA","30045","GWINNETT","N/A","N/A","N/A","N/A","0.9794","7 out of 10","N/A","7 out of 10","7"
"110089","COFFEE REGIONAL MEDICAL CENTER","1101 OCILLA ROAD","DOUGLAS","GA","31533","COFFEE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110091","ROCKDALE MEDICAL CENTER","1412 MILSTEAD AVENUE, NE","CONYERS","GA","30012","ROCKDALE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110092","DODGE COUNTY HOSPITAL","901 GRIFFIN AVE","EASTMAN","GA","31023","DODGE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110095","TIFT REGIONAL MEDICAL CENTER","901 E 18TH STREET","TIFTON","GA","31793","TIFT","N/A","N/A","N/A","N/A","0.8750","0 out of 10","5 out of 9","5 out of 10","5"
"110104","CRISP REGIONAL HOSPITAL","902 7TH STREET NORTH","CORDELE","GA","31015","CRISP","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110105","COLQUITT REGIONAL MEDICAL CENTER","3131 THOMASVILLE HWY BOX 40","MOULTRIE","GA","31768","COLQUITT","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110107","MEDICAL CENTER OF CENTRAL GEORGIA","777 HEMLOCK STREET","MACON","GA","31201","BIBB","N/A","N/A","N/A","N/A","0.9500","4 out of 10","8 out of 9","8 out of 10","8"
"110109","EMANUEL MEDICAL CENTER","117 KITE ROAD","SWAINSBORO","GA","30401","EMANUEL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110111","UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER","521 HILL STREET, SW","THOMSON","GA","30824","MCDUFFIE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110115","ATLANTA MEDICAL CENTER","303 PARKWAY DR NE","ATLANTA","GA","30312","FULTON","N/A","N/A","N/A","N/A","0.9200","1 out of 10","N/A","1 out of 10","1"
"110121","GRADY GENERAL HOSPITAL","1155 5TH STREET, SE","CAIRO","GA","39828","GRADY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110122","SOUTH GEORGIA MEDICAL CENTER","2501 NORTH PATTERSON STREET, PO BOX 1727","VALDOSTA","GA","31603","LOWNDES","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"110124","WAYNE MEMORIAL HOSPITAL","865 SOUTH FIRST STREET","JESUP","GA","31545","WAYNE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110125","FAIRVIEW PARK HOSPITAL","200 INDUSTRIAL BOULEVARD","DUBLIN","GA","31021","LAURENS","N/A","N/A","N/A","N/A","0.9524","4 out of 10","N/A","4 out of 10","4"
"110128","MEADOWS REGIONAL MEDICAL CENTER","ONE MEADOWS PARKWAY","VIDALIA","GA","30474","TOOMBS","N/A","N/A","N/A","N/A","0.7500","0 out of 10","N/A","0 out of 10","0"
"110129","ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY","COLUMBUS","GA","31995","MUSCOGEE","N/A","N/A","N/A","N/A","0.9107","0 out of 10","5 out of 9","5 out of 10","5"
"110130","IRWIN COUNTY HOSPITAL","710 N IRWIN AVENUE","OCILLA","GA","31774","IRWIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110132","MEMORIAL HOSPITAL AND MANOR","1500 E SHOTWELL STREET","BAINBRIDGE","GA","39819","DECATUR","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110135","TAYLOR REGIONAL HOSPITAL","222 PERRY HWY","HAWKINSVILLE","GA","31036","PULASKI","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110143","WELLSTAR COBB HOSPITAL","3950 AUSTELL RD","AUSTELL","GA","30106","COBB","N/A","N/A","N/A","N/A","0.9231","1 out of 10","0 out of 9","1 out of 10","1"
"110146","SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS","2000 DAN PROCTOR DRIVE","SAINT MARYS","GA","31558","CAMDEN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110150","OCONEE REGIONAL MEDICAL CENTER","821 N COBB STREET  POST OFFICE BOX 690","MILLEDGEVILLE","GA","31061","BALDWIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110153","PERRY HOSPITAL","1120 MORNINGSIDE DR","PERRY","GA","31069","HOUSTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110161","NORTHSIDE HOSPITAL","1000 JOHNSON FERRY ROAD, NE","ATLANTA","GA","30342","FULTON","N/A","N/A","N/A","N/A","0.9333","2 out of 10","N/A","2 out of 10","2"
"110163","PHOEBE NORTH","2000 PALMYRA RD BOX 1908","ALBANY","GA","31701","DOUGHERTY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110164","COLISEUM MEDICAL CENTER","350 HOSPITAL DRIVE","MACON","GA","31217","BIBB","N/A","N/A","N/A","N/A","0.9167","0 out of 10","N/A","0 out of 10","0"
"110165","SOUTHERN REGIONAL MEDICAL CENTER","11 UPPER RIVERDALE ROAD, SW","RIVERDALE","GA","30274","CLAYTON","N/A","N/A","N/A","N/A","0.8571","0 out of 10","2 out of 9","2 out of 10","2"
"110168","REDMOND REGIONAL MEDICAL CENTER","501 REDMOND ROAD","ROME","GA","30165","FLOYD","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"110177","DOCTORS HOSPITAL","3651 WHEELER ROAD","AUGUSTA","GA","30909","RICHMOND","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"110183","EMORY-ADVENTIST HOSPITAL","3949 SOUTH COBB DRIVE","SMYRNA","GA","30080","COBB","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110184","WELLSTAR DOUGLAS HOSPITAL","8954 HOSPITAL DRIVE","DOUGLASVILLE","GA","30134","DOUGLAS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110186","DOCTORS HOSPITAL","616 19TH STREET","COLUMBUS","GA","31901","MUSCOGEE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110187","CHESTATEE REGIONAL HOSPITAL","227 MOUNTAIN DR","DAHLONEGA","GA","30533","LUMPKIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110189","FANNIN REGIONAL HOSPITAL","2855 OLD HIGHWAY 5 NORTH","BLUE RIDGE","GA","30513","FANNIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110191","PIEDMONT HENRY HOSPITAL","1133 EAGLE'S LANDING PARKWAY","STOCKBRIDGE","GA","30281","HENRY","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"110192","EMORY EASTSIDE MEDICAL CENTER","1700 MEDICAL WAY","SNELLVILLE","GA","30078","GWINNETT","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110194","DONALSONVILLE HOSPITAL INC","102 HOSPITAL CIR","DONALSONVILLE","GA","39845","SEMINOLE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110198","NORTH FULTON REGIONAL HOSPITAL","3000 HOSPITAL BOULEVARD","ROSWELL","GA","30076","FULTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110200","HUGHSTON HOSPITAL","100 FRIST COURT","COLUMBUS","GA","31909","MUSCOGEE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110201","COLISEUM NORTHSIDE HOSPITAL","400 CHARTER BOULEVARD","MACON","GA","31210","BIBB","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110215","PIEDMONT FAYETTE HOSPITAL","1255 HIGHWAY 54 WEST","FAYETTEVILLE","GA","30214","FAYETTE","N/A","N/A","N/A","N/A","0.9474","4 out of 10","N/A","4 out of 10","4"
"110219","SOUTH FULTON MEDICAL CENTER","1170 CLEVELAND AVENUE","EAST POINT","GA","30344","FULTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110225","PIEDMONT MOUNTAINSIDE HOSPITAL INC","1266 HIGHWAY 515 SOUTH","JASPER","GA","30143","PICKENS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110226","DEKALB MEDICAL CENTER AT HILLANDALE","2801 DEKALB MEDICAL PARKWAY","LITHONIA","GA","30058","DE KALB","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110229","PIEDMONT NEWNAN HOSPITAL, INC","745 POPLAR ROAD","NEWNAN","GA","30265","COWETA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"110230","EMORY JOHNS CREEK HOSPITAL","6325 HOSPITAL PARKWAY","JOHNS CREEK","GA","30097","CHATTOOGA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"120001","THE QUEENS MEDICAL CENTER","1301 PUNCHBOWL ST","HONOLULU","HI","96813","HONOLULU","N/A","N/A","N/A","N/A","0.9189","1 out of 10","2 out of 9","2 out of 10","2"
"120002","MAUI MEMORIAL MEDICAL CENTER","221 MAHALANI STREET","WAILUKU","HI","96793","MAUI","N/A","N/A","N/A","N/A","0.8000","0 out of 10","N/A","0 out of 10","0"
"120004","WAHIAWA GENERAL HOSPITAL","128 LEHUA STREET","WAHIAWA","HI","96786","HONOLULU","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"120005","HILO MEDICAL CENTER","1190 WAIANUENUE AVENUE","HILO","HI","96720","HAWAII","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"120006","CASTLE MEDICAL CENTER","640 ULUKAHIKI ST","KAILUA","HI","96734","HONOLULU","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"120007","KUAKINI MEDICAL CENTER","347 NORTH KUAKINI STREET","HONOLULU","HI","96817","HONOLULU","N/A","N/A","N/A","N/A","0.3636","0 out of 10","0 out of 9","0 out of 10","0"
"120011","KAISER FOUNDATION HOSPITAL","3288 MOANALUA RD","HONOLULU","HI","96819","HONOLULU","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"120014","WILCOX MEMORIAL HOSPITAL","3-3420 KUHIO HIGHWAY","LIHUE","HI","96766","KAUAI","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"120019","KONA COMMUNITY HOSPITAL","79-1019 HAUKAPILA STREET","KEALAKEKUA","HI","96750","HAWAII","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"120022","STRAUB CLINIC AND HOSPITAL","888 SO KING STREET","HONOLULU","HI","96813","HONOLULU","N/A","N/A","N/A","N/A","0.7917","0 out of 10","0 out of 9","0 out of 10","0"
"120026","PALI MOMI MEDICAL CENTER","98-1079 MOANALUA ROAD","AIEA","HI","96701","HONOLULU","N/A","N/A","N/A","N/A","0.8636","0 out of 10","2 out of 9","2 out of 10","2"
"120028","NORTH HAWAII COMMUNITY HOSPITAL","67 1125 MAMALAHOA HIGHWAY","KAMUELA","HI","96743","HAWAII","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"130002","ST LUKES MAGIC VALLEY RMC","801 POLE LINE ROAD WEST","TWIN FALLS","ID","83301","TWIN FALLS","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"130003","ST JOSEPH REGIONAL MEDICAL CENTER","415 SIXTH STREET","LEWISTON","ID","83501","NEZ PERCE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"130006","ST LUKES REGIONAL MEDICAL CENTER","190 EAST BANNOCK STREET","BOISE","ID","83712","ADA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"130007","ST ALPHONSUS REGIONAL MEDICAL CENTER","1055 NORTH CURTIS ROAD","BOISE","ID","83706","ADA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"130013","SAINT ALPHONSUS MEDICAL CENTER - NAMPA","1512 TWELFTH AVENUE ROAD","NAMPA","ID","83686","CANYON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"130014","WEST VALLEY MEDICAL CENTER","1717 ARLINGTON STREET","CALDWELL","ID","83605","CANYON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"130018","EASTERN IDAHO REGIONAL MEDICAL CENTER","3100 CHANNING WAY","IDAHO FALLS","ID","83404","BONNEVILLE","N/A","N/A","N/A","N/A","0.9500","4 out of 10","0 out of 9","4 out of 10","4"
"130025","MADISON MEMORIAL HOSPITAL","450 EAST MAIN STREET","REXBURG","ID","83440","MADISON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"130028","PORTNEUF MEDICAL CENTER","777 HOSPITAL WAY","POCATELLO","ID","83201","BANNOCK","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"130049","KOOTENAI MEDICAL CENTER","2003 KOOTENAI HEALTH WAY","COEUR D'ALENE","ID","83814","KOOTENAI","N/A","N/A","N/A","N/A","0.9500","4 out of 10","0 out of 9","4 out of 10","4"
"130063","TREASURE VALLEY HOSPITAL","8800 WEST EMERALD STREET","BOISE","ID","83704","ADA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"130065","MOUNTAIN VIEW HOSPITAL","2325 CORONADO STREET","IDAHO FALLS","ID","83404","BONNEVILLE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"130066","NORTHWEST SPECIALTY HOSPITAL","1593 EAST POLSTON AVENUE","POST FALLS","ID","83854","KOOTENAI","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140001","GRAHAM HOSPITAL ASSOCIATION","210 WEST WALNUT STREET","CANTON","IL","61520","FULTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140002","ALTON MEMORIAL HOSPITAL","ONE MEMORIAL DRIVE","ALTON","IL","62002","MADISON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140007","PRESENCE SAINT JOSEPH MEDICAL CENTER","333 N MADISON","JOLIET","IL","60435","WILL","N/A","N/A","N/A","N/A","0.9815","7 out of 10","7 out of 9","7 out of 10","7"
"140008","LOYOLA GOTTLIEB MEMORIAL HOSPITAL","701 WEST NORTH AVE","MELROSE PARK","IL","60160","COOK","N/A","N/A","N/A","N/A","0.8947","0 out of 10","7 out of 9","7 out of 10","7"
"140010","EVANSTON HOSPITAL","2650 RIDGE AVE","EVANSTON","IL","60201","COOK","N/A","N/A","N/A","N/A","0.9811","7 out of 10","4 out of 9","7 out of 10","7"
"140011","HERRIN HOSPITAL","201 S 14TH ST","HERRIN","IL","62948","WILLIAMSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140012","KATHERINE SHAW BETHEA HOSPITAL","403 E 1ST ST","DIXON","IL","61021","LEE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140013","PROCTOR HOSPITAL","5409 N KNOXVILLE AVE","PEORIA","IL","61614","PEORIA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"140015","BLESSING HOSPITAL","BROADWAY AT 11TH STREET","QUINCY","IL","62301","ADAMS","N/A","N/A","N/A","N/A","0.9667","6 out of 10","1 out of 9","6 out of 10","6"
"140018","MT SINAI HOSPITAL MEDICAL CENTER","15TH STREET AT CALIFORNIA","CHICAGO","IL","60608","COOK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140026","ST MARYS HOSPITAL","111  SPRING STREET","STREATOR","IL","61364","LA SALLE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140029","COPLEY MEMORIAL HOSPITAL","2000 OGDEN AVENUE","AURORA","IL","60504","KANE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"140030","SHERMAN HOSPITAL","1425 NORTH RANDALL ROAD","ELGIN","IL","60123","KANE","N/A","N/A","N/A","N/A","0.9762","7 out of 10","5 out of 9","7 out of 10","7"
"140032","ST ANTHONYS MEMORIAL HOSPITAL","503 N MAPLE STREET","EFFINGHAM","IL","62401","EFFINGHAM","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140034","ST MARYS HOSPITAL","400 NORTH PLEASANT AVENUE","CENTRALIA","IL","62801","MARION","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140040","GALESBURG COTTAGE HOSPITAL","695 N KELLOGG ST","GALESBURG","IL","61401","KNOX","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140043","CGH MEDICAL CENTER","100 EAST LEFEVRE ROAD","STERLING","IL","61081","WHITESIDE","N/A","N/A","N/A","N/A","0.7647","0 out of 10","0 out of 9","0 out of 10","0"
"140046","GOOD SAMARITAN REGIONAL HLTH CENTER","605 N 12TH STREET","MOUNT VERNON","IL","62864","JEFFERSON","N/A","N/A","N/A","N/A","0.9091","0 out of 10","0 out of 9","0 out of 10","0"
"140048","ADVOCATE TRINITY HOSPITAL","2320 E 93RD ST","CHICAGO","IL","60617","COOK","N/A","N/A","N/A","N/A","0.8000","0 out of 10","0 out of 9","0 out of 10","0"
"140049","WEST SUBURBAN MEDICAL CENTER","3 ERIE COURT","OAK PARK","IL","60302","COOK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140051","SKOKIE HOSPITAL","9600 GROSS POINT ROAD","SKOKIE","IL","60076","COOK","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"140052","SAINT ANTHONY'S HEALTH CENTER","ST ANTHONY'S WAY","ALTON","IL","62002","MADISON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140053","ST JOHNS HOSPITAL","800 E CARPENTER ST","SPRINGFIELD","IL","62769","SANGAMON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"140054","MACNEAL  HOSPITAL","3249 SOUTH OAK PARK AVENUE","BERWYN","IL","60402","COOK","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"140058","PASSAVANT AREA HOSPITAL","1600 W WALNUT ST","JACKSONVILLE","IL","62650","MORGAN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140059","JERSEY COMMUNITY HOSPITAL","400 MAPLE SUMMIT ROAD","JERSEYVILLE","IL","62052","JERSEY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140062","PALOS COMMUNITY HOSPITAL","12251 SOUTH 80TH AVENUE","PALOS HEIGHTS","IL","60463","COOK","N/A","N/A","N/A","N/A","0.9070","0 out of 10","0 out of 9","0 out of 10","0"
"140063","RUSH OAK PARK HOSPITAL","520 S MAPLE AVE","OAK PARK","IL","60304","COOK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140064","ST MARY MEDICAL CENTER","3333 NORTH SEMINARY","GALESBURG","IL","61401","KNOX","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140065","ADVENTIST LA GRANGE MEMORIAL HOSPITAL","5101 S WILLOW SPRINGS RD","LA GRANGE","IL","60525","COOK","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"140067","SAINT FRANCIS MEDICAL CENTER","530 NE GLEN OAK AVE","PEORIA","IL","61637","PEORIA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"140068","ROSELAND COMMUNITY HOSPITAL","45 W 111TH STREET","CHICAGO","IL","60628","COOK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140077","TOUCHETTE REGIONAL HOSPITAL INC","5900 BOND AVENUE","CENTREVILLE","IL","62207","ST. CLAIR","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140080","PRESENCE SAINT FRANCIS HOSPITAL","355 RIDGE AVE","EVANSTON","IL","60202","COOK","N/A","N/A","N/A","N/A","0.9231","1 out of 10","3 out of 9","3 out of 10","3"
"140082","LOUIS A WEISS MEMORIAL HOSPITAL","4646 N MARINE DRIVE","CHICAGO","IL","60640","COOK","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"140083","LORETTO HOSPITAL","645 SOUTH CENTRAL AVE","CHICAGO","IL","60644","COOK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140084","VISTA MEDICAL CENTER EAST","1324 NORTH SHERIDAN ROAD","WAUKEGAN","IL","60085","LAKE","N/A","N/A","N/A","N/A","0.9167","0 out of 10","2 out of 9","2 out of 10","2"
"140088","THE UNIVERSITY OF CHICAGO MEDICAL CENTER","5841 SOUTH MARYLAND","CHICAGO","IL","60637","COOK","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"140089","MC DONOUGH DISTRICT HOSPITAL","525 EAST GRANT STREET","MACOMB","IL","61455","MCDONOUGH","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140091","CARLE FOUNDATION HOSPITAL","611 WEST PARK STREET","URBANA","IL","61801","CHAMPAIGN","N/A","N/A","N/A","N/A","0.7778","0 out of 10","0 out of 9","0 out of 10","0"
"140093","PRESENCE UNITED SAMARITANS MEDICAL CENTER","812 N LOGAN","DANVILLE","IL","61832","VERMILION","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140095","SAINT ANTHONY HOSPITAL","2875 WEST 19TH STREET","CHICAGO","IL","60623","COOK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140100","MIDWESTERN REGION MED CENTER","2520 ELISHA AVENUE","ZION","IL","60099","LAKE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140101","MORRIS HOSPITAL & HEALTHCARE CENTERS","150 W HIGH ST","MORRIS","IL","60450","GRUNDY","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"140103","ST BERNARD HOSPITAL","326 W 64TH ST","CHICAGO","IL","60621","COOK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140110","OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER","1100 EAST NORRIS DRIVE","OTTAWA","IL","61350","LA SALLE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140113","PRESENCE COVENANT MEDICAL CENTER","1400 WEST PARK AVENUE","URBANA","IL","61801","CHAMPAIGN","N/A","N/A","N/A","N/A","0.8571","0 out of 10","N/A","0 out of 10","0"
"140114","SWEDISH COVENANT HOSPITAL","5145 N CALIFORNIA AVE","CHICAGO","IL","60625","COOK","N/A","N/A","N/A","N/A","0.9200","1 out of 10","4 out of 9","4 out of 10","4"
"140115","THOREK MEMORIAL HOSPITAL","850 W IRVING PARK RD","CHICAGO","IL","60613","COOK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140116","CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","4201 MEDICAL CENTER DRIVE","MCHENRY","IL","60050","MCHENRY","N/A","N/A","N/A","N/A","0.8438","0 out of 10","0 out of 9","0 out of 10","0"
"140117","PRESENCE RESURRECTION MEDICAL CENTER","7435 W TALCOTT AVENUE","CHICAGO","IL","60631","COOK","N/A","N/A","N/A","N/A","0.8929","0 out of 10","4 out of 9","4 out of 10","4"
"140118","METROSOUTH MEDICAL CENTER","12935 S GREGORY","BLUE ISLAND","IL","60406","COOK","N/A","N/A","N/A","N/A","0.9333","2 out of 10","7 out of 9","7 out of 10","7"
"140119","RUSH UNIVERSITY MEDICAL CENTER","1653 WEST CONGRESS PARKWAY","CHICAGO","IL","60612","COOK","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"140120","PEKIN MEMORIAL HOSPITAL","600 SOUTH 13TH STREET","PEKIN","IL","61554","TAZEWELL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140122","HINSDALE HOSPITAL","120 NORTH OAK ST","HINSDALE","IL","60521","DU PAGE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"140124","JOHN H STROGER JR HOSPITAL","1901 W HARRISON ST","CHICAGO","IL","60612","COOK","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"140125","GATEWAY REGIONAL MEDICAL CENTER","2100 MADISON AVENUE","GRANITE CITY","IL","62040","MADISON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140127","BROMENN HEALTHCARE","1304 FRANKLIN AVENUE","NORMAL","IL","61761","MCLEAN","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"140130","LAKE FOREST HOSPITAL","660 N WESTMORELAND ROAD","LAKE FOREST","IL","60045","LAKE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"140133","HOLY CROSS HOSPITAL","2701 W 68TH STREET","CHICAGO","IL","60629","COOK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"140135","DECATUR MEMORIAL HOSPITAL","2300 NORTH EDWARD STREET","DECATUR","IL","62526","MACON","N/A","N/A","N/A","N/A","0.9565","5 out of 10","0 out of 9","5 out of 10","5"
