"Provider ID","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Measure","Rate","Sample","Footnote"
"340047","NORTH CAROLINA BAPTIST HOSPITAL","MEDICAL CENTER BOULEVARD","","","WINSTON-SALEM","NC","27157","FORSYTH","3367162011","Immunization for influenza","85","287","Data submitted were based on a sample of cases/patients"
"340049","NORTH CAROLINA SPECIALTY HOSPITAL","3916 BEN FRANKLIN BOULEVARD","","","DURHAM","NC","27704","DURHAM","9199569300","Immunization for influenza","100","151","Data submitted were based on a sample of cases/patients"
"340050","SOUTHEASTERN REGIONAL MEDICAL CENTER","300 W 27 ST  PO BOX 1408","","","LUMBERTON","NC","28359","ROBESON","9106715000","Immunization for influenza","85","261","Data submitted were based on a sample of cases/patients"
"340051","WATAUGA MEDICAL CENTER","336 DEERFIELD ROAD","","","BOONE","NC","28607","WATAUGA","8282624100","Immunization for influenza","89","198","Data submitted were based on a sample of cases/patients"
"340053","NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER","200 HAWTHORNE LANE BOX 33549","","","CHARLOTTE","NC","28233","MECKLENBURG","7043844000","Immunization for influenza","97","320","Data submitted were based on a sample of cases/patients"
"340060","MOREHEAD MEMORIAL HOSPITAL","117 E KINGS HIGHWAY","","","EDEN","NC","27288","ROCKINGHAM","3366239711","Immunization for influenza","93","252","Data submitted were based on a sample of cases/patients"
"340061","UNIVERSITY OF NORTH CAROLINA HOSPITAL","101 MANNING DRIVE","","","CHAPEL HILL","NC","27514","ORANGE","9199664131","Immunization for influenza","97","266","Data submitted were based on a sample of cases/patients"
"340064","WILKES REGIONAL MEDICAL CENTER","1370 WEST D ST","","","NORTH WILKESBORO","NC","28659","WILKES","3366518100","Immunization for influenza","92","205","Data submitted were based on a sample of cases/patients"
"340068","COLUMBUS REGIONAL HEALTHCARE SYSTEM","500 JEFFERSON ST","","","WHITEVILLE","NC","28472","COLUMBUS","9106428011","Immunization for influenza","85","230","Data submitted were based on a sample of cases/patients"
"340069","WAKEMED RALEIGH CAMPUS","3000 NEW BERN AVE","","","RALEIGH","NC","27610","WAKE","9193508000","Immunization for influenza","92","260","Data submitted were based on a sample of cases/patients"
"340070","ALAMANCE REGIONAL MEDICAL CENTER","1240 HUFFMAN MILL RD","","","BURLINGTON","NC","27216","ALAMANCE","3365387000","Immunization for influenza","89","266","Data submitted were based on a sample of cases/patients"
"340071","BETSY JOHNSON REGIONAL  HOSPITAL","800 TILGHMAN DR","","","DUNN","NC","28334","HARNETT","9108927161","Immunization for influenza","95","324","Data submitted were based on a sample of cases/patients"
"340073","DUKE HEALTH RALEIGH HOSPITAL","3400 WAKE FOREST RD","","","RALEIGH","NC","27609","WAKE","9199543000","Immunization for influenza","99","304","Data submitted were based on a sample of cases/patients"
"340075","CMC-BLUE RIDGE","2201 S STERLING ST","","","MORGANTON","NC","28655","BURKE","8285805000","Immunization for influenza","99","327","Data submitted were based on a sample of cases/patients"
"340084","ANSON COMMUNITY HOSPITAL","500 MORVEN ROAD","","","WADESBORO","NC","28170","ANSON","7046945131","Immunization for influenza","93","133","Data submitted were based on a sample of cases/patients"
"340085","NOVANT HEALTH THOMASVILLE MEDICAL CENTER","207 OLD LEXINGTON RD BOX 789","","","THOMASVILLE","NC","27360","DAVIDSON","3364722000","Immunization for influenza","98","243","Data submitted were based on a sample of cases/patients"
"340087","THE MCDOWELL HOSPITAL","430 RANKIN DRIVE P O BOX 730","","","MARION","NC","28752","MCDOWELL","8286595000","Immunization for influenza","97","154","Data submitted were based on a sample of cases/patients"
"340090","JOHNSTON MEMORIAL HOSPITAL","509 BRIGHT LEAF BLVD","","","SMITHFIELD","NC","27577","JOHNSTON","9199348171","Immunization for influenza","94","276","Data submitted were based on a sample of cases/patients"
"340091","MOSES H CONE MEMORIAL HOSPITAL THE","1200 N ELM ST","","","GREENSBORO","NC","27401","GUILFORD","3368327000","Immunization for influenza","87","280","Data submitted were based on a sample of cases/patients"
"340096","LEXINGTON MEMORIAL HOSPITAL INC","250 HOSPITAL DRIVE PO BOX 1817","","","LEXINGTON","NC","27293","DAVIDSON","3362485161","Immunization for influenza","92","179","Data submitted were based on a sample of cases/patients"
"340097","HUGH CHATHAM MEMORIAL HOSPITAL","180 PARKWOOD DR","","","ELKIN","NC","28621","SURRY","3365277000","Immunization for influenza","98","258","Data submitted were based on a sample of cases/patients"
"340098","CAROLINAS MED CENTER-MERCY","2001 VAIL AVE","","","CHARLOTTE","NC","28207","MECKLENBURG","7043795000","Immunization for influenza","95","531","Data submitted were based on a sample of cases/patients"
"340099","VIDANT ROANOKE CHOWAN HOSPITAL","500 S ACADEMY ST","","","AHOSKIE","NC","27910","HERTFORD","2522093000","Immunization for influenza","95","219","Data submitted were based on a sample of cases/patients"
"340106","SANDHILLS REGIONAL MEDICAL CENTER","1000 WEST HAMLET AVENUE","","","HAMLET","NC","28345","RICHMOND","9109582361","Immunization for influenza","95","149","Data submitted were based on a sample of cases/patients"
"340107","VIDANT EDGECOMBE HOSPITAL","111 HOSPITAL DR","","","TARBORO","NC","27886","EDGECOMBE","2526417700","Immunization for influenza","91","199","Data submitted were based on a sample of cases/patients"
"340109","ALBEMARLE HOSPITAL AUTHORITY","1144 N ROAD ST","","","ELIZABETH CITY","NC","27909","PASQUOTANK","2523350531","Immunization for influenza","93","256","Data submitted were based on a sample of cases/patients"
"340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","1000 BLYTHE BLVD","","","CHARLOTTE","NC","28203","MECKLENBURG","7043552000","Immunization for influenza","90","226","Data submitted were based on a sample of cases/patients"
"340114","REX HOSPITAL","4420 LAKE BOONE TRAIL","","","RALEIGH","NC","27607","WAKE","9197843100","Immunization for influenza","93","268","Data submitted were based on a sample of cases/patients"
"340115","FIRSTHEALTH MOORE REGIONAL HOSPITAL","155 MEMORIAL DRIVE","","","PINEHURST","NC","28374","MOORE","9107151000","Immunization for influenza","91","298","Data submitted were based on a sample of cases/patients"
"340116","FRYE REGIONAL MEDICAL CENTER","420 N CENTER ST","","","HICKORY","NC","28601","CATAWBA","8283226070","Immunization for influenza","96","315","Data submitted were based on a sample of cases/patients"
"340119","STANLY REGIONAL MEDICAL CENTER","301 YADKIN ST","","","ALBEMARLE","NC","28001","STANLY","7049844000","Immunization for influenza","77","235","Data submitted were based on a sample of cases/patients"
"340120","VIDANT DUPLIN  HOSPITAL","401 N MAIN ST","","","KENANSVILLE","NC","28349","DUPLIN","9102960941","Immunization for influenza","77","175","Data submitted were based on a sample of cases/patients"
"340123","RANDOLPH HOSPITAL","364 WHITE OAK STREET","","","ASHEBORO","NC","27204","RANDOLPH","3366255151","Immunization for influenza","87","276","Data submitted were based on a sample of cases/patients"
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","","","WILSON","NC","27893","WILSON","2523998040","Immunization for influenza","93","259","Data submitted were based on a sample of cases/patients"
"340127","GRANVILLE MEDICAL CENTER","COLLEGE ST BOX 947","","","OXFORD","NC","27565","GRANVILLE","9196903000","Immunization for influenza","90","220","Data submitted were based on a sample of cases/patients"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","171 FAIRVIEW ROAD","","","MOORESVILLE","NC","28117","IREDELL","7046604000","Immunization for influenza","99","256","Data submitted were based on a sample of cases/patients"
"340130","CAROLINAS MEDICAL CENTER-UNION","600 HOSPITAL DR","","","MONROE","NC","28110","UNION","7042833100","Immunization for influenza","90","248","Data submitted were based on a sample of cases/patients"
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","","","NEW BERN","NC","28560","CRAVEN","2526338640","Immunization for influenza","88","290","Data submitted were based on a sample of cases/patients"
"340132","MARIA PARHAM MEDICAL CENTER","PO BOX 59","","","HENDERSON","NC","27536","VANCE","2524384143","Immunization for influenza","96","208","Data submitted were based on a sample of cases/patients"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","","","WILLIAMSTON","NC","27892","MARTIN","2528096179","Immunization for influenza","99","157","Data submitted were based on a sample of cases/patients"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","","","WILMINGTON","NC","28402","NEW HANOVER","9103437000","Immunization for influenza","84","313","Data submitted were based on a sample of cases/patients"
"340142","CARTERET GENERAL HOSPITAL","3500 ARENDELL ST","","","MOREHEAD CITY","NC","28557","CARTERET","2528086000","Immunization for influenza","86","269","Data submitted were based on a sample of cases/patients"
"340143","CATAWBA VALLEY MEDICAL CENTER","810 FAIRGROVE CHURCH RD","","","HICKORY","NC","28602","CATAWBA","8283263809","Immunization for influenza","90","269","Data submitted were based on a sample of cases/patients"
"340144","DAVIS REGIONAL MEDICAL CENTER","218 OLD MOCKSBVILLE RD PO BOX 1823","","","STATESVILLE","NC","28687","IREDELL","7048730281","Immunization for influenza","100","178","Data submitted were based on a sample of cases/patients"
"340145","CAROLINAS MEDICAL CENTER-LINCOLN","433 MCALISTER RD","","","LINCOLNTON","NC","28092","LINCOLN","9802122000","Immunization for influenza","91","197","Data submitted were based on a sample of cases/patients"
"340147","NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","","","ROCKY MOUNT","NC","27804","NASH","2524438000","Immunization for influenza","79","281","Data submitted were based on a sample of cases/patients"
"340148","NOVANT HEALTH PARK HOSPITAL","1950 S HAWTHORNE RD","","","WINSTON-SALEM","NC","27103","FORSYTH","3367180600","Immunization for influenza","98","171","Data submitted were based on a sample of cases/patients"
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","","","ROANOKE RAPIDS","NC","27870","HALIFAX","2525358005","Immunization for influenza","91","275","Data submitted were based on a sample of cases/patients"
"340153","NOVANT HEALTH CHARLOTTE ORTHOPEDIC HOSPITAL","1901 RANDOLPH RD","","","CHARLOTTE","NC","28207","MECKLENBURG","7043162000","Immunization for influenza","95","210","Data submitted were based on a sample of cases/patients"
"340155","DURHAM REGIONAL HOSPITAL","3643 N ROXBORO ROAD","","","DURHAM","NC","27704","DURHAM","9196201078","Immunization for influenza","73","288","Data submitted were based on a sample of cases/patients"
"340156","CHEROKEE INDIAN HOSPITAL AUTHORITY","CALLER BOX C268","","","CHEROKEE","NC","28719","SWAIN","7044979163","Immunization for influenza","84","83",""
"340158","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","1 MEDICAL CENTER DR  PO BOX 139","","","SUPPLY","NC","28462","BRUNSWICK","9107558121","Immunization for influenza","98","234","Data submitted were based on a sample of cases/patients"
"340159","PERSON MEMORIAL HOSPITAL","615 RIDGE RD","","","ROXBORO","NC","27573","PERSON","3365992121","Immunization for influenza","99","160","Data submitted were based on a sample of cases/patients"
"340160","MURPHY MEDICAL CENTER INC","3990 EAST US HIGHWAY 64 ALT","","","MURPHY","NC","28906","CHEROKEE","8288378161","Immunization for influenza","89","245","Data submitted were based on a sample of cases/patients"
"340166","CAROLINAS MED CTR-UNIVERSITY","8800 NORTH TYRON STREET","","","CHARLOTTE","NC","28262","MECKLENBURG","7045486000","Immunization for influenza","91","239","Data submitted were based on a sample of cases/patients"
"340171","PRESBYTERIAN HOSPITAL MATTHEWS","1500 MATTHEWS TWNSHP PRKWY BOX 3310","","","MATTHEWS","NC","28106","MECKLENBURG","7043846500","Immunization for influenza","97","294","Data submitted were based on a sample of cases/patients"
"340173","WAKEMED CARY HOSPITAL","1900 KILDARE FARM ROAD","","","CARY","NC","27518","WAKE","9193502550","Immunization for influenza","91","253","Data submitted were based on a sample of cases/patients"
"340183","NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER","10030 GILEAD ROAD","","","HUNTERSVILLE","NC","28078","MECKLENBURG","7043164000","Immunization for influenza","97","296","Data submitted were based on a sample of cases/patients"
"340184","MEDWEST HAYWOOD","262 LEROY GEORGE DRIVE","","","CLYDE","NC","28721","HAYWOOD","8284567311","Immunization for influenza","84","285","Data submitted were based on a sample of cases/patients"
"340186","VIDANT BEAUFORT HOSPITAL","628 E 12TH ST","","","WASHINGTON","NC","27889","BEAUFORT","2529754100","Immunization for influenza","88","162","Data submitted were based on a sample of cases/patients"
"341302","OUR COMMUNITY HOSPITAL","921 JUNIOR HIGH ROAD","","","SCOTLAND NECK","NC","27874","HALIFAX","2528264144","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341303","FIRSTHEALTH MONTGOMERY MEMORIAL HOSP","520 ALLEN STREET","","","TROY","NC","27371","MONTGOMERY","9105721301","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341304","VIDANT BERTIE  HOSPITAL","1403 SOUTH KINGS STREET","","","WINDSOR","NC","27983","BERTIE","2527946600","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341305","MEDWEST SWAIN","45 PLATEAU STREET","","","BRYSON CITY","NC","28713","SWAIN","8284882155","Immunization for influenza","99","86",""
"341307","PENDER MEMORIAL HOSPITAL","507 E FREMONT ST","","","BURGAW","NC","28425","PENDER","9102595451","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341308","YADKIN VALLEY COMMUNITY HOSPITAL","624 WEST MAIN ST","","","YADKINVILLE","NC","27055","YADKIN","3366792041","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341310","VIDANT PUNGO HOSPITAL","210 EAST WATER ST","","","BELHAVEN","NC","27810","BEAUFORT","2529432111","Immunization for influenza","98","135",""
"341311","CHATHAM HOSPITAL INC","475 PROGRESS BLVD","","","SILER CITY","NC","27344","CHATHAM","9196632113","Immunization for influenza","79","126",""
"341313","DAVIE COUNTY HOSPITAL","223 HOSPITAL ST","","","MOCKSVILLE","NC","27028","DAVIE","3367518100","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341314","WASHINGTON COUNTY HOSP INC","958 US HWY 64 EAST","","","PLYMOUTH","NC","27962","WASHINGTON","2527934135","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341315","CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL","501 SOUTH POPLAR STREET","","","ELIZABETHTOWN","NC","28337","BLADEN","9108625100","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341316","HIGHLANDS CASHIERS HOSPITAL INC","190 HOSPITAL DRIVE","","","HIGHLANDS","NC","28741","MACON","8285261200","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341317","PIONEER COMMUNITY HOSPITAL OF STOKES","1570 NC 8 & 89 HWY NORTH","","","DANBURY","NC","27016","STOKES","3365932831","Immunization for influenza","89","74",""
"341318","VIDANT CHOWAN HOSPITAL","211 VIRGINIA RD","","","EDENTON","NC","27932","CHOWAN","2524828451","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341319","TRANSYLVANIA REGIONAL HOSPITAL INC","90 HOSPITAL DRIVE PO BOX 1116","","","BREVARD","NC","28712","TRANSYLVANIA","8288835302","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341320","ALLEGHANY COUNTY MEMORIAL HOSPITAL","617 DOCTORS STREET","","","SPARTA","NC","28675","ALLEGHANY","3363725511","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341321","BLOWING ROCK HOSPITAL","418 CHESTNUT DRIVE","","","BLOWING ROCK","NC","28605","WATAUGA","8282953136","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341322","ST LUKES HOSPITAL","101 HOSPITAL DRIVE","","","COLUMBUS","NC","28722","POLK","8288943311","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341323","CHARLES A CANNON JR MEMORIAL HOSPITAL","434 HOSPITAL DRIVE","","","LINVILLE","NC","28646","AVERY","8287377000","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341324","THE OUTER BANKS HOSPITAL INC","4800 SOUTH CROATAN HIGHWAY","","","NAGS HEAD","NC","27959","DARE","2524494500","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"341325","ASHE MEMORIAL HOSPITAL","200 HOSPITAL AVE","","","JEFFERSON","NC","28640","ASHE","3362467101","Immunization for influenza","88","243","Data submitted were based on a sample of cases/patients"
"341326","ANGEL MEDICAL CENTER","120 RIVERVIEW ST PO BOX 1209","","","FRANKLIN","NC","28734","MACON","8285248411","Immunization for influenza","97","147","Data submitted were based on a sample of cases/patients"
"341327","J ARTHUR DOSHER MEMORIAL HOSPITAL","924 HOWE ST","","","SOUTHPORT","NC","28461","BRUNSWICK","9104573800","Immunization for influenza","64","157","Data submitted were based on a sample of cases/patients"
"350002","ST ALEXIUS MEDICAL CENTER","900 E BROADWAY","","","BISMARCK","ND","58501","BURLEIGH","7015307000","Immunization for influenza","78","269","Data submitted were based on a sample of cases/patients"
"350006","TRINITY HOSPITALS","407 3RD ST SE","","","MINOT","ND","58701","WARD","7018575000","Immunization for influenza","90","271","Data submitted were based on a sample of cases/patients"
"350011","SANFORD MEDICAL CENTER FARGO","801 BROADWAY NORTH","","","FARGO","ND","58122","CASS","7012342000","Immunization for influenza","87","311","Data submitted were based on a sample of cases/patients"
"350015","SANFORD MEDICAL CENTER BISMARCK","300 N 7TH ST","","","BISMARCK","ND","58506","BURLEIGH","7013236000","Immunization for influenza","94","283","Data submitted were based on a sample of cases/patients"
"350019","ALTRU HOSPITAL","1200 S COLUMBIA RD","","","GRAND FORKS","ND","58201","GRAND FORKS","7017805000","Immunization for influenza","61","267","Data submitted were based on a sample of cases/patients"
"350063","P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK","PO BOX 160","","","BELCOURT","ND","58316","ROLETTE","7014776111","Immunization for influenza","42","149","Data submitted were based on a sample of cases/patients"
"350064","STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL","10 NORTH RIVER ROAD","","","FORT YATES","ND","58538","SIOUX","7018543831","Immunization for influenza","Not Available","Not Available","The number of cases/patients is too few to report"
"350070","ESSENTIA HEALTH-FARGO","3000 32ND AVE SOUTH","","","FARGO","ND","58104","CASS","7013648000","Immunization for influenza","92","271","Data submitted were based on a sample of cases/patients"
"351300","TIOGA MEDICAL CENTER","810 N WELO ST","","","TIOGA","ND","58852","WILLIAMS","7016643305","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351301","MOUNTRAIL COUNTY MEDICAL CENTER","615 6TH ST SE","","","STANLEY","ND","58784","MOUNTRAIL","7016282424","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351302","MCKENZIE COUNTY HEALTHCARE SYSTEMS","516 NORTH MAIN ST","","","WATFORD CITY","ND","58854","MCKENZIE","7018423000","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351303","GARRISON MEMORIAL HOSPITAL","407 3RD AVE SE","","","GARRISON","ND","58540","MCLEAN","7014632275","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351304","COMMUNITY MEMORIAL HOSPITAL","220 5TH AVE W","","","TURTLE LAKE","ND","58575","MCLEAN","7014482331","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351305","KENMARE COMMUNITY HOSPITAL","PO BOX 697","","","KENMARE","ND","58746","WARD","7013854296","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351306","COOPERSTOWN MEDICAL CENTER","1200 ROBERTS AVE NE","","","COOPERSTOWN","ND","58425","GRIGGS","7017972221","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351307","ST ANDREWS HEALTH CENTER - CAH","316 OHMER STREET","","","BOTTINEAU","ND","58318","BOTTINEAU","7012289300","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351308","NELSON COUNTY HEALTH SYSTEM","200 N MAIN ST","","","MCVILLE","ND","58254","NELSON","7013224328","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351309","SANFORD MAYVILLE","42 6TH AVENUE SE","","","MAYVILLE","ND","58257","TRAILL","7017863800","Immunization for influenza","Not Available","Not Available","The number of cases/patients is too few to report"
"351310","SAKAKAWEA MEDICAL CENTER - CAH","510 8TH AVENUE NE","","","HAZEN","ND","58545","MERCER","7017482225","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351311","LISBON AREA HEALTH SERVICES","905 MAIN ST","","","LISBON","ND","58054","RANSOM","7016835241","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351312","NORTHWOOD DEACONESS HEALTH CENTER","PO BOX 190","","","NORTHWOOD","ND","58267","GRAND FORKS","7015876060","Immunization for influenza","Not Available","Not Available","The number of cases/patients is too few to report"
"351313","SOUTHWEST HEALTHCARE SERVICES","14 6TH AVE SW","","","BOWMAN","ND","58623","BOWMAN","7015235265","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351314","JACOBSON MEMORIAL HOSPITAL & CARE CENTER","601 EAST ST N","","","ELGIN","ND","58533","GRANT","7015842792","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351315","OAKES COMMUNITY HOSPITAL","1200 N 7TH ST","","","OAKES","ND","58474","DICKEY","7017423291","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351316","PRESENTATION MEDICAL CENTER","213 SECOND AVE NE","","","ROLLA","ND","58367","ROLETTE","7014773161","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351318","CARRINGTON HEALTH CENTER","PO BOX 461","","","CARRINGTON","ND","58421","FOSTER","7016523141","Immunization for influenza","100","63","Data submitted were based on a sample of cases/patients"
"351319","PEMBINA COUNTY MEMORIAL HOSPITAL","BOX 380","","","CAVALIER","ND","58220","PEMBINA","7012658461","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351320","UNITY MEDICAL CENTER","164 W 13TH STREET","","","GRAFTON","ND","58237","WALSH","7013521620","Immunization for influenza","64","11","The number of cases/patients is too few to report"
"351321","WISHEK COMMUNITY HOSPITAL","1007 4TH AVE S","","","WISHEK","ND","58495","MCINTOSH","7014522326","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351322","ASHLEY MEDICAL CENTER","612 CENTER AVENUE N","","","ASHLEY","ND","58413","MCINTOSH","7012883433","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351323","CAVALIER COUNTY MEMORIAL HOSPITAL","909 2ND ST","","","LANGDON","ND","58249","CAVALIER","7012566100","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351324","MERCY HOSPITAL OF VALLEY CITY","570 CHAUTAUQUA BLVD","","","VALLEY CITY","ND","58072","BARNES","7018456400","Immunization for influenza","78","18","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"351325","ST LUKE'S HOSPITAL","702 1ST ST SW","","","CROSBY","ND","58730","DIVIDE","7019656384","Immunization for influenza","Not Available","Not Available","The number of cases/patients is too few to report"
"351326","FIRST CARE HEALTH CENTER","115 VIVIAN ST","","","PARK RIVER","ND","58270","WALSH","7012847500","Immunization for influenza","Not Available","Not Available","The number of cases/patients is too few to report"
"351327","ST ALOISIUS MEDICAL CENTER","325 E BREWSTER ST","","","HARVEY","ND","58341","WELLS","7013244651","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351328","LINTON HOSPITAL - CAH","518 NORTH BROADWAY","","","LINTON","ND","58552","EMMONS","7012544511","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351329","SANFORD HILLSBORO","12 THIRD STREET SOUTH EAST","","","HILLSBORO","ND","58045","TRAILL","7016363200","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351330","WEST RIVER REGIONAL MEDICAL CENTER-CAH","1000 HIGHWAY 12","","","HETTINGER","ND","58639","ADAMS","7015674561","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351331","TOWNER COUNTY MEDICAL CENTER","HWY 281 N","","","CANDO","ND","58324","TOWNER","7019684411","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351332","HEART OF AMERICA MEDICAL CENTER","800 S MAIN AVE","","","RUGBY","ND","58368","PIERCE","7017765261","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351333","THE MERCY HOSPITAL OF DEVILS LAKE","1031 7TH ST NE","","","DEVILS LAKE","ND","58301","RAMSEY","7016622131","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351334","MERCY MEDICAL CENTER","1301 15TH AVE W","","","WILLISTON","ND","58801","WILLIAMS","7017747400","Immunization for influenza","74","144","Data submitted were based on a sample of cases/patients"
"351335","JAMESTOWN REGIONAL MEDICAL CENTER","2422 20TH ST SW","","","JAMESTOWN","ND","58401","STUTSMAN","7012521050","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"351336","ST JOSEPH'S HOSPITAL & HEALTH CENTER","30 WEST 7TH ST","","","DICKINSON","ND","58601","STARK","7014564000","Immunization for influenza","Not Available","Not Available","Results are not available for this reporting period"
"360001","MERCY HOSPITAL ANDERSON","7500 STATE ROAD","","","CINCINNATI","OH","45255","HAMILTON","5136244006","Immunization for influenza","84","287","Data submitted were based on a sample of cases/patients"
"360002","SAMARITAN HOSPITAL - PEOPLES HOSPITAL","1025 CENTER ST","","","ASHLAND","OH","44805","ASHLAND","4192890491","Immunization for influenza","98","131","Data submitted were based on a sample of cases/patients"
"360003","UNIVERSITY OF CINCINNATI MEDICAL CENTER LLC","234 GOODMAN STREET","","","CINCINNATI","OH","45219","HAMILTON","5135841000","Immunization for influenza","62","290","Data submitted were based on a sample of cases/patients"
"360006","RIVERSIDE METHODIST HOSPITAL","3535 OLENTANGY RIVER RD","","","COLUMBUS","OH","43214","FRANKLIN","6145665000","Immunization for influenza","95","276","Data submitted were based on a sample of cases/patients"
"360008","SOUTHERN OHIO MEDICAL CENTER","1805 27TH STREET","","","PORTSMOUTH","OH","45662","SCIOTO","7403545000","Immunization for influenza","98","295","Data submitted were based on a sample of cases/patients"
"360009","LIMA MEMORIAL HEALTH SYSTEM","1001 BELLEFONTAINE AVENUE","","","LIMA","OH","45804","ALLEN","4199984731","Immunization for influenza","98","294","Data submitted were based on a sample of cases/patients"
"360010","UNION HOSPITAL","659 BOULEVARD","","","DOVER","OH","44622","TUSCARAWAS","3303433311","Immunization for influenza","98","259","Data submitted were based on a sample of cases/patients"
"360011","MARION GENERAL HOSPITAL","1000 MCKINLEY PARK DRIVE","","","MARION","OH","43302","MARION","7403838400","Immunization for influenza","96","272","Data submitted were based on a sample of cases/patients"
"360012","MOUNT CARMEL ST ANN'S","500 SOUTH CLEVELAND AVENUE","","","WESTERVILLE","OH","43081","FRANKLIN","6148984000","Immunization for influenza","88","231","Data submitted were based on a sample of cases/patients"
"360013","WILSON MEMORIAL HOSPITAL","915 WEST MICHIGAN STREET","","","SIDNEY","OH","45365","SHELBY","9374985418","Immunization for influenza","86","139","Data submitted were based on a sample of cases/patients"
"360014","O'BLENESS MEMORIAL HOSPITAL","55 HOSPITAL DRIVE","","","ATHENS","OH","45701","ATHENS","7405929233","Immunization for influenza","91","175","Data submitted were based on a sample of cases/patients"
"360016","JEWISH HOSPITAL LLC","4777 EAST GALBRAITH ROAD","","","CINCINNATI","OH","45236","HAMILTON","5136863003","Immunization for influenza","97","318","Data submitted were based on a sample of cases/patients"
"360017","GRANT MEDICAL CENTER","111 SOUTH GRANT AVENUE","","","COLUMBUS","OH","43215","FRANKLIN","6145669978","Immunization for influenza","95","267","Data submitted were based on a sample of cases/patients"
"360019","SUMMA HEALTH SYSTEM BARBERTON HOSPITAL","155 5TH STREET N E","","","BARBERTON","OH","44203","SUMMIT","3306153000","Immunization for influenza","93","340","Data submitted were based on a sample of cases/patients"
"360020","SUMMA HEALTH SYSTEMS HOSPITALS","525 EAST MARKET STREET","","","AKRON","OH","44309","SUMMIT","3303753000","Immunization for influenza","98","301","Data submitted were based on a sample of cases/patients"
