"State","Condition","Measure Name","Measure Code","Score"
"GA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"GU","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","99"
"HI","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"IA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"ID","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"IL","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","96"
"IN","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"KS","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","90"
"KY","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"LA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"MA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"MD","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"ME","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","97"
"MI","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"MN","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","90"
"MO","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"MP","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","Not Available"
"MS","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"MT","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"NC","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","95"
"ND","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","89"
"NE","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"NH","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","96"
"NJ","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","96"
"NM","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","88"
"NV","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"NY","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"OH","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","96"
"OK","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"OR","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"PA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","95"
"PR","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","87"
"RI","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"SC","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","95"
"SD","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","87"
"TN","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"TX","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"UT","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","96"
"VA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","95"
"VI","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","99"
"VT","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"WA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"WI","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"WV","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"WY","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","88"
"AK","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","98"
"AL","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","98"
"AR","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","98"
"AS","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","Not Available"
"AZ","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"CA","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"CO","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"CT","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"DC","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","97"
"DE","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"FL","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"GA","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"GU","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","96"
"HI","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"IA","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","96"
"ID","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","97"
"IL","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"IN","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"KS","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","94"
"KY","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","98"
"LA","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","97"
"MA","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"MD","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"ME","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"MI","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"MN","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","97"
"MO","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","98"
"MP","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","Not Available"
"MS","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","96"
"MT","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","94"
"NC","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"ND","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","95"
"NE","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","97"
"NH","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"NJ","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"NM","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","96"
"NV","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"NY","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"OH","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"OK","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","96"
"OR","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"PA","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"PR","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","94"
"RI","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"SC","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"SD","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","95"
"TN","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"TX","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"UT","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","98"
"VA","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"VI","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","97"
"VT","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","100"
"WA","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"WI","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","98"
"WV","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","99"
"WY","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of left ventricular systolic (LVS) function Higher percentages are better","HF_2","95"
"AK","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","99"
"AL","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"AR","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"AS","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","Not Available"
"AZ","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"CA","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"CO","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"CT","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"DC","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","93"
"DE","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","98"
"FL","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","98"
"GA","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"GU","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","93"
"HI","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"IA","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"ID","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"IL","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"IN","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"KS","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","94"
"KY","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","94"
"LA","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"MA","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"MD","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"ME","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"MI","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"MN","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"MO","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"MP","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","Not Available"
"MS","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","94"
"MT","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"NC","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"ND","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"NE","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"NH","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"NJ","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","98"
"NM","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"NV","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"NY","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"OH","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"OK","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"OR","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"PA","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"PR","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","91"
"RI","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"SC","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","98"
"SD","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","93"
"TN","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"TX","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"UT","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","99"
"VA","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","98"
"VI","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"VT","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"WA","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","97"
"WI","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"WV","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","96"
"WY","Heart Failure Process of Care Measures","Heart failure patients given ACE inhibitor or ARB for left ventricular systolic dysfunction (LVSD) Higher percentages are better","HF_3","95"
"AK","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","96"
"AL","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"AR","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"AS","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","Not Available"
"AZ","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"CA","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"CO","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"CT","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"DC","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","94"
"DE","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"FL","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"GA","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"GU","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","76"
"HI","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"IA","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"ID","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"IL","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"IN","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"KS","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"KY","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"LA","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"MA","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"MD","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"ME","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"MI","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"MN","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"MO","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"MP","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","Not Available"
"MS","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"MT","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"NC","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"ND","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","96"
"NE","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"NH","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"NJ","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","99"
"NM","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"NV","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","96"
"NY","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"OH","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"OK","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"OR","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"PA","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"PR","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","77"
"RI","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","97"
"SC","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"SD","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","96"
"TN","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
"TX","Pneumonia Process of Care Measures","Pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics Higher percentages are better","PN_3b","98"
