"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Number Of Cases"
"RI","226","Cardiac defibrillator implant w/o cardiac cath w MCC","12"
"SC","226","Cardiac defibrillator implant w/o cardiac cath w MCC","89"
"SD","226","Cardiac defibrillator implant w/o cardiac cath w MCC","18"
"TN","226","Cardiac defibrillator implant w/o cardiac cath w MCC","159"
"TX","226","Cardiac defibrillator implant w/o cardiac cath w MCC","401"
"UT","226","Cardiac defibrillator implant w/o cardiac cath w MCC","16"
"VA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","160"
"VT","226","Cardiac defibrillator implant w/o cardiac cath w MCC","*"
"WA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","74"
"WI","226","Cardiac defibrillator implant w/o cardiac cath w MCC","71"
"WV","226","Cardiac defibrillator implant w/o cardiac cath w MCC","39"
"WY","226","Cardiac defibrillator implant w/o cardiac cath w MCC","*"
"AK","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"AL","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","58"
"AR","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","61"
"AZ","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","55"
"CA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","174"
"CO","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","26"
"CT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","27"
"DC","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","14"
"DE","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","14"
"FL","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","273"
"GA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","72"
"HI","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"IA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","16"
"ID","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"IL","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","143"
"IN","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","78"
"KS","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","49"
"KY","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","54"
"LA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","41"
"MA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","70"
"MD","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","48"
"ME","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","17"
"MI","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","94"
"MN","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","45"
"MO","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","67"
"MS","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","44"
"MT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"NC","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","93"
"ND","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","13"
"NE","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","32"
"NH","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","13"
"NJ","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","107"
"NM","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"NV","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","12"
"NY","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","262"
"OH","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","132"
"OK","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","32"
"OR","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","26"
"PA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","138"
"PR","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"RI","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"SC","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","61"
"SD","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","16"
"TN","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","72"
"TX","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","177"
"UT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","15"
"VA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","75"
"VT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"WA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","36"
"WI","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","71"
"WV","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","16"
"WY","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"AK","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"AL","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","48"
"AR","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","16"
"AZ","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","52"
"CA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","158"
"CO","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","29"
"CT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","24"
"DC","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"DE","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"FL","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","167"
"GA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","50"
"HI","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","13"
"IA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","22"
"ID","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"IL","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","114"
"IN","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","70"
"KS","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","29"
"KY","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","42"
"LA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","29"
"MA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","64"
"MD","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","15"
"ME","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","14"
"MI","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","93"
"MN","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","51"
"MO","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","69"
"MS","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","21"
"MT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"NC","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","92"
"ND","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"NE","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","13"
"NH","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"NJ","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","85"
"NM","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"NV","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","21"
"NY","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","148"
"OH","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","127"
"OK","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","23"
"OR","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","26"
"PA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","127"
"PR","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"RI","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"SC","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","51"
"SD","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","15"
"TN","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","70"
"TX","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","162"
"UT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"VA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","77"
"VT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"WA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","49"
"WI","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","44"
"WV","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"WY","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"AK","039","Extracranial procedures w/o CC/MCC","52"
"AL","039","Extracranial procedures w/o CC/MCC","916"
"AR","039","Extracranial procedures w/o CC/MCC","692"
"AZ","039","Extracranial procedures w/o CC/MCC","568"
"CA","039","Extracranial procedures w/o CC/MCC","2116"
"CO","039","Extracranial procedures w/o CC/MCC","310"
"CT","039","Extracranial procedures w/o CC/MCC","309"
"DC","039","Extracranial procedures w/o CC/MCC","49"
"DE","039","Extracranial procedures w/o CC/MCC","160"
"FL","039","Extracranial procedures w/o CC/MCC","2876"
"GA","039","Extracranial procedures w/o CC/MCC","1045"
"GU","039","Extracranial procedures w/o CC/MCC","*"
"HI","039","Extracranial procedures w/o CC/MCC","21"
"IA","039","Extracranial procedures w/o CC/MCC","444"
"ID","039","Extracranial procedures w/o CC/MCC","124"
"IL","039","Extracranial procedures w/o CC/MCC","1327"
"IN","039","Extracranial procedures w/o CC/MCC","1180"
"KS","039","Extracranial procedures w/o CC/MCC","623"
"KY","039","Extracranial procedures w/o CC/MCC","756"
"LA","039","Extracranial procedures w/o CC/MCC","736"
"MA","039","Extracranial procedures w/o CC/MCC","844"
"MD","039","Extracranial procedures w/o CC/MCC","718"
"ME","039","Extracranial procedures w/o CC/MCC","188"
"MI","039","Extracranial procedures w/o CC/MCC","1334"
"MN","039","Extracranial procedures w/o CC/MCC","441"
"MO","039","Extracranial procedures w/o CC/MCC","1044"
"MS","039","Extracranial procedures w/o CC/MCC","552"
"MT","039","Extracranial procedures w/o CC/MCC","150"
"NC","039","Extracranial procedures w/o CC/MCC","1161"
"ND","039","Extracranial procedures w/o CC/MCC","202"
"NE","039","Extracranial procedures w/o CC/MCC","274"
"NH","039","Extracranial procedures w/o CC/MCC","223"
"NJ","039","Extracranial procedures w/o CC/MCC","935"
"NM","039","Extracranial procedures w/o CC/MCC","138"
"NV","039","Extracranial procedures w/o CC/MCC","234"
"NY","039","Extracranial procedures w/o CC/MCC","1454"
"OH","039","Extracranial procedures w/o CC/MCC","1408"
"OK","039","Extracranial procedures w/o CC/MCC","516"
"OR","039","Extracranial procedures w/o CC/MCC","359"
"PA","039","Extracranial procedures w/o CC/MCC","1254"
"PR","039","Extracranial procedures w/o CC/MCC","36"
"RI","039","Extracranial procedures w/o CC/MCC","78"
"SC","039","Extracranial procedures w/o CC/MCC","785"
"SD","039","Extracranial procedures w/o CC/MCC","150"
"TN","039","Extracranial procedures w/o CC/MCC","1062"
"TX","039","Extracranial procedures w/o CC/MCC","2853"
"UT","039","Extracranial procedures w/o CC/MCC","103"
"VA","039","Extracranial procedures w/o CC/MCC","811"
"VT","039","Extracranial procedures w/o CC/MCC","48"
"WA","039","Extracranial procedures w/o CC/MCC","618"
"WI","039","Extracranial procedures w/o CC/MCC","632"
"WV","039","Extracranial procedures w/o CC/MCC","410"
"WY","039","Extracranial procedures w/o CC/MCC","61"
"AK","038","Extracranial procedures w CC","15"
"AL","038","Extracranial procedures w CC","306"
"AR","038","Extracranial procedures w CC","178"
"AZ","038","Extracranial procedures w CC","270"
"CA","038","Extracranial procedures w CC","833"
"CO","038","Extracranial procedures w CC","86"
"CT","038","Extracranial procedures w CC","117"
"DC","038","Extracranial procedures w CC","27"
"DE","038","Extracranial procedures w CC","56"
"FL","038","Extracranial procedures w CC","971"
"GA","038","Extracranial procedures w CC","303"
"HI","038","Extracranial procedures w CC","24"
"IA","038","Extracranial procedures w CC","157"
"ID","038","Extracranial procedures w CC","52"
"IL","038","Extracranial procedures w CC","635"
"IN","038","Extracranial procedures w CC","345"
"KS","038","Extracranial procedures w CC","182"
"KY","038","Extracranial procedures w CC","279"
"LA","038","Extracranial procedures w CC","254"
"MA","038","Extracranial procedures w CC","337"
"MD","038","Extracranial procedures w CC","298"
"ME","038","Extracranial procedures w CC","57"
"MI","038","Extracranial procedures w CC","520"
"MN","038","Extracranial procedures w CC","232"
"MO","038","Extracranial procedures w CC","380"
"MS","038","Extracranial procedures w CC","155"
"MT","038","Extracranial procedures w CC","48"
"NC","038","Extracranial procedures w CC","417"
"ND","038","Extracranial procedures w CC","58"
"NE","038","Extracranial procedures w CC","91"
"NH","038","Extracranial procedures w CC","85"
"NJ","038","Extracranial procedures w CC","289"
"NM","038","Extracranial procedures w CC","42"
"NV","038","Extracranial procedures w CC","64"
"NY","038","Extracranial procedures w CC","521"
"OH","038","Extracranial procedures w CC","515"
"OK","038","Extracranial procedures w CC","205"
"OR","038","Extracranial procedures w CC","116"
"PA","038","Extracranial procedures w CC","470"
"PR","038","Extracranial procedures w CC","12"
"RI","038","Extracranial procedures w CC","14"
"SC","038","Extracranial procedures w CC","202"
"SD","038","Extracranial procedures w CC","33"
"TN","038","Extracranial procedures w CC","348"
"TX","038","Extracranial procedures w CC","1009"
"UT","038","Extracranial procedures w CC","47"
"VA","038","Extracranial procedures w CC","297"
"VT","038","Extracranial procedures w CC","21"
"WA","038","Extracranial procedures w CC","203"
"WI","038","Extracranial procedures w CC","254"
"WV","038","Extracranial procedures w CC","106"
"WY","038","Extracranial procedures w CC","11"
"AK","236","Coronary bypass w/o cardiac cath w/o MCC","36"
"AL","236","Coronary bypass w/o cardiac cath w/o MCC","512"
"AR","236","Coronary bypass w/o cardiac cath w/o MCC","481"
"AZ","236","Coronary bypass w/o cardiac cath w/o MCC","324"
"CA","236","Coronary bypass w/o cardiac cath w/o MCC","1035"
"CO","236","Coronary bypass w/o cardiac cath w/o MCC","166"
"CT","236","Coronary bypass w/o cardiac cath w/o MCC","156"
"DC","236","Coronary bypass w/o cardiac cath w/o MCC","121"
"DE","236","Coronary bypass w/o cardiac cath w/o MCC","85"
"FL","236","Coronary bypass w/o cardiac cath w/o MCC","1339"
"GA","236","Coronary bypass w/o cardiac cath w/o MCC","593"
"GU","236","Coronary bypass w/o cardiac cath w/o MCC","*"
"HI","236","Coronary bypass w/o cardiac cath w/o MCC","66"
"IA","236","Coronary bypass w/o cardiac cath w/o MCC","229"
"ID","236","Coronary bypass w/o cardiac cath w/o MCC","74"
"IL","236","Coronary bypass w/o cardiac cath w/o MCC","762"
"IN","236","Coronary bypass w/o cardiac cath w/o MCC","699"
"KS","236","Coronary bypass w/o cardiac cath w/o MCC","218"
"KY","236","Coronary bypass w/o cardiac cath w/o MCC","425"
"LA","236","Coronary bypass w/o cardiac cath w/o MCC","456"
"MA","236","Coronary bypass w/o cardiac cath w/o MCC","431"
"MD","236","Coronary bypass w/o cardiac cath w/o MCC","257"
"ME","236","Coronary bypass w/o cardiac cath w/o MCC","107"
"MI","236","Coronary bypass w/o cardiac cath w/o MCC","583"
"MN","236","Coronary bypass w/o cardiac cath w/o MCC","322"
"MO","236","Coronary bypass w/o cardiac cath w/o MCC","567"
"MS","236","Coronary bypass w/o cardiac cath w/o MCC","364"
"MT","236","Coronary bypass w/o cardiac cath w/o MCC","105"
"NC","236","Coronary bypass w/o cardiac cath w/o MCC","589"
"ND","236","Coronary bypass w/o cardiac cath w/o MCC","100"
"NE","236","Coronary bypass w/o cardiac cath w/o MCC","225"
"NH","236","Coronary bypass w/o cardiac cath w/o MCC","148"
"NJ","236","Coronary bypass w/o cardiac cath w/o MCC","570"
"NM","236","Coronary bypass w/o cardiac cath w/o MCC","83"
"NV","236","Coronary bypass w/o cardiac cath w/o MCC","130"
"NY","236","Coronary bypass w/o cardiac cath w/o MCC","799"
"OH","236","Coronary bypass w/o cardiac cath w/o MCC","670"
"OK","236","Coronary bypass w/o cardiac cath w/o MCC","465"
"OR","236","Coronary bypass w/o cardiac cath w/o MCC","184"
"PA","236","Coronary bypass w/o cardiac cath w/o MCC","775"
"PR","236","Coronary bypass w/o cardiac cath w/o MCC","76"
"RI","236","Coronary bypass w/o cardiac cath w/o MCC","54"
"SC","236","Coronary bypass w/o cardiac cath w/o MCC","407"
"SD","236","Coronary bypass w/o cardiac cath w/o MCC","97"
"TN","236","Coronary bypass w/o cardiac cath w/o MCC","726"
"TX","236","Coronary bypass w/o cardiac cath w/o MCC","1517"
"UT","236","Coronary bypass w/o cardiac cath w/o MCC","88"
"VA","236","Coronary bypass w/o cardiac cath w/o MCC","549"
"VT","236","Coronary bypass w/o cardiac cath w/o MCC","34"
"WA","236","Coronary bypass w/o cardiac cath w/o MCC","408"
"WI","236","Coronary bypass w/o cardiac cath w/o MCC","430"
"WV","236","Coronary bypass w/o cardiac cath w/o MCC","258"
"WY","236","Coronary bypass w/o cardiac cath w/o MCC","*"
"AK","235","Coronary bypass w/o cardiac cath w MCC","*"
"AL","235","Coronary bypass w/o cardiac cath w MCC","176"
"AR","235","Coronary bypass w/o cardiac cath w MCC","112"
"AZ","235","Coronary bypass w/o cardiac cath w MCC","163"
"CA","235","Coronary bypass w/o cardiac cath w MCC","471"
"CO","235","Coronary bypass w/o cardiac cath w MCC","75"
"CT","235","Coronary bypass w/o cardiac cath w MCC","77"
"DC","235","Coronary bypass w/o cardiac cath w MCC","52"
"DE","235","Coronary bypass w/o cardiac cath w MCC","14"
"FL","235","Coronary bypass w/o cardiac cath w MCC","582"
"GA","235","Coronary bypass w/o cardiac cath w MCC","350"
"HI","235","Coronary bypass w/o cardiac cath w MCC","35"
"IA","235","Coronary bypass w/o cardiac cath w MCC","81"
"ID","235","Coronary bypass w/o cardiac cath w MCC","16"
"IL","235","Coronary bypass w/o cardiac cath w MCC","375"
"IN","235","Coronary bypass w/o cardiac cath w MCC","183"
"KS","235","Coronary bypass w/o cardiac cath w MCC","96"
"KY","235","Coronary bypass w/o cardiac cath w MCC","162"
"LA","235","Coronary bypass w/o cardiac cath w MCC","146"
"MA","235","Coronary bypass w/o cardiac cath w MCC","130"
"MD","235","Coronary bypass w/o cardiac cath w MCC","158"
"ME","235","Coronary bypass w/o cardiac cath w MCC","22"
"MI","235","Coronary bypass w/o cardiac cath w MCC","265"
"MN","235","Coronary bypass w/o cardiac cath w MCC","87"
"MO","235","Coronary bypass w/o cardiac cath w MCC","232"
"MS","235","Coronary bypass w/o cardiac cath w MCC","98"
"MT","235","Coronary bypass w/o cardiac cath w MCC","32"
"NC","235","Coronary bypass w/o cardiac cath w MCC","263"
"ND","235","Coronary bypass w/o cardiac cath w MCC","23"
"NE","235","Coronary bypass w/o cardiac cath w MCC","73"
"NH","235","Coronary bypass w/o cardiac cath w MCC","42"
"NJ","235","Coronary bypass w/o cardiac cath w MCC","245"
"NM","235","Coronary bypass w/o cardiac cath w MCC","24"
"NV","235","Coronary bypass w/o cardiac cath w MCC","75"
"NY","235","Coronary bypass w/o cardiac cath w MCC","364"
"OH","235","Coronary bypass w/o cardiac cath w MCC","307"
"OK","235","Coronary bypass w/o cardiac cath w MCC","159"
"OR","235","Coronary bypass w/o cardiac cath w MCC","131"
"PA","235","Coronary bypass w/o cardiac cath w MCC","299"
"PR","235","Coronary bypass w/o cardiac cath w MCC","26"
"RI","235","Coronary bypass w/o cardiac cath w MCC","22"
"SC","235","Coronary bypass w/o cardiac cath w MCC","128"
"SD","235","Coronary bypass w/o cardiac cath w MCC","25"
"TN","235","Coronary bypass w/o cardiac cath w MCC","349"
"TX","235","Coronary bypass w/o cardiac cath w MCC","687"
"UT","235","Coronary bypass w/o cardiac cath w MCC","29"
"VA","235","Coronary bypass w/o cardiac cath w MCC","291"
"VT","235","Coronary bypass w/o cardiac cath w MCC","*"
"WA","235","Coronary bypass w/o cardiac cath w MCC","137"
"WI","235","Coronary bypass w/o cardiac cath w MCC","113"
"WV","235","Coronary bypass w/o cardiac cath w MCC","82"
"WY","235","Coronary bypass w/o cardiac cath w MCC","11"
"AK","244","Permanent cardiac pacemaker implant w/o CC/MCC","65"
"AL","244","Permanent cardiac pacemaker implant w/o CC/MCC","503"
"AR","244","Permanent cardiac pacemaker implant w/o CC/MCC","443"
"AZ","244","Permanent cardiac pacemaker implant w/o CC/MCC","537"
"CA","244","Permanent cardiac pacemaker implant w/o CC/MCC","2077"
"CO","244","Permanent cardiac pacemaker implant w/o CC/MCC","234"
"CT","244","Permanent cardiac pacemaker implant w/o CC/MCC","383"
"DC","244","Permanent cardiac pacemaker implant w/o CC/MCC","81"
"DE","244","Permanent cardiac pacemaker implant w/o CC/MCC","102"
"FL","244","Permanent cardiac pacemaker implant w/o CC/MCC","2220"
"GA","244","Permanent cardiac pacemaker implant w/o CC/MCC","680"
"GU","244","Permanent cardiac pacemaker implant w/o CC/MCC","*"
"HI","244","Permanent cardiac pacemaker implant w/o CC/MCC","64"
"IA","244","Permanent cardiac pacemaker implant w/o CC/MCC","318"
"ID","244","Permanent cardiac pacemaker implant w/o CC/MCC","113"
"IL","244","Permanent cardiac pacemaker implant w/o CC/MCC","1260"
"IN","244","Permanent cardiac pacemaker implant w/o CC/MCC","832"
"KS","244","Permanent cardiac pacemaker implant w/o CC/MCC","334"
"KY","244","Permanent cardiac pacemaker implant w/o CC/MCC","563"
"LA","244","Permanent cardiac pacemaker implant w/o CC/MCC","399"
"MA","244","Permanent cardiac pacemaker implant w/o CC/MCC","640"
"MD","244","Permanent cardiac pacemaker implant w/o CC/MCC","401"
"ME","244","Permanent cardiac pacemaker implant w/o CC/MCC","151"
"MI","244","Permanent cardiac pacemaker implant w/o CC/MCC","1049"
"MN","244","Permanent cardiac pacemaker implant w/o CC/MCC","519"
"MO","244","Permanent cardiac pacemaker implant w/o CC/MCC","658"
"MS","244","Permanent cardiac pacemaker implant w/o CC/MCC","398"
"MT","244","Permanent cardiac pacemaker implant w/o CC/MCC","95"
"NC","244","Permanent cardiac pacemaker implant w/o CC/MCC","916"
"ND","244","Permanent cardiac pacemaker implant w/o CC/MCC","121"
"NE","244","Permanent cardiac pacemaker implant w/o CC/MCC","255"
"NH","244","Permanent cardiac pacemaker implant w/o CC/MCC","142"
"NJ","244","Permanent cardiac pacemaker implant w/o CC/MCC","1067"
"NM","244","Permanent cardiac pacemaker implant w/o CC/MCC","108"
"NV","244","Permanent cardiac pacemaker implant w/o CC/MCC","150"
"NY","244","Permanent cardiac pacemaker implant w/o CC/MCC","1944"
"OH","244","Permanent cardiac pacemaker implant w/o CC/MCC","1106"
"OK","244","Permanent cardiac pacemaker implant w/o CC/MCC","355"
"OR","244","Permanent cardiac pacemaker implant w/o CC/MCC","234"
"PA","244","Permanent cardiac pacemaker implant w/o CC/MCC","1347"
"PR","244","Permanent cardiac pacemaker implant w/o CC/MCC","101"
"RI","244","Permanent cardiac pacemaker implant w/o CC/MCC","36"
"SC","244","Permanent cardiac pacemaker implant w/o CC/MCC","553"
"SD","244","Permanent cardiac pacemaker implant w/o CC/MCC","129"
"TN","244","Permanent cardiac pacemaker implant w/o CC/MCC","668"
"TX","244","Permanent cardiac pacemaker implant w/o CC/MCC","1739"
"UT","244","Permanent cardiac pacemaker implant w/o CC/MCC","146"
"VA","244","Permanent cardiac pacemaker implant w/o CC/MCC","707"
"VI","244","Permanent cardiac pacemaker implant w/o CC/MCC","*"
"VT","244","Permanent cardiac pacemaker implant w/o CC/MCC","53"
"WA","244","Permanent cardiac pacemaker implant w/o CC/MCC","437"
"WI","244","Permanent cardiac pacemaker implant w/o CC/MCC","455"
"WV","244","Permanent cardiac pacemaker implant w/o CC/MCC","277"
"WY","244","Permanent cardiac pacemaker implant w/o CC/MCC","31"
"AK","243","Permanent cardiac pacemaker implant w CC","62"
"AL","243","Permanent cardiac pacemaker implant w CC","543"
"AR","243","Permanent cardiac pacemaker implant w CC","377"
"AZ","243","Permanent cardiac pacemaker implant w CC","622"
"CA","243","Permanent cardiac pacemaker implant w CC","2447"
"CO","243","Permanent cardiac pacemaker implant w CC","320"
"CT","243","Permanent cardiac pacemaker implant w CC","445"
"DC","243","Permanent cardiac pacemaker implant w CC","97"
"DE","243","Permanent cardiac pacemaker implant w CC","99"
"FL","243","Permanent cardiac pacemaker implant w CC","2562"
"GA","243","Permanent cardiac pacemaker implant w CC","711"
"GU","243","Permanent cardiac pacemaker implant w CC","*"
"HI","243","Permanent cardiac pacemaker implant w CC","79"
"IA","243","Permanent cardiac pacemaker implant w CC","325"
"ID","243","Permanent cardiac pacemaker implant w CC","85"
"IL","243","Permanent cardiac pacemaker implant w CC","1504"
"IN","243","Permanent cardiac pacemaker implant w CC","801"
"KS","243","Permanent cardiac pacemaker implant w CC","397"
"KY","243","Permanent cardiac pacemaker implant w CC","526"
"LA","243","Permanent cardiac pacemaker implant w CC","412"
"MA","243","Permanent cardiac pacemaker implant w CC","815"
"MD","243","Permanent cardiac pacemaker implant w CC","493"
"ME","243","Permanent cardiac pacemaker implant w CC","172"
"MI","243","Permanent cardiac pacemaker implant w CC","1303"
"MN","243","Permanent cardiac pacemaker implant w CC","637"
"MO","243","Permanent cardiac pacemaker implant w CC","786"
"MS","243","Permanent cardiac pacemaker implant w CC","396"
"MT","243","Permanent cardiac pacemaker implant w CC","88"
"NC","243","Permanent cardiac pacemaker implant w CC","1017"
"ND","243","Permanent cardiac pacemaker implant w CC","126"
"NE","243","Permanent cardiac pacemaker implant w CC","267"
"NH","243","Permanent cardiac pacemaker implant w CC","175"
"NJ","243","Permanent cardiac pacemaker implant w CC","1241"
"NM","243","Permanent cardiac pacemaker implant w CC","98"
"NV","243","Permanent cardiac pacemaker implant w CC","192"
"NY","243","Permanent cardiac pacemaker implant w CC","1998"
"OH","243","Permanent cardiac pacemaker implant w CC","1265"
"OK","243","Permanent cardiac pacemaker implant w CC","424"
"OR","243","Permanent cardiac pacemaker implant w CC","242"
"PA","243","Permanent cardiac pacemaker implant w CC","1579"
"PR","243","Permanent cardiac pacemaker implant w CC","43"
"RI","243","Permanent cardiac pacemaker implant w CC","75"
"SC","243","Permanent cardiac pacemaker implant w CC","573"
"SD","243","Permanent cardiac pacemaker implant w CC","139"
"TN","243","Permanent cardiac pacemaker implant w CC","854"
"TX","243","Permanent cardiac pacemaker implant w CC","2131"
"UT","243","Permanent cardiac pacemaker implant w CC","132"
"VA","243","Permanent cardiac pacemaker implant w CC","836"
"VI","243","Permanent cardiac pacemaker implant w CC","*"
"VT","243","Permanent cardiac pacemaker implant w CC","70"
