"State","Condition","Measure Name","Category","Number of Hospitals"
"MP      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"MS      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"MS      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",76
"MS      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"MS      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"MS      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",92
"MS      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"MS      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"MS      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",94
"MS      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",1
"MT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"MT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",41
"MT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"MT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"MT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",56
"MT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"MT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"MT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",60
"MT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"NC      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"NC      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",103
"NC      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"NC      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"NC      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",107
"NC      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"NC      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",1
"NC      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",105
"NC      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",3
"ND      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"ND      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",35
"ND      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"ND      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"ND      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",42
"ND      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"ND      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"ND      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",42
"ND      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",1
"NE      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"NE      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",68
"NE      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"NE      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"NE      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",84
"NE      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"NE      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"NE      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",83
"NE      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",2
"NH      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"NH      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",25
"NH      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"NH      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"NH      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",26
"NH      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"NH      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"NH      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",26
"NH      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"NJ      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",1
"NJ      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",73
"NJ      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"NJ      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",2
"NJ      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",72
"NJ      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"NJ      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",1
"NJ      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",71
"NJ      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",2
"NM      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"NM      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",38
"NM      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"NM      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"NM      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",39
"NM      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",1
"NM      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"NM      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",42
"NM      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"NV      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"NV      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",26
"NV      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"NV      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"NV      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",31
"NV      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",1
"NV      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"NV      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",32
"NV      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"NY      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",3
"NY      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",181
"NY      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"NY      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",7
"NY      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",179
"NY      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",3
"NY      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",5
"NY      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",181
"NY      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",5
"OH      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"OH      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",156
"OH      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"OH      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",1
"OH      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",156
"OH      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",1
"OH      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",4
"OH      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",151
"OH      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",3
"OK      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"OK      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",100
"OK      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"OK      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"OK      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",115
"OK      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"OK      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"OK      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",113
"OK      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",2
"OR      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"OR      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",52
"OR      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"OR      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"OR      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",54
"OR      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",2
"OR      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"OR      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",57
"OR      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"PA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",1
"PA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",159
"PA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"PA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",2
"PA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",159
"PA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"PA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",4
"PA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",153
"PA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",5
"PR      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"PR      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",46
"PR      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"PR      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"PR      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",47
"PR      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"PR      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"PR      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",47
"PR      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",1
"RI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"RI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",10
"RI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"RI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"RI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",10
"RI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"RI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"RI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",10
"RI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"SC      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"SC      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",55
"SC      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"SC      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"SC      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",56
"SC      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",2
"SC      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"SC      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",56
"SC      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",2
"SD      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"SD      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",40
"SD      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"SD      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"SD      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",52
"SD      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"SD      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"SD      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",55
"SD      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"TN      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"TN      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",114
"TN      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"TN      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",1
"TN      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",114
"TN      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",2
"TN      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"TN      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",115
"TN      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",3
"TX      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"TX      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",315
"TX      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"TX      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",3
"TX      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",346
"TX      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",4
"TX      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",2
"TX      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",349
"TX      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",5
"UT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"UT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",30
"UT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"UT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"UT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",40
"UT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"UT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"UT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",39
"UT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"VA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"VA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",79
"VA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"VA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"VA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",78
"VA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",3
"VA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"VA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",78
"VA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",4
"VI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"VI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",2
"VI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"VI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"VI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",2
"VI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"VI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"VI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",2
"VI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"VT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"VT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",13
"VT      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"VT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"VT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",14
"VT      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"VT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"VT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",13
"VT      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",1
"WA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"WA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",75
"WA      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"WA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"WA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",82
"WA      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",1
"WA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"WA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",86
"WA      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"WI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"WI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",115
"WI      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"WI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"WI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",120
"WI      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"WI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"WI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",119
"WI      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",1
"WV      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"WV      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",50
"WV      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"WV      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"WV      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",52
"WV      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"WV      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"WV      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",53
"WV      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Worse than U.S. National Rate",0
"WY      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Better than U.S. National Rate",0
"WY      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",23
"WY      ","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Worse than U.S. National Rate",0
"WY      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Better than U.S. National Rate",0
"WY      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",26
"WY      ","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",0
"WY      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Better than U.S. National Rate",0
"WY      ","Pneumonia","Hospital 30-Day Death (Mortality) Rates from Pneumonia","No different than U.S. National Rate",26
