"State","Condition","Measure Name","State Average"
"FL","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","92"
"FL","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"FL","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","94"
"FL","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","87"
"FL","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","88"
"FL","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","89"
"FL","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","90"
"FL","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","76"
"FL","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","81"
"FL","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","79"
"GA","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"GA","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"GA","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"GA","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","89"
"GA","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","85"
"GA","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","85"
"GA","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","90"
"GA","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","48"
"GA","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","63"
"GA","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","89"
"GA","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"GA","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","85"
"GA","Heart Failure","Heart Failure Patients Given Discharge Instructions","68"
"GA","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","91"
"GA","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","71"
"GA","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","72"
"GA","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","91"
"GA","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"GA","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","87"
"GA","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","86"
"GA","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","90"
"GA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","80"
"GA","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","90"
"GA","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","75"
"GA","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","80"
"GA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","78"
"GU","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"GU","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"GU","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","100"
"GU","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","79"
"GU","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","83"
"GU","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","97"
"GU","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","93"
"GU","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","0"
"GU","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival",
"GU","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","50"
"GU","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","40"
"GU","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","58"
"GU","Heart Failure","Heart Failure Patients Given Discharge Instructions","8"
"GU","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","60"
"GU","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","50"
"GU","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","25"
"GU","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","100"
"GU","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"GU","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","42"
"GU","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","86"
"GU","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","67"
"GU","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision",
"GU","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery",
"GU","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots",
"GU","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries",
"GU","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery",
"HI","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"HI","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"HI","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","92"
"HI","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","96"
"HI","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","95"
"HI","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","94"
"HI","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","95"
"HI","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","28"
"HI","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","53"
"HI","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","85"
"HI","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"HI","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","87"
"HI","Heart Failure","Heart Failure Patients Given Discharge Instructions","63"
"HI","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","90"
"HI","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","62"
"HI","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","63"
"HI","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","96"
"HI","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"HI","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","74"
"HI","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","88"
"HI","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","87"
"HI","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","80"
"HI","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","93"
"HI","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","67"
"HI","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","72"
"HI","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","81"
"IA","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"IA","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"IA","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","96"
"IA","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","92"
"IA","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","91"
"IA","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","86"
"IA","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","91"
"IA","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","47"
"IA","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","77"
"IA","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","99"
"IA","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"IA","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","81"
"IA","Heart Failure","Heart Failure Patients Given Discharge Instructions","66"
"IA","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","83"
"IA","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","79"
"IA","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","85"
"IA","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","94"
"IA","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"IA","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","76"
"IA","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","88"
"IA","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","92"
"IA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","87"
"IA","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","93"
"IA","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","79"
"IA","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","81"
"IA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","80"
"ID","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"ID","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"ID","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"ID","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","98"
"ID","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","96"
"ID","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","88"
"ID","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","90"
"ID","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","33"
"ID","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","82"
"ID","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","99"
"ID","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","86"
"ID","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","92"
"ID","Heart Failure","Heart Failure Patients Given Discharge Instructions","76"
"ID","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","88"
"ID","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","78"
"ID","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","81"
"ID","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","96"
"ID","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"ID","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","85"
"ID","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","89"
"ID","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","93"
"ID","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","84"
"ID","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","95"
"ID","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","77"
"ID","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","80"
"ID","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","76"
"IL","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"IL","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"IL","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"IL","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","94"
"IL","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","91"
"IL","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","89"
"IL","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","92"
"IL","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","27"
"IL","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","64"
"IL","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","92"
"IL","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"IL","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","91"
"IL","Heart Failure","Heart Failure Patients Given Discharge Instructions","75"
"IL","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","91"
"IL","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","71"
"IL","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","75"
"IL","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","93"
"IL","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"IL","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","87"
"IL","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","87"
"IL","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"IL","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","85"
"IL","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","92"
"IL","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","79"
"IL","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","83"
"IL","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","78"
"IN","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"IN","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"IN","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","90"
"IN","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","94"
"IN","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","92"
"IN","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","88"
"IN","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","95"
"IN","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","43"
"IN","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","66"
"IN","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","91"
"IN","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"IN","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","90"
"IN","Heart Failure","Heart Failure Patients Given Discharge Instructions","76"
"IN","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","91"
"IN","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","79"
"IN","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","83"
"IN","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","94"
"IN","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"IN","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","89"
"IN","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","86"
"IN","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91"
"IN","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","85"
"IN","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","93"
"IN","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","78"
"IN","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","82"
"IN","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","81"
"KS","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"KS","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"KS","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","77"
"KS","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","86"
"KS","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","85"
"KS","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","83"
"KS","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","86"
"KS","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","14"
"KS","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","70"
"KS","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","92"
"KS","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","76"
"KS","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","70"
"KS","Heart Failure","Heart Failure Patients Given Discharge Instructions","48"
"KS","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","67"
"KS","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","60"
"KS","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","64"
"KS","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","91"
"KS","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","100"
"KS","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","63"
"KS","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","83"
"KS","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","92"
"KS","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","84"
"KS","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","89"
"KS","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","74"
"KS","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","77"
"KS","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","80"
"KY","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"KY","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"KY","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"KY","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","92"
"KY","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","87"
"KY","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","84"
"KY","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","89"
"KY","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","38"
"KY","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","64"
"KY","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","93"
"KY","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"KY","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","81"
"KY","Heart Failure","Heart Failure Patients Given Discharge Instructions","68"
"KY","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","88"
"KY","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","77"
"KY","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","80"
"KY","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","94"
"KY","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"KY","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","89"
"KY","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","84"
"KY","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","88"
"KY","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","82"
"KY","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","88"
"KY","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","76"
"KY","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","80"
"KY","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","78"
"LA","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"LA","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"LA","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"LA","Heart Attack","Heart Attack Patients Given Aspirin at Arrival","93"
"LA","Heart Attack","Heart Attack Patients Given Aspirin at Discharge","92"
"LA","Heart Attack","Heart Attack Patients Given Beta Blocker at Arrival","89"
"LA","Heart Attack","Heart Attack Patients Given Beta Blocker at Discharge","92"
"LA","Heart Attack","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","37"
"LA","Heart Attack","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","47"
"LA","Heart Attack","Heart Attack Patients Given Smoking Cessation Advice/Counseling","92"
"LA","Heart Failure","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"LA","Heart Failure","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","85"
"LA","Heart Failure","Heart Failure Patients Given Discharge Instructions","63"
"LA","Heart Failure","Heart Failure Patients Given Smoking Cessation Advice/Counseling","87"
"LA","Pneumonia","Pneumonia Patients Assessed and Given Influenza Vaccination","71"
"LA","Pneumonia","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","73"
"LA","Pneumonia","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","92"
"LA","Pneumonia","Pneumonia Patients Given Oxygenation Assessment","99"
"LA","Pneumonia","Pneumonia Patients Given Smoking Cessation Advice/Counseling","82"
"LA","Pneumonia","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","83"
"LA","Pneumonia","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","85"
"LA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","81"
"LA","Surgical Infection Prevention","Surgery Patients Who Received the Appropriate Preventative Antibiotic(s) for Their Surgery","81"
"LA","Surgical Infection Prevention","Surgery Patients Who Received Treatment To Prevent Blood Clots Within 24 Hours Before or After Selected Surgeries to Prevent Blood Clots","75"
"LA","Surgical Infection Prevention","Surgery Patients Whose Doctors Ordered Treatments to Prevent Blood Clots (Venous Thromboembolism) For Certain Types of Surgeries","79"
"LA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","74"
"MA","Children&#8217;s Asthma Care","Children Who Received Reliever Medication While Hospitalized for Asthma",
"MA","Children&#8217;s Asthma Care","Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma",
"MA","Heart Attack","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","90"
