"State","Condition","Measure Name","State Average"
"KS","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","63"
"KS","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","71"
"KS","Pneumonia","Patients Given Oxygenation Assessment","99"
"KS","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","51"
"KS","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","83"
"KS","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","75"
"KS","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","36"
"KS","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","69"
"KS","Heart Failure","Patients Given Discharge Instructions","37"
"KS","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","57"
"KS","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"KS","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","53"
"KS","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","72"
"KS","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","67"
"KS","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","71"
"KY","Heart Attack","Patients Given Aspirin at Arrival","88"
"KY","Heart Attack","Patients Given Aspirin at Discharge","87"
"KY","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","73"
"KY","Heart Attack","Patients Given Beta Blocker at Discharge","84"
"KY","Heart Attack","Patients Given Beta Blocker at Arrival","81"
"KY","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","76"
"KY","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","76"
"KY","Pneumonia","Patients Given Oxygenation Assessment","99"
"KY","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","65"
"KY","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","79"
"KY","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","78"
"KY","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","34"
"KY","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","67"
"KY","Heart Failure","Patients Given Discharge Instructions","50"
"KY","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","80"
"KY","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","80"
"KY","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","78"
"KY","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","78"
"KY","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","74"
"KY","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","70"
"LA","Heart Attack","Patients Given Aspirin at Arrival","91"
"LA","Heart Attack","Patients Given Aspirin at Discharge","87"
"LA","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"LA","Heart Attack","Patients Given Beta Blocker at Discharge","86"
"LA","Heart Attack","Patients Given Beta Blocker at Arrival","85"
"LA","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","78"
"LA","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","77"
"LA","Pneumonia","Patients Given Oxygenation Assessment","98"
"LA","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","55"
"LA","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","74"
"LA","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","84"
"LA","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","23"
"LA","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","56"
"LA","Heart Failure","Patients Given Discharge Instructions","61"
"LA","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","79"
"LA","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","79"
"LA","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","75"
"LA","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","73"
"LA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","71"
"LA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","56"
"MA","Heart Attack","Patients Given Aspirin at Arrival","97"
"MA","Heart Attack","Patients Given Aspirin at Discharge","96"
"MA","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"MA","Heart Attack","Patients Given Beta Blocker at Discharge","96"
"MA","Heart Attack","Patients Given Beta Blocker at Arrival","96"
"MA","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","91"
"MA","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"MA","Pneumonia","Patients Given Oxygenation Assessment","100"
"MA","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","58"
"MA","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","78"
"MA","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","84"
"MA","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","27"
"MA","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","73"
"MA","Heart Failure","Patients Given Discharge Instructions","60"
"MA","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","76"
"MA","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"MA","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","73"
"MA","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","81"
"MA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","86"
"MA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","74"
"MD","Heart Attack","Patients Given Aspirin at Arrival","94"
"MD","Heart Attack","Patients Given Aspirin at Discharge","91"
"MD","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","79"
"MD","Heart Attack","Patients Given Beta Blocker at Discharge","91"
"MD","Heart Attack","Patients Given Beta Blocker at Arrival","90"
"MD","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","92"
"MD","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"MD","Pneumonia","Patients Given Oxygenation Assessment","100"
"MD","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","59"
"MD","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","70"
"MD","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","92"
"MD","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","38"
"MD","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","64"
"MD","Heart Failure","Patients Given Discharge Instructions","61"
"MD","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","88"
"MD","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"MD","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","87"
"MD","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","83"
"MD","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","80"
"MD","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","61"
"ME","Heart Attack","Patients Given Aspirin at Arrival","96"
"ME","Heart Attack","Patients Given Aspirin at Discharge","93"
"ME","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"ME","Heart Attack","Patients Given Beta Blocker at Discharge","95"
"ME","Heart Attack","Patients Given Beta Blocker at Arrival","92"
"ME","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","90"
"ME","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"ME","Pneumonia","Patients Given Oxygenation Assessment","100"
"ME","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","67"
"ME","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","84"
"ME","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","73"
"ME","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","51"
"ME","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","78"
"ME","Heart Failure","Patients Given Discharge Instructions","63"
"ME","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","84"
"ME","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","81"
"ME","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","74"
"ME","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","82"
"ME","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","79"
"ME","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","82"
"MI","Heart Attack","Patients Given Aspirin at Arrival","93"
"MI","Heart Attack","Patients Given Aspirin at Discharge","92"
"MI","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"MI","Heart Attack","Patients Given Beta Blocker at Discharge","91"
"MI","Heart Attack","Patients Given Beta Blocker at Arrival","88"
"MI","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","88"
"MI","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"MI","Pneumonia","Patients Given Oxygenation Assessment","99"
"MI","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","63"
"MI","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","81"
"MI","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","86"
"MI","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","19"
"MI","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","71"
"MI","Heart Failure","Patients Given Discharge Instructions","65"
"MI","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","82"
"MI","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","84"
"MI","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","80"
"MI","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","85"
"MI","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","84"
"MI","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","79"
"MN","Heart Attack","Patients Given Aspirin at Arrival","92"
"MN","Heart Attack","Patients Given Aspirin at Discharge","94"
"MN","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","86"
"MN","Heart Attack","Patients Given Beta Blocker at Discharge","91"
"MN","Heart Attack","Patients Given Beta Blocker at Arrival","90"
"MN","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","77"
"MN","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"MN","Pneumonia","Patients Given Oxygenation Assessment","100"
"MN","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","68"
"MN","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","83"
"MN","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","82"
"MN","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","34"
"MN","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","86"
"MN","Heart Failure","Patients Given Discharge Instructions","49"
"MN","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","65"
"MN","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"MN","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","67"
"MN","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","78"
"MN","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","68"
"MN","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","73"
"MO","Heart Attack","Patients Given Aspirin at Arrival","91"
"MO","Heart Attack","Patients Given Aspirin at Discharge","89"
"MO","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"MO","Heart Attack","Patients Given Beta Blocker at Discharge","83"
"MO","Heart Attack","Patients Given Beta Blocker at Arrival","83"
"MO","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","77"
"MO","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","79"
"MO","Pneumonia","Patients Given Oxygenation Assessment","99"
"MO","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","62"
"MO","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","80"
"MO","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","85"
"MO","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","42"
"MO","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","66"
"MO","Heart Failure","Patients Given Discharge Instructions","57"
"MO","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","76"
"MO","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"MO","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","72"
"MO","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","77"
"MO","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","82"
"MO","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","73"
"MP","Heart Attack","Patients Given Aspirin at Arrival","91"
"MP","Heart Attack","Patients Given Aspirin at Discharge","94"
"MP","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","60"
"MP","Heart Attack","Patients Given Beta Blocker at Discharge","74"
"MP","Heart Attack","Patients Given Beta Blocker at Arrival","73"
"MP","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","78"
"MP","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","77"
"MP","Pneumonia","Patients Given Oxygenation Assessment","100"
"MP","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","59"
"MP","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","78"
"MP","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","100"
"MP","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","0"
"MP","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival",
"MP","Heart Failure","Patients Given Discharge Instructions","0"
"MP","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","55"
"MP","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","88"
"MP","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","100"
"MP","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","54"
"MP","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","50"
"MP","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","100"
"MS","Heart Attack","Patients Given Aspirin at Arrival","84"
"MS","Heart Attack","Patients Given Aspirin at Discharge","80"
"MS","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","74"
"MS","Heart Attack","Patients Given Beta Blocker at Discharge","78"
"MS","Heart Attack","Patients Given Beta Blocker at Arrival","70"
"MS","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","75"
"MS","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"MS","Pneumonia","Patients Given Oxygenation Assessment","96"
"MS","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","54"
"MS","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","77"
"MS","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","78"
"MS","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","43"
"MS","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","61"
"MS","Heart Failure","Patients Given Discharge Instructions","49"
"MS","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","83"
"MS","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"MS","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","77"
"MS","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","76"
"MS","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","67"
"MS","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","61"
"MT","Heart Attack","Patients Given Aspirin at Arrival","93"
"MT","Heart Attack","Patients Given Aspirin at Discharge","89"
"MT","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"MT","Heart Attack","Patients Given Beta Blocker at Discharge","91"
"MT","Heart Attack","Patients Given Beta Blocker at Arrival","91"
"MT","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","66"
"MT","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"MT","Pneumonia","Patients Given Oxygenation Assessment","98"
"MT","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","71"
"MT","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","84"
"MT","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","72"
"MT","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","33"
"MT","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","79"
"MT","Heart Failure","Patients Given Discharge Instructions","38"
"MT","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","58"
"MT","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","85"
"MT","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","58"
"MT","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","79"
"MT","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","83"
"MT","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","82"
"NC","Heart Attack","Patients Given Aspirin at Arrival","93"
"NC","Heart Attack","Patients Given Aspirin at Discharge","89"
"NC","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"NC","Heart Attack","Patients Given Beta Blocker at Discharge","87"
"NC","Heart Attack","Patients Given Beta Blocker at Arrival","86"
"NC","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","86"
"NC","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"NC","Pneumonia","Patients Given Oxygenation Assessment","100"
"NC","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","65"
"NC","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","77"
"NC","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","81"
"NC","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","33"
"NC","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","64"
"NC","Heart Failure","Patients Given Discharge Instructions","61"
"NC","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","84"
"NC","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"NC","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","82"
"NC","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","78"
"NC","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","82"
"NC","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","72"
"ND","Heart Attack","Patients Given Aspirin at Arrival","94"
"ND","Heart Attack","Patients Given Aspirin at Discharge","96"
"ND","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"ND","Heart Attack","Patients Given Beta Blocker at Discharge","87"
"ND","Heart Attack","Patients Given Beta Blocker at Arrival","83"
"ND","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","73"
"ND","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"ND","Pneumonia","Patients Given Oxygenation Assessment","100"
"ND","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","63"
"ND","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","88"
"ND","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","76"
"ND","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","36"
"ND","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","81"
"ND","Heart Failure","Patients Given Discharge Instructions","63"
"ND","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","64"
"ND","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","81"
"ND","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","67"
"ND","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","80"
"ND","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","89"
"ND","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","72"
"NE","Heart Attack","Patients Given Aspirin at Arrival","87"
"NE","Heart Attack","Patients Given Aspirin at Discharge","89"
"NE","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","83"
"NE","Heart Attack","Patients Given Beta Blocker at Discharge","90"
"NE","Heart Attack","Patients Given Beta Blocker at Arrival","75"
"NE","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","68"
"NE","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"NE","Pneumonia","Patients Given Oxygenation Assessment","100"
"NE","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","68"
"NE","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","89"
"NE","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","73"
"NE","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","29"
"NE","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","76"
"NE","Heart Failure","Patients Given Discharge Instructions","52"
"NE","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","55"
"NE","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","86"
"NE","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","54"
"NE","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","85"
"NE","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","76"
"NE","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","80"
"NH","Heart Attack","Patients Given Aspirin at Arrival","96"
"NH","Heart Attack","Patients Given Aspirin at Discharge","94"
"NH","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"NH","Heart Attack","Patients Given Beta Blocker at Discharge","95"
"NH","Heart Attack","Patients Given Beta Blocker at Arrival","96"
"NH","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","88"
"NH","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"NH","Pneumonia","Patients Given Oxygenation Assessment","100"
"NH","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","68"
"NH","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","80"
"NH","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","75"
"NH","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","18"
"NH","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","69"
"NH","Heart Failure","Patients Given Discharge Instructions","57"
"NH","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","73"
"NH","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","84"
"NH","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","82"
"NH","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","85"
"NH","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","67"
"NH","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","72"
"NJ","Heart Attack","Patients Given Aspirin at Arrival","96"
"NJ","Heart Attack","Patients Given Aspirin at Discharge","91"
"NJ","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","86"
"NJ","Heart Attack","Patients Given Beta Blocker at Discharge","94"
"NJ","Heart Attack","Patients Given Beta Blocker at Arrival","95"
"NJ","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","94"
"NJ","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","86"
"NJ","Pneumonia","Patients Given Oxygenation Assessment","99"
"NJ","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","79"
"NJ","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","79"
"NJ","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","90"
"NJ","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","24"
"NJ","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","68"
"NJ","Heart Failure","Patients Given Discharge Instructions","70"
"NJ","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","90"
"NJ","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","89"
"NJ","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","89"
"NJ","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","82"
"NJ","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","85"
"NJ","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","74"
"NM","Heart Attack","Patients Given Aspirin at Arrival","83"
"NM","Heart Attack","Patients Given Aspirin at Discharge","78"
"NM","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","63"
"NM","Heart Attack","Patients Given Beta Blocker at Discharge","79"
"NM","Heart Attack","Patients Given Beta Blocker at Arrival","79"
"NM","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","62"
"NM","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"NM","Pneumonia","Patients Given Oxygenation Assessment","99"
"NM","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","47"
"NM","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","75"
