"State","Condition","Measure Name","Category","Number of Hospitals"
"Nation","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Better than U.S. National Rate","64"
"AL","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","4"
"AK","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","6"
"AZ","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","10"
"AR","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","2"
"CA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","54"
"CO","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","12"
"CT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","1"
"DE","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","0"
"DC","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","0"
"FL","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","9"
"GA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","5"
"HI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","6"
"ID","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","4"
"IL","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","5"
"IN","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","2"
"IA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","3"
"KS","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","12"
"KY","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","2"
"LA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","23"
"ME","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","0"
"MD","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","1"
"MA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","3"
"MI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","4"
"MN","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","13"
"MS","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","8"
"MO","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","5"
"MT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","16"
"NE","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","7"
"NV","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","3"
"NH","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","0"
"NJ","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","0"
"NM","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","3"
"NY","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","5"
"NC","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","3"
"ND","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","2"
"OH","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","4"
"OK","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","11"
"OR","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","2"
"PA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","6"
"PR","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","13"
"RI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","1"
"SC","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","1"
"SD","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","6"
"TN","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","6"
"TX","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","52"
"UT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","4"
"VT","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","0"
"VI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","0"
"VA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","7"
"WA","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","9"
"WV","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","1"
"WI","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","3"
"WY","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","4"
"AS","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","0"
"GU","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","0"
"MP","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","0"
"Nation","Pneumonia","Pneumonia (PN) 30-Day Readmission Rate","Number of Cases Too Small*","363"
"AL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"AK","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"AZ","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"AR","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","7"
"CA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","26"
"CO","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"CT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"DE","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"DC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"FL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","9"
"GA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","12"
"HI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"ID","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"IL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","10"
"IN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","4"
"IA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"KS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"KY","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"LA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","4"
"ME","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"MD","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"MA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"MI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"MN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"MS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"MO","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"MT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"NE","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"NV","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"NH","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"NJ","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"NM","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"NY","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","14"
"NC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","10"
"ND","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"OH","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","7"
"OK","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","7"
"OR","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"PA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","5"
"PR","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","7"
"RI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"SC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"SD","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"TN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","10"
"TX","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","14"
"UT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"VT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"VI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"VA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"WA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","4"
"WV","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"WI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","4"
"WY","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"AS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"GU","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"MP","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"Nation","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","221"
"AL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","95"
"AK","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","16"
"AZ","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","65"
"AR","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","67"
"CA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","258"
"CO","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","59"
"CT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","26"
"DE","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","5"
"DC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","7"
"FL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","155"
"GA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","121"
"HI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","13"
"ID","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","31"
"IL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","149"
"IN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","104"
"IA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","104"
"KS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","109"
"KY","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","85"
"LA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","88"
"ME","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","33"
"MD","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","37"
"MA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","49"
"MI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","114"
"MN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","113"
"MS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","81"
"MO","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","100"
"MT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","41"
"NE","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","72"
"NV","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","27"
"NH","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","22"
"NJ","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","61"
"NM","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","40"
"NY","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","155"
"NC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","96"
"ND","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","41"
"OH","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","138"
"OK","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","97"
"OR","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","53"
"PA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","143"
"PR","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","29"
"RI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","10"
"SC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","50"
"SD","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","47"
"TN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","101"
"TX","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","300"
"UT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","36"
"VT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","13"
"VI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","2"
"VA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","73"
"WA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","71"
"WV","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","48"
"WI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","113"
"WY","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","23"
"AS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","1"
"GU","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","0"
"MP","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","1"
"Nation","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","3988"
"AL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","44"
"AK","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","4"
"AZ","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","43"
"AR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","30"
"CA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","200"
"CO","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","29"
"CT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","28"
"DE","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","5"
"DC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","5"
"FL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","140"
"GA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","63"
"HI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","10"
"ID","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","9"
"IL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","103"
"IN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","61"
"IA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","26"
"KS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","25"
"KY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","43"
"LA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","49"
"ME","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","25"
"MD","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","39"
"MA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","53"
"MI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","76"
"MN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","30"
"MS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","28"
"MO","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","51"
"MT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","9"
"NE","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","18"
"NV","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","16"
"NH","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","18"
"NJ","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","67"
"NM","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","11"
"NY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","139"
"NC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","69"
"ND","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","7"
"OH","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","104"
"OK","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","33"
"OR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","27"
"PA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","125"
"PR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","26"
"RI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","10"
"SC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","33"
"SD","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","8"
"TN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","61"
"TX","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","185"
"UT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","14"
"VT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","10"
"VI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","1"
"VA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","65"
"WA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","42"
"WV","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","25"
"WI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","58"
"WY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","2"
"AS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","0"
"GU","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","1"
"MP","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","0"
"Nation","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","No different than U.S. National Rate","2403"
"AL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"AK","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"AZ","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"AR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"CA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"CO","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"CT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"DE","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"DC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"FL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"GA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"HI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"ID","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"IL","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","4"
"IN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","2"
"IA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"KS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"KY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"LA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"ME","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"MD","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"MA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","4"
"MI","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","1"
"MN","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"MS","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"MO","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","2"
"MT","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"NE","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"NV","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"NH","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"NJ","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","3"
"NM","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"NY","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","12"
"NC","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","2"
"ND","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"OH","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","4"
"OK","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"OR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
"PA","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","3"
"PR","Heart Attack","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","Worse than U.S. National Rate","0"
