"State","HCAHPS Question","HCAHPS Measure Code","HCAHPS Answer Description","HCAHPS Answer Percent"
"KY","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","60"
"LA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","71"
"ME","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","57"
"MD","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","53"
"MA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","51"
"MI","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","55"
"MN","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","61"
"MS","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","70"
"MO","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","57"
"MT","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","59"
"NE","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","59"
"NV","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","55"
"NH","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","55"
"NJ","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","51"
"NM","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","57"
"NY","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","48"
"NC","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","62"
"ND","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","59"
"OH","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","54"
"OK","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","65"
"OR","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","52"
"PA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","50"
"PR","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","N/A"
"RI","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","51"
"SC","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","66"
"SD","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","67"
"TN","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","65"
"TX","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","66"
"UT","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","58"
"VT","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","55"
"VI","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","43"
"VA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","57"
"WA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","51"
"WV","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","52"
"WI","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","60"
"WY","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","61"
"AS","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","N/A"
"GU","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","N/A"
"MP","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","N/A"
"AL","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"AK","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"AZ","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","10"
"AR","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","10"
"CA","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","11"
"CO","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"CT","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"DE","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","10"
"DC","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","14"
"FL","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","12"
"GA","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","10"
"HI","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","13"
"ID","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"IL","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","10"
"IN","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"IA","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","6"
"KS","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"KY","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"LA","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"ME","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"MD","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","11"
"MA","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"MI","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"MN","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"MS","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"MO","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"MT","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"NE","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","6"
"NV","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","12"
"NH","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"NJ","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","12"
"NM","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","12"
"NY","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","13"
"NC","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"ND","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"OH","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"OK","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"OR","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"PA","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","10"
"PR","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","N/A"
"RI","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","10"
"SC","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"SD","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","6"
"TN","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"TX","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"UT","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"VT","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","6"
"VI","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","11"
"VA","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","10"
"WA","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"WV","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","10"
"WI","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"WY","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"AS","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","N/A"
"GU","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","N/A"
"MP","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","N/A"
"AL","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"AK","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","27"
"AZ","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","24"
"AR","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","24"
"CA","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","26"
"CO","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","22"
"CT","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","25"
"DE","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","27"
"DC","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","28"
"FL","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","25"
"GA","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","24"
"HI","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","28"
"ID","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"IL","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","25"
"IN","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","22"
"IA","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","22"
"KS","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","21"
"KY","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","24"
"LA","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","20"
"ME","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","22"
"MD","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","27"
"MA","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","25"
"MI","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","24"
"MN","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"MS","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","24"
"MO","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"MT","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","28"
"NE","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"NV","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","25"
"NH","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"NJ","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","27"
"NM","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","27"
"NY","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","28"
"NC","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"ND","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","28"
"OH","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"OK","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"OR","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","25"
"PA","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","26"
"PR","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","N/A"
"RI","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","26"
"SC","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"SD","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","21"
"TN","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","24"
"TX","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","22"
"UT","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","23"
"VT","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","24"
"VI","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","42"
"VA","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","26"
"WA","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","25"
"WV","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","26"
"WI","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","22"
"WY","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","26"
"AS","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","N/A"
"GU","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","N/A"
"MP","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of7 or 8 (medium)","N/A"
"AL","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","69"
"AK","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","64"
"AZ","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","66"
"AR","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","66"
"CA","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","63"
"CO","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","71"
"CT","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","66"
"DE","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","63"
"DC","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","58"
"FL","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","63"
"GA","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","66"
"HI","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","59"
"ID","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","70"
"IL","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","65"
"IN","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","71"
"IA","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","72"
"KS","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","72"
"KY","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","68"
"LA","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","72"
"ME","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","71"
"MD","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","62"
"MA","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","67"
"MI","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","68"
"MN","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","70"
"MS","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","67"
"MO","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","68"
"MT","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","63"
"NE","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","71"
"NV","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","63"
"NH","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","70"
"NJ","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","61"
"NM","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","61"
"NY","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","59"
"NC","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","69"
"ND","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","63"
"OH","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","68"
"OK","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","69"
"OR","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","67"
"PA","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","64"
"PR","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","N/A"
"RI","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","64"
"SC","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","68"
"SD","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","73"
"TN","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","67"
"TX","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","69"
"UT","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","70"
"VT","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","70"
"VI","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","47"
"VA","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","64"
"WA","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","66"
"WV","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","64"
"WI","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","71"
"WY","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","65"
"AS","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","N/A"
"GU","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","N/A"
"MP","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","N/A"
"AL","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","65"
"AK","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","66"
"AZ","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","62"
"AR","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","64"
"CA","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","57"
"CO","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","66"
"CT","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","60"
"DE","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","61"
"DC","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","50"
"FL","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","58"
"GA","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","63"
"HI","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","57"
"ID","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","69"
"IL","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","61"
"IN","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","67"
"IA","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","68"
"KS","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","67"
"KY","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","66"
"LA","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","69"
"ME","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","69"
"MD","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","57"
"MA","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","63"
"MI","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","66"
"MN","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","70"
"MS","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","67"
"MO","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","65"
"MT","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","68"
"NE","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","69"
"NV","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","56"
"NH","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","69"
"NJ","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","57"
"NM","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","63"
"NY","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","56"
"NC","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","67"
"ND","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","66"
"OH","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","65"
"OK","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","69"
"OR","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","64"
"PA","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","63"
"PR","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","N/A"
"RI","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","62"
"SC","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","65"
"SD","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","75"
"TN","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","65"
"TX","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","65"
"UT","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","66"
"VT","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","70"
"VI","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","50"
"VA","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted","62"
