"State","Condition","Measure Code","Measure Name","Score"
"LA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.360"
"MA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.109"
"MD","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.064"
"ME","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.133"
"MI","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.135"
"MN","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.100"
"MO","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.227"
"MP","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","N/A"
"MS","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.203"
"MT","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.181"
"NC","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.115"
"ND","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.177"
"NE","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.152"
"NH","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.078"
"NJ","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.126"
"NM","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.142"
"NV","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.178"
"NY","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.141"
"OH","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.164"
"OK","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.372"
"OR","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.115"
"PA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.203"
"PR","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.049"
"RI","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.091"
"SC","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.162"
"SD","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.325"
"TN","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.219"
"TX","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.333"
"UT","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.111"
"VA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.144"
"VI","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.030"
"VT","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.086"
"WA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.106"
"WI","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.106"
"WV","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.304"
"WY","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.279"
"AK","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.014"
"AL","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.056"
"AR","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.064"
"AS","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","N/A"
"AZ","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.111"
"CA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.052"
"CO","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.032"
"CT","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.026"
"DC","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.052"
"DE","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.037"
"FL","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.047"
"GA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.070"
"GU","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","N/A"
"HI","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.012"
"IA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.060"
"ID","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.036"
"IL","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.098"
"IN","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.120"
"KS","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.065"
"KY","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.054"
"LA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.087"
"MA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.010"
"MD","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.013"
"ME","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.045"
"MI","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.068"
"MN","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.018"
"MO","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.059"
"MP","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","N/A"
"MS","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.075"
"MT","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.039"
"NC","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.037"
"ND","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.025"
"NE","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.033"
"NH","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.014"
"NJ","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.026"
"NM","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.057"
"NV","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.047"
"NY","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.024"
"OH","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.038"
"OK","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.134"
"OR","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.022"
"PA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.026"
"PR","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.044"
"RI","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.024"
"SC","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.030"
"SD","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.116"
"TN","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.102"
"TX","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.101"
"UT","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.040"
"VA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.030"
"VI","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.022"
"VT","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.015"
"WA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.024"
"WI","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.027"
"WV","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.063"
"WY","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)","0.067"
