"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Denominator","Footnote","Measure Start Date","Measure End Date"
"GU","656","Kidney and ureter procedures for neoplasm w MCC","Not Available","1","10/01/2012","09/30/2013"
"GU","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"GU","673","Other kidney and urinary tract procedures w MCC","Not Available","1","10/01/2012","09/30/2013"
"GU","674","Other kidney and urinary tract procedures w CC","11",,"10/01/2012","09/30/2013"
"GU","713","Transurethral prostatectomy w CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"GU","714","Transurethral prostatectomy w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"GU","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"GU","748","Female reproductive system reconstructive procedures","Not Available","1","10/01/2012","09/30/2013"
"HI","038","Extracranial procedures w CC","24",,"10/01/2012","09/30/2013"
"HI","039","Extracranial procedures w/o CC/MCC","21",,"10/01/2012","09/30/2013"
"HI","190","Chronic obstructive pulmonary disease w MCC","204",,"10/01/2012","09/30/2013"
"HI","191","Chronic obstructive pulmonary disease w CC","168",,"10/01/2012","09/30/2013"
"HI","192","Chronic obstructive pulmonary disease w/o CC/MCC","146",,"10/01/2012","09/30/2013"
"HI","193","Simple pneumonia and pleurisy w MCC","280",,"10/01/2012","09/30/2013"
"HI","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","41",,"10/01/2012","09/30/2013"
"HI","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","46",,"10/01/2012","09/30/2013"
"HI","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","14",,"10/01/2012","09/30/2013"
"HI","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","13",,"10/01/2012","09/30/2013"
"HI","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1","10/01/2012","09/30/2013"
"HI","226","Cardiac defibrillator implant w/o cardiac cath w MCC","14",,"10/01/2012","09/30/2013"
"HI","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","47",,"10/01/2012","09/30/2013"
"HI","235","Coronary bypass w/o cardiac cath w MCC","35",,"10/01/2012","09/30/2013"
"HI","236","Coronary bypass w/o cardiac cath w/o MCC","66",,"10/01/2012","09/30/2013"
"HI","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","38",,"10/01/2012","09/30/2013"
"HI","243","Permanent cardiac pacemaker implant w CC","79",,"10/01/2012","09/30/2013"
"HI","244","Permanent cardiac pacemaker implant w/o CC/MCC","64",,"10/01/2012","09/30/2013"
"HI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","180",,"10/01/2012","09/30/2013"
"HI","280","Acute myocardial infarction, discharged alive w MCC","234",,"10/01/2012","09/30/2013"
"HI","281","Acute myocardial infarction, discharged alive w CC","199",,"10/01/2012","09/30/2013"
"HI","282","Acute myocardial infarction, discharged alive w/o CC/MCC","109",,"10/01/2012","09/30/2013"
"HI","291","Heart failure and shock w MCC","383",,"10/01/2012","09/30/2013"
"HI","292","Heart failure and shock w CC","436",,"10/01/2012","09/30/2013"
"HI","293","Heart failure and shock w/o CC/MCC","163",,"10/01/2012","09/30/2013"
"HI","313","Chest Pain","95",,"10/01/2012","09/30/2013"
"HI","328","Stomach, esophageal duodenal proc w/o CC/MCC","16",,"10/01/2012","09/30/2013"
"HI","329","Major small and large bowel procedures w MCC","92",,"10/01/2012","09/30/2013"
"HI","330","Major small and large bowel procedures w CC","117",,"10/01/2012","09/30/2013"
"HI","331","Major small and large bowel procedures w/o CC/MCC","54",,"10/01/2012","09/30/2013"
"HI","353","Hernia procedures except inguinal and femoral w MCC","Not Available","1","10/01/2012","09/30/2013"
"HI","354","Hernia procedures except inguinal and femoral w CC","12",,"10/01/2012","09/30/2013"
"HI","355","Hernia procedures except inguinal and femoral w/o CC/MCC","13",,"10/01/2012","09/30/2013"
"HI","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","11",,"10/01/2012","09/30/2013"
"HI","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","37",,"10/01/2012","09/30/2013"
"HI","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","53",,"10/01/2012","09/30/2013"
"HI","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","66",,"10/01/2012","09/30/2013"
"HI","459","Spinal fusion except cervical w MCC","Not Available","1","10/01/2012","09/30/2013"
"HI","460","Spinal fusion except cervical w/o MCC","94",,"10/01/2012","09/30/2013"
"HI","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","17",,"10/01/2012","09/30/2013"
"HI","466","Revision of hip or knee replacement w MCC","Not Available","1","10/01/2012","09/30/2013"
"HI","467","Revision of hip or knee replacement w CC","27",,"10/01/2012","09/30/2013"
"HI","468","Revision of hip or knee replacement w/o CC/MCC","39",,"10/01/2012","09/30/2013"
"HI","469","Major joint replacement or reattachment of lower extremity w MCC","44",,"10/01/2012","09/30/2013"
"HI","470","Major joint replacement or reattachment of lower extremity w/o MCC","749",,"10/01/2012","09/30/2013"
"HI","471","Cervical spinal fusion w MCC","Not Available","1","10/01/2012","09/30/2013"
"HI","472","Cervical spinal fusion w CC","Not Available","1","10/01/2012","09/30/2013"
"HI","473","Cervical spinal fusion w/o CC/MCC","29",,"10/01/2012","09/30/2013"
"HI","477","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1","10/01/2012","09/30/2013"
"HI","478","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1","10/01/2012","09/30/2013"
"HI","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"HI","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","19",,"10/01/2012","09/30/2013"
"HI","491","Back and neck proc exc spinal fusion w/o CC/MCC","20",,"10/01/2012","09/30/2013"
"HI","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","15",,"10/01/2012","09/30/2013"
"HI","637","Diabetes w MCC","63",,"10/01/2012","09/30/2013"
"HI","656","Kidney and ureter procedures for neoplasm w MCC","Not Available","1","10/01/2012","09/30/2013"
"HI","657","Kidney and ureter procedures for neoplasm w CC","20",,"10/01/2012","09/30/2013"
"HI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","14",,"10/01/2012","09/30/2013"
"HI","659","Kidney and ureter procedures for non-neoplasm w MCC","Not Available","1","10/01/2012","09/30/2013"
"HI","668","Transurethral procedures w MCC","15",,"10/01/2012","09/30/2013"
"HI","673","Other kidney and urinary tract procedures w MCC","16",,"10/01/2012","09/30/2013"
"HI","674","Other kidney and urinary tract procedures w CC","23",,"10/01/2012","09/30/2013"
"HI","675","Other kidney and urinary tract procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"HI","713","Transurethral prostatectomy w CC/MCC","15",,"10/01/2012","09/30/2013"
"HI","714","Transurethral prostatectomy w/o CC/MCC","25",,"10/01/2012","09/30/2013"
"HI","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","31",,"10/01/2012","09/30/2013"
"HI","748","Female reproductive system reconstructive procedures","12",,"10/01/2012","09/30/2013"
"IA","038","Extracranial procedures w CC","157",,"10/01/2012","09/30/2013"
"IA","039","Extracranial procedures w/o CC/MCC","444",,"10/01/2012","09/30/2013"
"IA","190","Chronic obstructive pulmonary disease w MCC","1216",,"10/01/2012","09/30/2013"
"IA","191","Chronic obstructive pulmonary disease w CC","1092",,"10/01/2012","09/30/2013"
"IA","192","Chronic obstructive pulmonary disease w/o CC/MCC","712",,"10/01/2012","09/30/2013"
"IA","193","Simple pneumonia and pleurisy w MCC","1711",,"10/01/2012","09/30/2013"
"IA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","161",,"10/01/2012","09/30/2013"
"IA","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","202",,"10/01/2012","09/30/2013"
"IA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","48",,"10/01/2012","09/30/2013"
"IA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","22",,"10/01/2012","09/30/2013"
"IA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","16",,"10/01/2012","09/30/2013"
"IA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","31",,"10/01/2012","09/30/2013"
"IA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","200",,"10/01/2012","09/30/2013"
"IA","235","Coronary bypass w/o cardiac cath w MCC","81",,"10/01/2012","09/30/2013"
"IA","236","Coronary bypass w/o cardiac cath w/o MCC","229",,"10/01/2012","09/30/2013"
"IA","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","250",,"10/01/2012","09/30/2013"
"IA","243","Permanent cardiac pacemaker implant w CC","325",,"10/01/2012","09/30/2013"
"IA","244","Permanent cardiac pacemaker implant w/o CC/MCC","318",,"10/01/2012","09/30/2013"
"IA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","1590",,"10/01/2012","09/30/2013"
"IA","280","Acute myocardial infarction, discharged alive w MCC","775",,"10/01/2012","09/30/2013"
"IA","281","Acute myocardial infarction, discharged alive w CC","506",,"10/01/2012","09/30/2013"
"IA","282","Acute myocardial infarction, discharged alive w/o CC/MCC","319",,"10/01/2012","09/30/2013"
"IA","291","Heart failure and shock w MCC","1624",,"10/01/2012","09/30/2013"
"IA","292","Heart failure and shock w CC","1827",,"10/01/2012","09/30/2013"
"IA","293","Heart failure and shock w/o CC/MCC","747",,"10/01/2012","09/30/2013"
"IA","313","Chest Pain","719",,"10/01/2012","09/30/2013"
"IA","328","Stomach, esophageal duodenal proc w/o CC/MCC","70",,"10/01/2012","09/30/2013"
"IA","329","Major small and large bowel procedures w MCC","503",,"10/01/2012","09/30/2013"
"IA","330","Major small and large bowel procedures w CC","631",,"10/01/2012","09/30/2013"
"IA","331","Major small and large bowel procedures w/o CC/MCC","313",,"10/01/2012","09/30/2013"
"IA","353","Hernia procedures except inguinal and femoral w MCC","45",,"10/01/2012","09/30/2013"
"IA","354","Hernia procedures except inguinal and femoral w CC","95",,"10/01/2012","09/30/2013"
"IA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","90",,"10/01/2012","09/30/2013"
"IA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","28",,"10/01/2012","09/30/2013"
"IA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","177",,"10/01/2012","09/30/2013"
"IA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","241",,"10/01/2012","09/30/2013"
"IA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","213",,"10/01/2012","09/30/2013"
"IA","459","Spinal fusion except cervical w MCC","56",,"10/01/2012","09/30/2013"
"IA","460","Spinal fusion except cervical w/o MCC","744",,"10/01/2012","09/30/2013"
"IA","461","Bilateral or multiple major joint procs of lower extremity w MCC","Not Available","1","10/01/2012","09/30/2013"
"IA","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","135",,"10/01/2012","09/30/2013"
"IA","466","Revision of hip or knee replacement w MCC","58",,"10/01/2012","09/30/2013"
"IA","467","Revision of hip or knee replacement w CC","327",,"10/01/2012","09/30/2013"
"IA","468","Revision of hip or knee replacement w/o CC/MCC","153",,"10/01/2012","09/30/2013"
"IA","469","Major joint replacement or reattachment of lower extremity w MCC","498",,"10/01/2012","09/30/2013"
"IA","470","Major joint replacement or reattachment of lower extremity w/o MCC","6859",,"10/01/2012","09/30/2013"
"IA","471","Cervical spinal fusion w MCC","31",,"10/01/2012","09/30/2013"
"IA","472","Cervical spinal fusion w CC","75",,"10/01/2012","09/30/2013"
"IA","473","Cervical spinal fusion w/o CC/MCC","228",,"10/01/2012","09/30/2013"
"IA","477","Biopsies of musculoskeletal system and connective tissue w MCC","12",,"10/01/2012","09/30/2013"
"IA","478","Biopsies of musculoskeletal system and connective tissue w CC","39",,"10/01/2012","09/30/2013"
"IA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","15",,"10/01/2012","09/30/2013"
"IA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","236",,"10/01/2012","09/30/2013"
"IA","491","Back and neck proc exc spinal fusion w/o CC/MCC","322",,"10/01/2012","09/30/2013"
"IA","507","Major shoulder or elbow joint procedures w CC/MCC","11",,"10/01/2012","09/30/2013"
"IA","508","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"IA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","45",,"10/01/2012","09/30/2013"
"IA","637","Diabetes w MCC","166",,"10/01/2012","09/30/2013"
"IA","656","Kidney and ureter procedures for neoplasm w MCC","27",,"10/01/2012","09/30/2013"
"IA","657","Kidney and ureter procedures for neoplasm w CC","90",,"10/01/2012","09/30/2013"
"IA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","62",,"10/01/2012","09/30/2013"
"IA","659","Kidney and ureter procedures for non-neoplasm w MCC","35",,"10/01/2012","09/30/2013"
"IA","668","Transurethral procedures w MCC","30",,"10/01/2012","09/30/2013"
"IA","673","Other kidney and urinary tract procedures w MCC","69",,"10/01/2012","09/30/2013"
"IA","674","Other kidney and urinary tract procedures w CC","61",,"10/01/2012","09/30/2013"
"IA","675","Other kidney and urinary tract procedures w/o CC/MCC","23",,"10/01/2012","09/30/2013"
"IA","713","Transurethral prostatectomy w CC/MCC","51",,"10/01/2012","09/30/2013"
"IA","714","Transurethral prostatectomy w/o CC/MCC","78",,"10/01/2012","09/30/2013"
"IA","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","155",,"10/01/2012","09/30/2013"
"IA","748","Female reproductive system reconstructive procedures","50",,"10/01/2012","09/30/2013"
"ID","038","Extracranial procedures w CC","52",,"10/01/2012","09/30/2013"
"ID","039","Extracranial procedures w/o CC/MCC","124",,"10/01/2012","09/30/2013"
"ID","190","Chronic obstructive pulmonary disease w MCC","274",,"10/01/2012","09/30/2013"
"ID","191","Chronic obstructive pulmonary disease w CC","204",,"10/01/2012","09/30/2013"
"ID","192","Chronic obstructive pulmonary disease w/o CC/MCC","116",,"10/01/2012","09/30/2013"
"ID","193","Simple pneumonia and pleurisy w MCC","387",,"10/01/2012","09/30/2013"
"ID","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","37",,"10/01/2012","09/30/2013"
"ID","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","76",,"10/01/2012","09/30/2013"
"ID","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","46",,"10/01/2012","09/30/2013"
"ID","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","226","Cardiac defibrillator implant w/o cardiac cath w MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","20",,"10/01/2012","09/30/2013"
"ID","235","Coronary bypass w/o cardiac cath w MCC","16",,"10/01/2012","09/30/2013"
"ID","236","Coronary bypass w/o cardiac cath w/o MCC","74",,"10/01/2012","09/30/2013"
"ID","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","61",,"10/01/2012","09/30/2013"
"ID","243","Permanent cardiac pacemaker implant w CC","85",,"10/01/2012","09/30/2013"
"ID","244","Permanent cardiac pacemaker implant w/o CC/MCC","113",,"10/01/2012","09/30/2013"
"ID","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","361",,"10/01/2012","09/30/2013"
"ID","280","Acute myocardial infarction, discharged alive w MCC","134",,"10/01/2012","09/30/2013"
"ID","281","Acute myocardial infarction, discharged alive w CC","134",,"10/01/2012","09/30/2013"
"ID","282","Acute myocardial infarction, discharged alive w/o CC/MCC","95",,"10/01/2012","09/30/2013"
"ID","291","Heart failure and shock w MCC","374",,"10/01/2012","09/30/2013"
"ID","292","Heart failure and shock w CC","356",,"10/01/2012","09/30/2013"
"ID","293","Heart failure and shock w/o CC/MCC","146",,"10/01/2012","09/30/2013"
"ID","313","Chest Pain","127",,"10/01/2012","09/30/2013"
"ID","328","Stomach, esophageal duodenal proc w/o CC/MCC","60",,"10/01/2012","09/30/2013"
"ID","329","Major small and large bowel procedures w MCC","148",,"10/01/2012","09/30/2013"
"ID","330","Major small and large bowel procedures w CC","215",,"10/01/2012","09/30/2013"
"ID","331","Major small and large bowel procedures w/o CC/MCC","115",,"10/01/2012","09/30/2013"
"ID","353","Hernia procedures except inguinal and femoral w MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","354","Hernia procedures except inguinal and femoral w CC","36",,"10/01/2012","09/30/2013"
"ID","355","Hernia procedures except inguinal and femoral w/o CC/MCC","37",,"10/01/2012","09/30/2013"
"ID","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","16",,"10/01/2012","09/30/2013"
"ID","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","67",,"10/01/2012","09/30/2013"
"ID","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","102",,"10/01/2012","09/30/2013"
"ID","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","88",,"10/01/2012","09/30/2013"
"ID","459","Spinal fusion except cervical w MCC","24",,"10/01/2012","09/30/2013"
"ID","460","Spinal fusion except cervical w/o MCC","570",,"10/01/2012","09/30/2013"
"ID","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","25",,"10/01/2012","09/30/2013"
"ID","466","Revision of hip or knee replacement w MCC","19",,"10/01/2012","09/30/2013"
"ID","467","Revision of hip or knee replacement w CC","81",,"10/01/2012","09/30/2013"
"ID","468","Revision of hip or knee replacement w/o CC/MCC","121",,"10/01/2012","09/30/2013"
"ID","469","Major joint replacement or reattachment of lower extremity w MCC","135",,"10/01/2012","09/30/2013"
"ID","470","Major joint replacement or reattachment of lower extremity w/o MCC","2428",,"10/01/2012","09/30/2013"
"ID","471","Cervical spinal fusion w MCC","21",,"10/01/2012","09/30/2013"
"ID","472","Cervical spinal fusion w CC","66",,"10/01/2012","09/30/2013"
"ID","473","Cervical spinal fusion w/o CC/MCC","189",,"10/01/2012","09/30/2013"
"ID","477","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","478","Biopsies of musculoskeletal system and connective tissue w CC","18",,"10/01/2012","09/30/2013"
"ID","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","69",,"10/01/2012","09/30/2013"
"ID","491","Back and neck proc exc spinal fusion w/o CC/MCC","163",,"10/01/2012","09/30/2013"
"ID","507","Major shoulder or elbow joint procedures w CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","508","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","20",,"10/01/2012","09/30/2013"
"ID","637","Diabetes w MCC","57",,"10/01/2012","09/30/2013"
"ID","656","Kidney and ureter procedures for neoplasm w MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","657","Kidney and ureter procedures for neoplasm w CC","27",,"10/01/2012","09/30/2013"
"ID","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","35",,"10/01/2012","09/30/2013"
"ID","659","Kidney and ureter procedures for non-neoplasm w MCC","16",,"10/01/2012","09/30/2013"
"ID","668","Transurethral procedures w MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","673","Other kidney and urinary tract procedures w MCC","28",,"10/01/2012","09/30/2013"
"ID","674","Other kidney and urinary tract procedures w CC","24",,"10/01/2012","09/30/2013"
"ID","675","Other kidney and urinary tract procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"ID","713","Transurethral prostatectomy w CC/MCC","14",,"10/01/2012","09/30/2013"
"ID","714","Transurethral prostatectomy w/o CC/MCC","11",,"10/01/2012","09/30/2013"
"ID","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","80",,"10/01/2012","09/30/2013"
"ID","748","Female reproductive system reconstructive procedures","39",,"10/01/2012","09/30/2013"
"IL","038","Extracranial procedures w CC","635",,"10/01/2012","09/30/2013"
"IL","039","Extracranial procedures w/o CC/MCC","1327",,"10/01/2012","09/30/2013"
"IL","190","Chronic obstructive pulmonary disease w MCC","7205",,"10/01/2012","09/30/2013"
"IL","191","Chronic obstructive pulmonary disease w CC","7147",,"10/01/2012","09/30/2013"
"IL","192","Chronic obstructive pulmonary disease w/o CC/MCC","4818",,"10/01/2012","09/30/2013"
"IL","193","Simple pneumonia and pleurisy w MCC","5960",,"10/01/2012","09/30/2013"
"IL","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","792",,"10/01/2012","09/30/2013"
"IL","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","1003",,"10/01/2012","09/30/2013"
"IL","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","175",,"10/01/2012","09/30/2013"
"IL","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","114",,"10/01/2012","09/30/2013"
"IL","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","143",,"10/01/2012","09/30/2013"
"IL","226","Cardiac defibrillator implant w/o cardiac cath w MCC","246",,"10/01/2012","09/30/2013"
"IL","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","1069",,"10/01/2012","09/30/2013"
"IL","235","Coronary bypass w/o cardiac cath w MCC","375",,"10/01/2012","09/30/2013"
"IL","236","Coronary bypass w/o cardiac cath w/o MCC","762",,"10/01/2012","09/30/2013"
"IL","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","907",,"10/01/2012","09/30/2013"
"IL","243","Permanent cardiac pacemaker implant w CC","1504",,"10/01/2012","09/30/2013"
"IL","244","Permanent cardiac pacemaker implant w/o CC/MCC","1260",,"10/01/2012","09/30/2013"
"IL","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","4990",,"10/01/2012","09/30/2013"
"IL","280","Acute myocardial infarction, discharged alive w MCC","3104",,"10/01/2012","09/30/2013"
"IL","281","Acute myocardial infarction, discharged alive w CC","1842",,"10/01/2012","09/30/2013"
"IL","282","Acute myocardial infarction, discharged alive w/o CC/MCC","1062",,"10/01/2012","09/30/2013"
"IL","291","Heart failure and shock w MCC","9432",,"10/01/2012","09/30/2013"
"IL","292","Heart failure and shock w CC","10691",,"10/01/2012","09/30/2013"
"IL","293","Heart failure and shock w/o CC/MCC","4275",,"10/01/2012","09/30/2013"
"IL","313","Chest Pain","6217",,"10/01/2012","09/30/2013"
"IL","328","Stomach, esophageal duodenal proc w/o CC/MCC","407",,"10/01/2012","09/30/2013"
"IL","329","Major small and large bowel procedures w MCC","1983",,"10/01/2012","09/30/2013"
"IL","330","Major small and large bowel procedures w CC","2595",,"10/01/2012","09/30/2013"
"IL","331","Major small and large bowel procedures w/o CC/MCC","922",,"10/01/2012","09/30/2013"
"IL","353","Hernia procedures except inguinal and femoral w MCC","177",,"10/01/2012","09/30/2013"
"IL","354","Hernia procedures except inguinal and femoral w CC","500",,"10/01/2012","09/30/2013"
"IL","355","Hernia procedures except inguinal and femoral w/o CC/MCC","483",,"10/01/2012","09/30/2013"
"IL","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","175",,"10/01/2012","09/30/2013"
"IL","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","816",,"10/01/2012","09/30/2013"
"IL","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","1351",,"10/01/2012","09/30/2013"
"IL","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","981",,"10/01/2012","09/30/2013"
"IL","459","Spinal fusion except cervical w MCC","200",,"10/01/2012","09/30/2013"
"IL","460","Spinal fusion except cervical w/o MCC","2536",,"10/01/2012","09/30/2013"
"IL","461","Bilateral or multiple major joint procs of lower extremity w MCC","18",,"10/01/2012","09/30/2013"
"IL","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","447",,"10/01/2012","09/30/2013"
"IL","466","Revision of hip or knee replacement w MCC","180",,"10/01/2012","09/30/2013"
"IL","467","Revision of hip or knee replacement w CC","1186",,"10/01/2012","09/30/2013"
"IL","468","Revision of hip or knee replacement w/o CC/MCC","579",,"10/01/2012","09/30/2013"
"IL","469","Major joint replacement or reattachment of lower extremity w MCC","1179",,"10/01/2012","09/30/2013"
"IL","470","Major joint replacement or reattachment of lower extremity w/o MCC","20350",,"10/01/2012","09/30/2013"
"IL","471","Cervical spinal fusion w MCC","160",,"10/01/2012","09/30/2013"
"IL","472","Cervical spinal fusion w CC","494",,"10/01/2012","09/30/2013"
"IL","473","Cervical spinal fusion w/o CC/MCC","829",,"10/01/2012","09/30/2013"
"IL","477","Biopsies of musculoskeletal system and connective tissue w MCC","125",,"10/01/2012","09/30/2013"
"IL","478","Biopsies of musculoskeletal system and connective tissue w CC","424",,"10/01/2012","09/30/2013"
"IL","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","151",,"10/01/2012","09/30/2013"
"IL","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","962",,"10/01/2012","09/30/2013"
"IL","491","Back and neck proc exc spinal fusion w/o CC/MCC","1413",,"10/01/2012","09/30/2013"
"IL","507","Major shoulder or elbow joint procedures w CC/MCC","26",,"10/01/2012","09/30/2013"
"IL","508","Major shoulder or elbow joint procedures w/o CC/MCC","23",,"10/01/2012","09/30/2013"
"IL","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","219",,"10/01/2012","09/30/2013"
"IL","637","Diabetes w MCC","1019",,"10/01/2012","09/30/2013"
"IL","656","Kidney and ureter procedures for neoplasm w MCC","191",,"10/01/2012","09/30/2013"
"IL","657","Kidney and ureter procedures for neoplasm w CC","438",,"10/01/2012","09/30/2013"
"IL","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","283",,"10/01/2012","09/30/2013"
"IL","659","Kidney and ureter procedures for non-neoplasm w MCC","198",,"10/01/2012","09/30/2013"
"IL","668","Transurethral procedures w MCC","200",,"10/01/2012","09/30/2013"
"IL","673","Other kidney and urinary tract procedures w MCC","486",,"10/01/2012","09/30/2013"
"IL","674","Other kidney and urinary tract procedures w CC","374",,"10/01/2012","09/30/2013"
"IL","675","Other kidney and urinary tract procedures w/o CC/MCC","86",,"10/01/2012","09/30/2013"
"IL","713","Transurethral prostatectomy w CC/MCC","410",,"10/01/2012","09/30/2013"
"IL","714","Transurethral prostatectomy w/o CC/MCC","407",,"10/01/2012","09/30/2013"
"IL","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","941",,"10/01/2012","09/30/2013"
"IL","748","Female reproductive system reconstructive procedures","221",,"10/01/2012","09/30/2013"
"IN","038","Extracranial procedures w CC","345",,"10/01/2012","09/30/2013"
"IN","039","Extracranial procedures w/o CC/MCC","1180",,"10/01/2012","09/30/2013"
"IN","190","Chronic obstructive pulmonary disease w MCC","4649",,"10/01/2012","09/30/2013"
"IN","191","Chronic obstructive pulmonary disease w CC","4443",,"10/01/2012","09/30/2013"
"IN","192","Chronic obstructive pulmonary disease w/o CC/MCC","3191",,"10/01/2012","09/30/2013"
"IN","193","Simple pneumonia and pleurisy w MCC","3878",,"10/01/2012","09/30/2013"
"IN","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","393",,"10/01/2012","09/30/2013"
