"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"GU","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12","01/01/2013","09/30/2013"
"HI","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.101",,"10/01/2012","09/30/2013"
"HI","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.316",,"10/01/2012","09/30/2013"
"HI","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.186",,"10/01/2012","09/30/2013"
"HI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.454",,"10/01/2012","09/30/2013"
"HI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","0.815",,"10/01/2012","09/30/2013"
"HI","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.614",,"10/01/2012","09/30/2013"
"HI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.945",,"10/01/2012","09/30/2013"
"HI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.773",,"10/01/2012","09/30/2013"
"HI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.310",,"10/01/2012","09/30/2013"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.131",,"10/01/2012","09/30/2013"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.399",,"10/01/2012","09/30/2013"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.514",,"10/01/2012","09/30/2013"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.273",,"01/01/2013","09/30/2013"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.877",,"01/01/2013","09/30/2013"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.513",,"01/01/2013","09/30/2013"
"HI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.566",,"01/01/2013","09/30/2013"
"HI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.769",,"01/01/2013","09/30/2013"
"HI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.661",,"01/01/2013","09/30/2013"
"IA","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.425",,"10/01/2012","09/30/2013"
"IA","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.667",,"10/01/2012","09/30/2013"
"IA","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.536",,"10/01/2012","09/30/2013"
"IA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.837",,"10/01/2012","09/30/2013"
"IA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.165",,"10/01/2012","09/30/2013"
"IA","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.991",,"10/01/2012","09/30/2013"
"IA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.876",,"10/01/2012","09/30/2013"
"IA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.317",,"10/01/2012","09/30/2013"
"IA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.080",,"10/01/2012","09/30/2013"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.436",,"10/01/2012","09/30/2013"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.211",,"10/01/2012","09/30/2013"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.751",,"10/01/2012","09/30/2013"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.304",,"01/01/2013","09/30/2013"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.644",,"01/01/2013","09/30/2013"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.451",,"01/01/2013","09/30/2013"
"IA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.746",,"01/01/2013","09/30/2013"
"IA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.875",,"01/01/2013","09/30/2013"
"IA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.809",,"01/01/2013","09/30/2013"
"ID","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.204",,"10/01/2012","09/30/2013"
"ID","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.517",,"10/01/2012","09/30/2013"
"ID","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.333",,"10/01/2012","09/30/2013"
"ID","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.920",,"10/01/2012","09/30/2013"
"ID","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.509",,"10/01/2012","09/30/2013"
"ID","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.187",,"10/01/2012","09/30/2013"
"ID","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.623",,"10/01/2012","09/30/2013"
"ID","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.249",,"10/01/2012","09/30/2013"
"ID","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.896",,"10/01/2012","09/30/2013"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.412",,"10/01/2012","09/30/2013"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.865",,"10/01/2012","09/30/2013"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.943",,"10/01/2012","09/30/2013"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.290",,"01/01/2013","09/30/2013"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.112",,"01/01/2013","09/30/2013"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.605",,"01/01/2013","09/30/2013"
"ID","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.526",,"01/01/2013","09/30/2013"
"ID","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.736",,"01/01/2013","09/30/2013"
"ID","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.625",,"01/01/2013","09/30/2013"
"IL","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.425",,"10/01/2012","09/30/2013"
"IL","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.524",,"10/01/2012","09/30/2013"
"IL","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.472",,"10/01/2012","09/30/2013"
"IL","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.028",,"10/01/2012","09/30/2013"
"IL","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.176",,"10/01/2012","09/30/2013"
"IL","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.100",,"10/01/2012","09/30/2013"
"IL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.705",,"10/01/2012","09/30/2013"
"IL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.889",,"10/01/2012","09/30/2013"
"IL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.793",,"10/01/2012","09/30/2013"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.563",,"10/01/2012","09/30/2013"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.889",,"10/01/2012","09/30/2013"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.712",,"10/01/2012","09/30/2013"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.616",,"01/01/2013","09/30/2013"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.808",,"01/01/2013","09/30/2013"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.707",,"01/01/2013","09/30/2013"
"IL","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.873",,"01/01/2013","09/30/2013"
"IL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.936",,"01/01/2013","09/30/2013"
"IL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.904",,"01/01/2013","09/30/2013"
"IN","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.547",,"10/01/2012","09/30/2013"
"IN","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.689",,"10/01/2012","09/30/2013"
"IN","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.615",,"10/01/2012","09/30/2013"
"IN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.303",,"10/01/2012","09/30/2013"
"IN","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.515",,"10/01/2012","09/30/2013"
"IN","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.406",,"10/01/2012","09/30/2013"
"IN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.983",,"10/01/2012","09/30/2013"
"IN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.269",,"10/01/2012","09/30/2013"
"IN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.119",,"10/01/2012","09/30/2013"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.635",,"10/01/2012","09/30/2013"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.078",,"10/01/2012","09/30/2013"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.835",,"10/01/2012","09/30/2013"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.738",,"01/01/2013","09/30/2013"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.034",,"01/01/2013","09/30/2013"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.877",,"01/01/2013","09/30/2013"
"IN","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.857",,"01/01/2013","09/30/2013"
"IN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.947",,"01/01/2013","09/30/2013"
"IN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.901",,"01/01/2013","09/30/2013"
"KS","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.311",,"10/01/2012","09/30/2013"
"KS","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.500",,"10/01/2012","09/30/2013"
"KS","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.397",,"10/01/2012","09/30/2013"
"KS","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.897",,"10/01/2012","09/30/2013"
"KS","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.183",,"10/01/2012","09/30/2013"
"KS","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.033",,"10/01/2012","09/30/2013"
"KS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.001",,"10/01/2012","09/30/2013"
"KS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.471",,"10/01/2012","09/30/2013"
"KS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.219",,"10/01/2012","09/30/2013"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.249",,"10/01/2012","09/30/2013"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.822",,"10/01/2012","09/30/2013"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.473",,"10/01/2012","09/30/2013"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.368",,"01/01/2013","09/30/2013"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.728",,"01/01/2013","09/30/2013"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.526",,"01/01/2013","09/30/2013"
"KS","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.832",,"01/01/2013","09/30/2013"
"KS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.977",,"01/01/2013","09/30/2013"
"KS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.902",,"01/01/2013","09/30/2013"
"KY","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.520",,"10/01/2012","09/30/2013"
"KY","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.693",,"10/01/2012","09/30/2013"
"KY","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.602",,"10/01/2012","09/30/2013"
"KY","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.142",,"10/01/2012","09/30/2013"
"KY","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.368",,"10/01/2012","09/30/2013"
"KY","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.251",,"10/01/2012","09/30/2013"
"KY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.653",,"10/01/2012","09/30/2013"
"KY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.928",,"10/01/2012","09/30/2013"
"KY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.782",,"10/01/2012","09/30/2013"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.832",,"10/01/2012","09/30/2013"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.382",,"10/01/2012","09/30/2013"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.081",,"10/01/2012","09/30/2013"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.004",,"01/01/2013","09/30/2013"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.409",,"01/01/2013","09/30/2013"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.194",,"01/01/2013","09/30/2013"
"KY","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.885",,"01/01/2013","09/30/2013"
"KY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.991",,"01/01/2013","09/30/2013"
"KY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.937",,"01/01/2013","09/30/2013"
"LA","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.612",,"10/01/2012","09/30/2013"
"LA","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.781",,"10/01/2012","09/30/2013"
"LA","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.693",,"10/01/2012","09/30/2013"
"LA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.830",,"10/01/2012","09/30/2013"
"LA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.019",,"10/01/2012","09/30/2013"
"LA","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.921",,"10/01/2012","09/30/2013"
"LA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.954",,"10/01/2012","09/30/2013"
"LA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.300",,"10/01/2012","09/30/2013"
"LA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.117",,"10/01/2012","09/30/2013"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.822",,"10/01/2012","09/30/2013"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.397",,"10/01/2012","09/30/2013"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.081",,"10/01/2012","09/30/2013"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.124",,"01/01/2013","09/30/2013"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.512",,"01/01/2013","09/30/2013"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.307",,"01/01/2013","09/30/2013"
"LA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.579",,"01/01/2013","09/30/2013"
"LA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.669",,"01/01/2013","09/30/2013"
"LA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.623",,"01/01/2013","09/30/2013"
"MA","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.344",,"10/01/2012","09/30/2013"
"MA","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.463",,"10/01/2012","09/30/2013"
"MA","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.400",,"10/01/2012","09/30/2013"
"MA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.633",,"10/01/2012","09/30/2013"
"MA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.863",,"10/01/2012","09/30/2013"
"MA","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.745",,"10/01/2012","09/30/2013"
"MA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.996",,"10/01/2012","09/30/2013"
"MA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.293",,"10/01/2012","09/30/2013"
"MA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.137",,"10/01/2012","09/30/2013"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.833",,"10/01/2012","09/30/2013"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.460",,"10/01/2012","09/30/2013"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.113",,"10/01/2012","09/30/2013"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.517",,"01/01/2013","09/30/2013"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.754",,"01/01/2013","09/30/2013"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.627",,"01/01/2013","09/30/2013"
"MA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.985",,"01/01/2013","09/30/2013"
"MA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.077",,"01/01/2013","09/30/2013"
"MA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.030",,"01/01/2013","09/30/2013"
"MD","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.408",,"10/01/2012","09/30/2013"
"MD","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.556",,"10/01/2012","09/30/2013"
"MD","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.477",,"10/01/2012","09/30/2013"
"MD","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.618",,"10/01/2012","09/30/2013"
"MD","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.962",,"10/01/2012","09/30/2013"
"MD","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.784",,"10/01/2012","09/30/2013"
"MD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.688",,"10/01/2012","09/30/2013"
"MD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.282",,"10/01/2012","09/30/2013"
"MD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.951",,"10/01/2012","09/30/2013"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.967",,"10/01/2012","09/30/2013"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.241",,"10/01/2012","09/30/2013"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.505",,"10/01/2012","09/30/2013"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.430",,"01/01/2013","09/30/2013"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.454",,"01/01/2013","09/30/2013"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.833",,"01/01/2013","09/30/2013"
"MD","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.086",,"01/01/2013","09/30/2013"
"MD","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.229",,"01/01/2013","09/30/2013"
"MD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.156",,"01/01/2013","09/30/2013"
"ME","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.553",,"10/01/2012","09/30/2013"
"ME","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","1.074",,"10/01/2012","09/30/2013"
"ME","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.781",,"10/01/2012","09/30/2013"
"ME","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.557",,"10/01/2012","09/30/2013"
"ME","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","2.314",,"10/01/2012","09/30/2013"
"ME","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.907",,"10/01/2012","09/30/2013"
"ME","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.039",,"10/01/2012","09/30/2013"
"ME","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.773",,"10/01/2012","09/30/2013"
"ME","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.369",,"10/01/2012","09/30/2013"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.650",,"10/01/2012","09/30/2013"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.444",,"10/01/2012","09/30/2013"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.332",,"10/01/2012","09/30/2013"
"ME","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.431",,"01/01/2013","09/30/2013"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.151",,"01/01/2013","09/30/2013"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.728",,"01/01/2013","09/30/2013"
"ME","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.463",,"01/01/2013","09/30/2013"
"ME","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.630",,"01/01/2013","09/30/2013"
"ME","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.542",,"01/01/2013","09/30/2013"
"MI","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.383",,"10/01/2012","09/30/2013"
"MI","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.475",,"10/01/2012","09/30/2013"
"MI","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.427",,"10/01/2012","09/30/2013"
"MI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.152",,"10/01/2012","09/30/2013"
"MI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.300",,"10/01/2012","09/30/2013"
"MI","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.224",,"10/01/2012","09/30/2013"
"MI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.872",,"10/01/2012","09/30/2013"
"MI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.089",,"10/01/2012","09/30/2013"
"MI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.976",,"10/01/2012","09/30/2013"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.948",,"10/01/2012","09/30/2013"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.415",,"10/01/2012","09/30/2013"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.164",,"10/01/2012","09/30/2013"
"MI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.915",,"01/01/2013","09/30/2013"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.149",,"01/01/2013","09/30/2013"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.027",,"01/01/2013","09/30/2013"
"MI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.912",,"01/01/2013","09/30/2013"
"MI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.981",,"01/01/2013","09/30/2013"
"MI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.946",,"01/01/2013","09/30/2013"
"MN","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.328",,"10/01/2012","09/30/2013"
"MN","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.492",,"10/01/2012","09/30/2013"
"MN","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.403",,"10/01/2012","09/30/2013"
"MN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.306",,"10/01/2012","09/30/2013"
"MN","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.617",,"10/01/2012","09/30/2013"
"MN","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.455",,"10/01/2012","09/30/2013"
"MN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.892",,"10/01/2012","09/30/2013"
"MN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.213",,"10/01/2012","09/30/2013"
"MN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.043",,"10/01/2012","09/30/2013"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.902",,"10/01/2012","09/30/2013"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.601",,"10/01/2012","09/30/2013"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.214",,"10/01/2012","09/30/2013"
"MN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.411",,"01/01/2013","09/30/2013"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.713",,"01/01/2013","09/30/2013"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.547",,"01/01/2013","09/30/2013"
"MN","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.818",,"01/01/2013","09/30/2013"
"MN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.921",,"01/01/2013","09/30/2013"
"MN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.868",,"01/01/2013","09/30/2013"
