"Provider ID","Hospital Name","State","Measure ID","Measure Name","Measure Response","Footnote","Measure Start Date","Measure End Date"
"140200","ELMHURST MEMORIAL HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140200","ELMHURST MEMORIAL HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140202","ADVOCATE CONDELL MEDICAL CENTER","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140202","ADVOCATE CONDELL MEDICAL CENTER","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140202","ADVOCATE CONDELL MEDICAL CENTER","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140202","ADVOCATE CONDELL MEDICAL CENTER","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140202","ADVOCATE CONDELL MEDICAL CENTER","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140202","ADVOCATE CONDELL MEDICAL CENTER","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140202","ADVOCATE CONDELL MEDICAL CENTER","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140206","NORWEGIAN-AMERICAN HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140206","NORWEGIAN-AMERICAN HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140206","NORWEGIAN-AMERICAN HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140206","NORWEGIAN-AMERICAN HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"140206","NORWEGIAN-AMERICAN HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140206","NORWEGIAN-AMERICAN HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"140206","NORWEGIAN-AMERICAN HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","IL","ACS_REGISTRY","Multispecialty surgical registry","Y",,"01/01/2012","12/31/2012"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140209","METHODIST MEDICAL CENTER OF ILLINOIS","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140209","METHODIST MEDICAL CENTER OF ILLINOIS","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140209","METHODIST MEDICAL CENTER OF ILLINOIS","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140209","METHODIST MEDICAL CENTER OF ILLINOIS","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140209","METHODIST MEDICAL CENTER OF ILLINOIS","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140209","METHODIST MEDICAL CENTER OF ILLINOIS","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140209","METHODIST MEDICAL CENTER OF ILLINOIS","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140210","HARRISBURG MEDICAL CENTER","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140210","HARRISBURG MEDICAL CENTER","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140210","HARRISBURG MEDICAL CENTER","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140210","HARRISBURG MEDICAL CENTER","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"140210","HARRISBURG MEDICAL CENTER","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140210","HARRISBURG MEDICAL CENTER","IL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"140210","HARRISBURG MEDICAL CENTER","IL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"140211","DELNOR COMMUNITY HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140211","DELNOR COMMUNITY HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140211","DELNOR COMMUNITY HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140211","DELNOR COMMUNITY HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"140211","DELNOR COMMUNITY HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140211","DELNOR COMMUNITY HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140211","DELNOR COMMUNITY HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","IL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","IL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"140213","SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140217","PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","IL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","IL","ACS_REGISTRY","Multispecialty surgical registry","Y",,"01/01/2012","12/31/2012"
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140223","ADVOCATE LUTHERAN GENERAL HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","IL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140228","SWEDISH AMERICAN HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140228","SWEDISH AMERICAN HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140228","SWEDISH AMERICAN HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140228","SWEDISH AMERICAN HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140228","SWEDISH AMERICAN HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140228","SWEDISH AMERICAN HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140228","SWEDISH AMERICAN HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"140231","EDWARD HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140231","EDWARD HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"140231","EDWARD HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140231","EDWARD HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140231","EDWARD HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140231","EDWARD HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140231","EDWARD HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140233","SAINT ANTHONY MEDICAL CENTER","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140233","SAINT ANTHONY MEDICAL CENTER","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140233","SAINT ANTHONY MEDICAL CENTER","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140233","SAINT ANTHONY MEDICAL CENTER","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140233","SAINT ANTHONY MEDICAL CENTER","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140233","SAINT ANTHONY MEDICAL CENTER","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140233","SAINT ANTHONY MEDICAL CENTER","IL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"140234","ILLINOIS VALLEY COMMUNITY HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"140239","ROCKFORD MEMORIAL HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140239","ROCKFORD MEMORIAL HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140239","ROCKFORD MEMORIAL HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140239","ROCKFORD MEMORIAL HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140239","ROCKFORD MEMORIAL HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140239","ROCKFORD MEMORIAL HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140239","ROCKFORD MEMORIAL HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140240","WESTLAKE COMMUNITY HOSPITAL","IL","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"140240","WESTLAKE COMMUNITY HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"140240","WESTLAKE COMMUNITY HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140240","WESTLAKE COMMUNITY HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","N",,"01/01/2012","12/31/2012"
"140240","WESTLAKE COMMUNITY HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140240","WESTLAKE COMMUNITY HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140240","WESTLAKE COMMUNITY HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140242","CENTRAL DUPAGE HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140242","CENTRAL DUPAGE HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140242","CENTRAL DUPAGE HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140242","CENTRAL DUPAGE HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140242","CENTRAL DUPAGE HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140242","CENTRAL DUPAGE HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140242","CENTRAL DUPAGE HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140252","NORTHWEST COMMUNITY HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140252","NORTHWEST COMMUNITY HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140252","NORTHWEST COMMUNITY HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140252","NORTHWEST COMMUNITY HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140252","NORTHWEST COMMUNITY HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140252","NORTHWEST COMMUNITY HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140252","NORTHWEST COMMUNITY HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140258","ALEXIAN BROTHERS MEDICAL CENTER","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140258","ALEXIAN BROTHERS MEDICAL CENTER","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140258","ALEXIAN BROTHERS MEDICAL CENTER","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140258","ALEXIAN BROTHERS MEDICAL CENTER","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140258","ALEXIAN BROTHERS MEDICAL CENTER","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140258","ALEXIAN BROTHERS MEDICAL CENTER","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140258","ALEXIAN BROTHERS MEDICAL CENTER","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140275","GENESIS HEALTH SYSTEM","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140275","GENESIS HEALTH SYSTEM","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"140275","GENESIS HEALTH SYSTEM","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140275","GENESIS HEALTH SYSTEM","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"140275","GENESIS HEALTH SYSTEM","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140275","GENESIS HEALTH SYSTEM","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140275","GENESIS HEALTH SYSTEM","IL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140276","LOYOLA UNIVERSITY MEDICAL CENTER","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140280","TRINITY ROCK ISLAND","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140280","TRINITY ROCK ISLAND","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140280","TRINITY ROCK ISLAND","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140280","TRINITY ROCK ISLAND","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140280","TRINITY ROCK ISLAND","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140280","TRINITY ROCK ISLAND","IL","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"140280","TRINITY ROCK ISLAND","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","IL","ACS_REGISTRY","Multispecialty surgical registry","Y",,"01/01/2012","12/31/2012"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140281","NORTHWESTERN MEMORIAL HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","IL","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","IL","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","IL","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"140286","KISHWAUKEE COMMUNITY HOSPITAL","IL","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","IL","ACS_REGISTRY","Multispecialty surgical registry","Y",,"01/01/2012","12/31/2012"
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","IL","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","IL","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"140288","ADVOCATE GOOD SAMARITAN HOSPITAL","IL","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
