"State","Condition","Measure Name","State Average"
"KS","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","61"
"KS","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","75"
"KS","Pneumonia","Patients Given Oxygenation Assessment","99"
"KS","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","48"
"KS","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","81"
"KS","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","62"
"KS","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","31"
"KS","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","61"
"KS","Heart Failure","Patients Given Discharge Instructions","31"
"KS","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","48"
"KS","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"KS","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","49"
"KS","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","70"
"KS","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","67"
"KS","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","62"
"KY","Heart Attack","Patients Given Aspirin at Arrival","89"
"KY","Heart Attack","Patients Given Aspirin at Discharge","83"
"KY","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","67"
"KY","Heart Attack","Patients Given Beta Blocker at Discharge","80"
"KY","Heart Attack","Patients Given Beta Blocker at Arrival","79"
"KY","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","71"
"KY","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","75"
"KY","Pneumonia","Patients Given Oxygenation Assessment","98"
"KY","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","54"
"KY","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","77"
"KY","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","71"
"KY","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","38"
"KY","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","67"
"KY","Heart Failure","Patients Given Discharge Instructions","41"
"KY","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","70"
"KY","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","78"
"KY","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","70"
"KY","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","74"
"KY","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","57"
"KY","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","59"
"LA","Heart Attack","Patients Given Aspirin at Arrival","88"
"LA","Heart Attack","Patients Given Aspirin at Discharge","85"
"LA","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","76"
"LA","Heart Attack","Patients Given Beta Blocker at Discharge","86"
"LA","Heart Attack","Patients Given Beta Blocker at Arrival","81"
"LA","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","75"
"LA","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"LA","Pneumonia","Patients Given Oxygenation Assessment","96"
"LA","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","49"
"LA","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","72"
"LA","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","77"
"LA","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","21"
"LA","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","51"
"LA","Heart Failure","Patients Given Discharge Instructions","54"
"LA","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","69"
"LA","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","80"
"LA","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","64"
"LA","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","71"
"LA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","65"
"LA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","58"
"MA","Heart Attack","Patients Given Aspirin at Arrival","97"
"MA","Heart Attack","Patients Given Aspirin at Discharge","96"
"MA","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","83"
"MA","Heart Attack","Patients Given Beta Blocker at Discharge","96"
"MA","Heart Attack","Patients Given Beta Blocker at Arrival","96"
"MA","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","89"
"MA","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"MA","Pneumonia","Patients Given Oxygenation Assessment","100"
"MA","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","41"
"MA","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","77"
"MA","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","74"
"MA","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","35"
"MA","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","75"
"MA","Heart Failure","Patients Given Discharge Instructions","51"
"MA","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","66"
"MA","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","81"
"MA","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","64"
"MA","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","75"
"MA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","80"
"MA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","71"
"MD","Heart Attack","Patients Given Aspirin at Arrival","94"
"MD","Heart Attack","Patients Given Aspirin at Discharge","88"
"MD","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","75"
"MD","Heart Attack","Patients Given Beta Blocker at Discharge","89"
"MD","Heart Attack","Patients Given Beta Blocker at Arrival","88"
"MD","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","90"
"MD","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"MD","Pneumonia","Patients Given Oxygenation Assessment","100"
"MD","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","52"
"MD","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","69"
"MD","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","84"
"MD","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","30"
"MD","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","61"
"MD","Heart Failure","Patients Given Discharge Instructions","59"
"MD","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","84"
"MD","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"MD","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","83"
"MD","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","81"
"MD","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","79"
"MD","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","61"
"ME","Heart Attack","Patients Given Aspirin at Arrival","96"
"ME","Heart Attack","Patients Given Aspirin at Discharge","92"
"ME","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"ME","Heart Attack","Patients Given Beta Blocker at Discharge","92"
"ME","Heart Attack","Patients Given Beta Blocker at Arrival","94"
"ME","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","88"
"ME","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87"
"ME","Pneumonia","Patients Given Oxygenation Assessment","100"
"ME","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","51"
"ME","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","81"
"ME","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","72"
"ME","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","46"
"ME","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","57"
"ME","Heart Failure","Patients Given Discharge Instructions","62"
"ME","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","78"
"ME","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","76"
"ME","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","60"
"ME","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","76"
"ME","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","78"
"ME","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","77"
"MI","Heart Attack","Patients Given Aspirin at Arrival","92"
"MI","Heart Attack","Patients Given Aspirin at Discharge","91"
"MI","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","86"
"MI","Heart Attack","Patients Given Beta Blocker at Discharge","91"
"MI","Heart Attack","Patients Given Beta Blocker at Arrival","89"
"MI","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","86"
"MI","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","86"
"MI","Pneumonia","Patients Given Oxygenation Assessment","99"
"MI","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","55"
"MI","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","78"
"MI","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","77"
"MI","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","30"
"MI","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","65"
"MI","Heart Failure","Patients Given Discharge Instructions","58"
"MI","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","73"
"MI","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"MI","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","73"
"MI","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","81"
"MI","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","78"
"MI","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","76"
"MN","Heart Attack","Patients Given Aspirin at Arrival","95"
"MN","Heart Attack","Patients Given Aspirin at Discharge","90"
"MN","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","89"
"MN","Heart Attack","Patients Given Beta Blocker at Discharge","89"
"MN","Heart Attack","Patients Given Beta Blocker at Arrival","89"
"MN","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","75"
"MN","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","76"
"MN","Pneumonia","Patients Given Oxygenation Assessment","100"
"MN","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","60"
"MN","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","81"
"MN","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","68"
"MN","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","36"
"MN","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","83"
"MN","Heart Failure","Patients Given Discharge Instructions","50"
"MN","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","67"
"MN","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","81"
"MN","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","68"
"MN","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","76"
"MN","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","66"
"MN","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","70"
"MO","Heart Attack","Patients Given Aspirin at Arrival","89"
"MO","Heart Attack","Patients Given Aspirin at Discharge","89"
"MO","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"MO","Heart Attack","Patients Given Beta Blocker at Discharge","86"
"MO","Heart Attack","Patients Given Beta Blocker at Arrival","80"
"MO","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","74"
"MO","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","75"
"MO","Pneumonia","Patients Given Oxygenation Assessment","98"
"MO","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","53"
"MO","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","76"
"MO","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","80"
"MO","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","36"
"MO","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","63"
"MO","Heart Failure","Patients Given Discharge Instructions","45"
"MO","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","66"
"MO","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","80"
"MO","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","62"
"MO","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","75"
"MO","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","74"
"MO","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","70"
"MP","Heart Attack","Patients Given Aspirin at Arrival","75"
"MP","Heart Attack","Patients Given Aspirin at Discharge","75"
"MP","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","25"
"MP","Heart Attack","Patients Given Beta Blocker at Discharge","80"
"MP","Heart Attack","Patients Given Beta Blocker at Arrival","60"
"MP","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","70"
"MP","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","57"
"MP","Pneumonia","Patients Given Oxygenation Assessment","100"
"MP","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","38"
"MP","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","70"
"MP","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","100"
"MP","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival",
"MP","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival",
"MP","Heart Failure","Patients Given Discharge Instructions","0"
"MP","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","100"
"MP","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","94"
"MP","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","100"
"MP","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","44"
"MP","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","0"
"MP","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","100"
"MS","Heart Attack","Patients Given Aspirin at Arrival","86"
"MS","Heart Attack","Patients Given Aspirin at Discharge","81"
"MS","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","70"
"MS","Heart Attack","Patients Given Beta Blocker at Discharge","79"
"MS","Heart Attack","Patients Given Beta Blocker at Arrival","70"
"MS","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","69"
"MS","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","75"
"MS","Pneumonia","Patients Given Oxygenation Assessment","94"
"MS","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","41"
"MS","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","75"
"MS","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","77"
"MS","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","31"
"MS","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","59"
"MS","Heart Failure","Patients Given Discharge Instructions","45"
"MS","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","69"
"MS","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","80"
"MS","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","65"
"MS","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","71"
"MS","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","64"
"MS","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","57"
"MT","Heart Attack","Patients Given Aspirin at Arrival","91"
"MT","Heart Attack","Patients Given Aspirin at Discharge","83"
"MT","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"MT","Heart Attack","Patients Given Beta Blocker at Discharge","86"
"MT","Heart Attack","Patients Given Beta Blocker at Arrival","85"
"MT","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","62"
"MT","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"MT","Pneumonia","Patients Given Oxygenation Assessment","99"
"MT","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","61"
"MT","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","82"
"MT","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","65"
"MT","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","31"
"MT","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","81"
"MT","Heart Failure","Patients Given Discharge Instructions","33"
"MT","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","74"
"MT","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","86"
"MT","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","51"
"MT","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","73"
"MT","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","84"
"MT","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","76"
"NC","Heart Attack","Patients Given Aspirin at Arrival","92"
"NC","Heart Attack","Patients Given Aspirin at Discharge","87"
"NC","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","81"
"NC","Heart Attack","Patients Given Beta Blocker at Discharge","86"
"NC","Heart Attack","Patients Given Beta Blocker at Arrival","83"
"NC","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","82"
"NC","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","78"
"NC","Pneumonia","Patients Given Oxygenation Assessment","99"
"NC","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","56"
"NC","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","74"
"NC","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","79"
"NC","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","28"
"NC","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","71"
"NC","Heart Failure","Patients Given Discharge Instructions","52"
"NC","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","73"
"NC","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"NC","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","72"
"NC","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","74"
"NC","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","75"
"NC","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","70"
"ND","Heart Attack","Patients Given Aspirin at Arrival","92"
"ND","Heart Attack","Patients Given Aspirin at Discharge","91"
"ND","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","93"
"ND","Heart Attack","Patients Given Beta Blocker at Discharge","83"
"ND","Heart Attack","Patients Given Beta Blocker at Arrival","85"
"ND","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","72"
"ND","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","95"
"ND","Pneumonia","Patients Given Oxygenation Assessment","100"
"ND","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","56"
"ND","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","87"
"ND","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","66"
"ND","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","45"
"ND","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","75"
"ND","Heart Failure","Patients Given Discharge Instructions","47"
"ND","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","58"
"ND","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","81"
"ND","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","61"
"ND","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","75"
"ND","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","85"
"ND","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","81"
"NE","Heart Attack","Patients Given Aspirin at Arrival","89"
"NE","Heart Attack","Patients Given Aspirin at Discharge","91"
"NE","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","92"
"NE","Heart Attack","Patients Given Beta Blocker at Discharge","91"
"NE","Heart Attack","Patients Given Beta Blocker at Arrival","84"
"NE","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","70"
"NE","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","76"
"NE","Pneumonia","Patients Given Oxygenation Assessment","99"
"NE","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","58"
"NE","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","88"
"NE","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","71"
"NE","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","39"
"NE","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","68"
"NE","Heart Failure","Patients Given Discharge Instructions","44"
"NE","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","52"
"NE","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","82"
"NE","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","55"
"NE","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","81"
"NE","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","70"
"NE","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","75"
"NH","Heart Attack","Patients Given Aspirin at Arrival","96"
"NH","Heart Attack","Patients Given Aspirin at Discharge","94"
"NH","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","85"
"NH","Heart Attack","Patients Given Beta Blocker at Discharge","95"
"NH","Heart Attack","Patients Given Beta Blocker at Arrival","95"
"NH","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","87"
"NH","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","90"
"NH","Pneumonia","Patients Given Oxygenation Assessment","100"
"NH","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","59"
"NH","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","80"
"NH","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","88"
"NH","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","25"
"NH","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","75"
"NH","Heart Failure","Patients Given Discharge Instructions","53"
"NH","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","74"
"NH","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","84"
"NH","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","79"
"NH","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","81"
"NH","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","66"
"NH","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","76"
"NJ","Heart Attack","Patients Given Aspirin at Arrival","95"
"NJ","Heart Attack","Patients Given Aspirin at Discharge","88"
"NJ","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","88"
"NJ","Heart Attack","Patients Given Beta Blocker at Discharge","92"
"NJ","Heart Attack","Patients Given Beta Blocker at Arrival","93"
"NJ","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","91"
"NJ","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"NJ","Pneumonia","Patients Given Oxygenation Assessment","99"
"NJ","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","72"
"NJ","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","77"
"NJ","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","83"
"NJ","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","33"
"NJ","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","63"
"NJ","Heart Failure","Patients Given Discharge Instructions","67"
"NJ","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","85"
"NJ","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","88"
"NJ","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","81"
"NJ","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","77"
"NJ","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","83"
"NJ","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","71"
"NM","Heart Attack","Patients Given Aspirin at Arrival","88"
"NM","Heart Attack","Patients Given Aspirin at Discharge","76"
"NM","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","67"
"NM","Heart Attack","Patients Given Beta Blocker at Discharge","70"
"NM","Heart Attack","Patients Given Beta Blocker at Arrival","72"
"NM","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","66"
"NM","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","82"
"NM","Pneumonia","Patients Given Oxygenation Assessment","97"
"NM","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","39"
"NM","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","71"
