"State","Condition","Measure Code","Measure Name","Score"
"VA","Use of Medical Imaging","OP_9","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram. (A number that is much lower than 8% may mean there’s not enough follow-up. A number much higher than 14% may mean there’s too much unnecessary follow-up.)<br/><i>Percentages <b>between 8 percent and 14 percent</b> are better</i>","7.7"
"VI","Use of Medical Imaging","OP_9","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram. (A number that is much lower than 8% may mean there’s not enough follow-up. A number much higher than 14% may mean there’s too much unnecessary follow-up.)<br/><i>Percentages <b>between 8 percent and 14 percent</b> are better</i>","6"
"VT","Use of Medical Imaging","OP_9","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram. (A number that is much lower than 8% may mean there’s not enough follow-up. A number much higher than 14% may mean there’s too much unnecessary follow-up.)<br/><i>Percentages <b>between 8 percent and 14 percent</b> are better</i>","8.6"
"WA","Use of Medical Imaging","OP_9","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram. (A number that is much lower than 8% may mean there’s not enough follow-up. A number much higher than 14% may mean there’s too much unnecessary follow-up.)<br/><i>Percentages <b>between 8 percent and 14 percent</b> are better</i>","8.4"
"WI","Use of Medical Imaging","OP_9","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram. (A number that is much lower than 8% may mean there’s not enough follow-up. A number much higher than 14% may mean there’s too much unnecessary follow-up.)<br/><i>Percentages <b>between 8 percent and 14 percent</b> are better</i>","8"
"WV","Use of Medical Imaging","OP_9","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram. (A number that is much lower than 8% may mean there’s not enough follow-up. A number much higher than 14% may mean there’s too much unnecessary follow-up.)<br/><i>Percentages <b>between 8 percent and 14 percent</b> are better</i>","9.2"
"WY","Use of Medical Imaging","OP_9","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram. (A number that is much lower than 8% may mean there’s not enough follow-up. A number much higher than 14% may mean there’s too much unnecessary follow-up.)<br/><i>Percentages <b>between 8 percent and 14 percent</b> are better</i>","8.7"
"AK","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.08"
"AL","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.208"
"AR","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.19"
"AS","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","Not Available"
"AZ","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.142"
"CA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.187"
"CO","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.14"
"CT","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.092"
"DC","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.112"
"DE","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.195"
"FL","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.161"
"GA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.125"
"GU","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","Not Available"
"HI","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.094"
"IA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.14"
"ID","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.097"
"IL","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.171"
"IN","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.16"
"KS","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.313"
"KY","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.126"
"LA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.306"
"MA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.076"
"MD","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.053"
"ME","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.073"
"MI","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.111"
"MN","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.074"
"MO","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.189"
"MP","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","Not Available"
"MS","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.164"
"MT","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.136"
"NC","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.085"
"ND","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.136"
"NE","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.126"
"NH","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.054"
"NJ","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.095"
"NM","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.121"
"NV","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.134"
"NY","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.106"
"OH","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.119"
"OK","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.303"
"OR","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.085"
"PA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.151"
"PR","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.08"
"RI","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.058"
"SC","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.135"
"SD","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.262"
"TN","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.17"
"TX","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.257"
"UT","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.081"
"VA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.107"
"VI","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.028"
"VT","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.06"
"WA","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.09"
"WI","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.079"
"WV","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.267"
"WY","Use of Medical Imaging","OP_10","Outpatient CT scans of the abdomen that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.198"
"AK","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.009"
"AL","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.047"
"AR","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.069"
"AS","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","Not Available"
"AZ","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.084"
"CA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.043"
"CO","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.031"
"CT","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.021"
"DC","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.045"
"DE","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.018"
"FL","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.037"
"GA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.054"
"GU","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","Not Available"
"HI","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.012"
"IA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.04"
"ID","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.034"
"IL","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.058"
"IN","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.103"
"KS","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.053"
"KY","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.042"
"LA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.096"
"MA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.008"
"MD","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.01"
"ME","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.018"
"MI","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.051"
"MN","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.013"
"MO","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.044"
"MP","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","Not Available"
"MS","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.075"
"MT","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.03"
"NC","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.026"
"ND","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.018"
"NE","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.037"
"NH","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.007"
"NJ","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.027"
"NM","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.052"
"NV","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.046"
"NY","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.022"
"OH","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.024"
"OK","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.097"
"OR","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.017"
"PA","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.023"
"PR","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.086"
"RI","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.025"
"SC","Use of Medical Imaging","OP_11","Outpatient CT scans of the chest that were “combination” (double) scans. (The range for this measure is 0 to 1. A number very close to 1 may mean that too many patients are being given a double scan when a single scan is all they need.)<br/><i>Numbers <b>closer to zero</b> are better</i>","0.031"
