"State","Condition","Measure Name","Category","Number of Hospitals"
"MP","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"MS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"MT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"NC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","4"
"ND","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"NE","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"NH","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"NJ","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"NM","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"NV","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"NY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","4"
"OH","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","4"
"OK","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"OR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"PA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"PR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"RI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"SC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","4"
"SD","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"TN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"TX","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","7"
"UT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"VA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"VI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"VT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"WA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","8"
"WI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"WV","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"WY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"AK","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","11"
"AL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","92"
"AR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","64"
"AS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","0"
"AZ","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","55"
"CA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","259"
"CO","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","54"
"CT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","25"
"DC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","5"
"DE","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","5"
"FL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","164"
"GA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","126"
"GU","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","1"
"HI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","14"
"IA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","93"
"ID","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","23"
"IL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","150"
"IN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","108"
"KS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","86"
"KY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","88"
"LA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","85"
"MA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","50"
"MD","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","41"
"ME","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","35"
"MI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","104"
"MN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","85"
"MO","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","101"
"MP","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","0"
"MS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","80"
"MT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","28"
"NC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","95"
"ND","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","27"
"NE","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","48"
"NH","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","24"
"NJ","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","51"
"NM","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","33"
"NV","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","26"
"NY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","166"
"OH","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","142"
"OK","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","87"
"OR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","50"
"PA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","139"
"PR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","30"
"RI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","10"
"SC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","56"
"SD","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","30"
"TN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","106"
"TX","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","297"
"UT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","26"
"VA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","75"
"VI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","2"
"VT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","13"
"WA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","60"
"WI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","110"
"WV","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","49"
"WY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","No different than U.S. National Rate","17"
"AK","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"AL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"AR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"AS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"AZ","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","4"
"CA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","26"
"CO","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"CT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","5"
"DC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","3"
"DE","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"FL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","9"
"GA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","3"
"GU","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"HI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"IA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"ID","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"IL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","22"
"IN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","5"
"KS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"KY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","2"
"LA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"MA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","13"
"MD","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","4"
"ME","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"MI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","15"
"MN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","2"
"MO","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","3"
"MP","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"MS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"MT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","4"
"ND","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NE","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NH","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NJ","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","14"
"NM","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NV","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"NY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","11"
"OH","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","9"
"OK","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"OR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","1"
"PA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","16"
"PR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"RI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"SC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"SD","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"TN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"TX","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","12"
"UT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"VA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","5"
"VI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"VT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"WA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"WI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","2"
"WV","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"WY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Better than U.S. National Rate","0"
"AK","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","11"
"AL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","6"
"AR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","5"
"AS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"AZ","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","19"
"CA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","52"
"CO","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","19"
"CT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","0"
"DC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","0"
"DE","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","0"
"FL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","11"
"GA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","13"
"GU","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","0"
"HI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","5"
"IA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","21"
"ID","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","14"
"IL","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","8"
"IN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"KS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","44"
"KY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","4"
"LA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","24"
"MA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","2"
"MD","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"ME","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","2"
"MI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","12"
"MN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","43"
"MO","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","8"
"MP","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"MS","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","13"
"MT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","33"
"NC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","10"
"ND","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","17"
"NE","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","37"
"NH","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"NJ","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"NM","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","8"
"NV","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","7"
"NY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","10"
"OH","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","11"
"OK","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","27"
"OR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","8"
"PA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","8"
"PR","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","19"
"RI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"SC","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","2"
"SD","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","25"
"TN","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","9"
"TX","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","61"
"UT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","16"
"VA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","4"
"VI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","0"
"VT","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","1"
"WA","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","19"
"WI","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","12"
"WV","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","5"
"WY","Heart Failure","Heart failure (HF) 30-Day Mortality Rate","Number of Cases Too Small*","13"
"AK","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"AL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"AR","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","8"
"AS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"AZ","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"CA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","17"
"CO","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"CT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"DC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"DE","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"FL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","7"
"GA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","12"
"GU","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"HI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"IA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","4"
"ID","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"IL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","10"
"IN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","5"
"KS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","5"
"KY","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","11"
"LA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","15"
"MA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"MD","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"ME","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"MI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","4"
"MN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"MO","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","7"
"MP","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"MS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","5"
"MT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"NC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","11"
"ND","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"NE","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"NH","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"NJ","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"NM","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"NV","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"NY","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","5"
"OH","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"OK","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","5"
"OR","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"PA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","8"
"PR","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"RI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"SC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","6"
"SD","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"TN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","10"
"TX","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","14"
"UT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"VA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","8"
"VI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","0"
"VT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"WA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"WI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","2"
"WV","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","3"
"WY","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","Worse than U.S. National Rate","1"
"AK","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","15"
"AL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","90"
"AR","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","68"
"AS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","1"
"AZ","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","63"
"CA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","258"
"CO","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","58"
"CT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","24"
"DC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","7"
"DE","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","6"
"FL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","166"
"GA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","125"
"GU","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","1"
"HI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","13"
"IA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","107"
"ID","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","35"
"IL","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","153"
"IN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","110"
"KS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","110"
"KY","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","83"
"LA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","82"
"MA","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","53"
"MD","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","36"
"ME","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","36"
"MI","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","117"
"MN","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","111"
"MO","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","100"
"MP","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","1"
"MS","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","85"
"MT","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","39"
"NC","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","94"
"ND","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","41"
"NE","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","76"
"NH","Pneumonia","Pneumonia (PN) 30-Day Mortality Rate","No different than U.S. National Rate","23"
