"State","Condition","Measure Name","Measure Code","Score"
"PA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","43"
"PR","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","45"
"RI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","Not Available"
"SC","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","100"
"SD","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","Not Available"
"TN","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","69"
"TX","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","67"
"UT","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","100"
"VA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","54"
"VI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","Not Available"
"VT","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","100"
"WA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","60"
"WI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","Not Available"
"WV","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","Not Available"
"WY","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given fibrinolytic medication within 30 minutes of arrival Higher percentages are better","AMI_7a","25"
"AK","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","89"
"AL","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","96"
"AR","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","93"
"AS","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","Not Available"
"AZ","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","94"
"CA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","95"
"CO","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","94"
"CT","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","94"
"DC","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","71"
"DE","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","94"
"FL","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","96"
"GA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","94"
"GU","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","Not Available"
"HI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","86"
"IA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","93"
"ID","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","99"
"IL","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","95"
"IN","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","93"
"KS","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","95"
"KY","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","93"
"LA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","90"
"MA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","95"
"MD","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","91"
"ME","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","95"
"MI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","93"
"MN","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","94"
"MO","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","96"
"MP","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","Not Available"
"MS","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","97"
"MT","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","92"
"NC","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","97"
"ND","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","92"
"NE","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","90"
"NH","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","91"
"NJ","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","93"
"NM","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","92"
"NV","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","95"
"NY","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","92"
"OH","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","95"
"OK","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","94"
"OR","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","93"
"PA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","93"
"PR","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","56"
"RI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","98"
"SC","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","97"
"SD","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","90"
"TN","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","96"
"TX","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","95"
"UT","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","98"
"VA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","96"
"VI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","67"
"VT","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","98"
"WA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","93"
"WI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","93"
"WV","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","92"
"WY","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given PCI within 90 minutes of arrival Higher percentages are better","AMI_8a","97"
"AK"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","28"
"AL"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","25"
"AR"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","26"
"AS"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","Not Available"
"AZ"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","36"
"CA"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","27"
"CO"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"CT"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","44"
"DC"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","Not Available"
"DE"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"FL"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"GA"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","29"
"GU"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","Not Available"
"HI"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","24"
"IA"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","31"
"ID"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"IL"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","28"
"IN"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","28"
"KS"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"KY"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","28"
"LA"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"MA"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","24"
"MD"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","Not Available"
"ME"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","23"
"MI"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","27"
"MN"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","27"
"MO"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","36"
"MP"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","Not Available"
"MS"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","34"
"MT"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","51"
"NC"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","27"
"ND"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","28"
"NE"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","36"
"NH"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","26"
"NJ"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","26"
"NM"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","28"
"NV"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"NY"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","27"
"OH"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"OK"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"OR"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","29"
"PA"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","34"
"PR"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","Not Available"
"RI"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","28"
"SC"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","24"
"SD"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","27"
"TN"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","27"
"TX"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"UT"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","30"
"VA"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","25"
"VI"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","Not Available"
"VT"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","26"
"WA"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","28"
"WI"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","27"
"WV"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","28"
"WY"," Process of Care Measures","Median Time to Fibrinolysis","OP_1","25"
"AK","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","99"
"AL","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"AR","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","96"
"AS","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","Not Available"
"AZ","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"CA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"CO","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","99"
"CT","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"DC","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","96"
"DE","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"FL","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"GA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"GU","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"HI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"IA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"ID","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"IL","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"IN","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"KS","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"KY","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"LA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","96"
"MA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"MD","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"ME","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"MI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"MN","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"MO","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"MP","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","Not Available"
"MS","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"MT","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"NC","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"ND","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","95"
"NE","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","99"
"NH","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","99"
"NJ","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"NM","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"NV","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"NY","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"OH","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"OK","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"OR","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"PA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"PR","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","85"
"RI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"SC","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"SD","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","95"
"TN","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"TX","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"UT","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","100"
"VA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"VI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","91"
"VT","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"WA","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"WI","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","98"
"WV","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"WY","Heart Attack or Chest Pain Process of Care Measures","Heart attack patients given a prescription for a statin at discharge Higher percentages are better","AMI_10","97"
"AK","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"AL","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"AR","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"AS","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","Not Available"
"AZ","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"CA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"CO","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"CT","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","89"
"DC","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","82"
"DE","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"FL","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"GA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","89"
"GU","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","98"
"HI","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"IA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","90"
"ID","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"IL","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","95"
"IN","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"KS","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","87"
"KY","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","89"
"LA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"MA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"MD","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"ME","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","95"
"MI","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"MN","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","87"
"MO","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"MP","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","Not Available"
"MS","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","90"
"MT","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","86"
"NC","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"ND","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"NE","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"NH","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","95"
"NJ","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","96"
"NM","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","83"
"NV","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","90"
"NY","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"OH","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"OK","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","89"
"OR","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"PA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","94"
"PR","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","85"
"RI","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","87"
"SC","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"SD","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","89"
"TN","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"TX","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","93"
"UT","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","95"
"VA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","95"
"VI","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","97"
"VT","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","91"
"WA","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","90"
"WI","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"WV","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","92"
"WY","Heart Failure Process of Care Measures","Heart failure patients given discharge instructions Higher percentages are better","HF_1","85"
"AK","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of Left Ventricular Systolic (LVS) function Higher percentages are better","HF_2","96"
"AL","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of Left Ventricular Systolic (LVS) function Higher percentages are better","HF_2","98"
"AR","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of Left Ventricular Systolic (LVS) function Higher percentages are better","HF_2","98"
"AS","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of Left Ventricular Systolic (LVS) function Higher percentages are better","HF_2","Not Available"
"AZ","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of Left Ventricular Systolic (LVS) function Higher percentages are better","HF_2","99"
"CA","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of Left Ventricular Systolic (LVS) function Higher percentages are better","HF_2","99"
"CO","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of Left Ventricular Systolic (LVS) function Higher percentages are better","HF_2","98"
"CT","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of Left Ventricular Systolic (LVS) function Higher percentages are better","HF_2","100"
"DC","Heart Failure Process of Care Measures","Heart failure patients given an evaluation of Left Ventricular Systolic (LVS) function Higher percentages are better","HF_2","97"
