"State","HCAHPS Question","HCAHPS Measure Code","HCAHPS Answer Description","HCAHPS Answer Percent"
"IA","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","75"
"IA","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","22"
"IA","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","3"
"ID","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","79"
"ID","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","17"
"ID","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"ID","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","82"
"ID","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","14"
"ID","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"ID","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","71"
"ID","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","22"
"ID","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","7"
"ID","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","71"
"ID","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","23"
"ID","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","6"
"ID","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","66"
"ID","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","18"
"ID","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","16"
"ID","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","76"
"ID","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","18"
"ID","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","6"
"ID","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","63"
"ID","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","29"
"ID","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","8"
"ID","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","88"
"ID","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","12"
"ID","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","74"
"ID","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","20"
"ID","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","6"
"ID","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","75"
"ID","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","22"
"ID","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","3"
"IL","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","77"
"IL","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","18"
"IL","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"IL","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","81"
"IL","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","15"
"IL","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"IL","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","65"
"IL","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","25"
"IL","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","10"
"IL","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","70"
"IL","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","23"
"IL","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","7"
"IL","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","61"
"IL","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","19"
"IL","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","20"
"IL","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","72"
"IL","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","19"
"IL","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"IL","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","57"
"IL","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","31"
"IL","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","12"
"IL","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","84"
"IL","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","16"
"IL","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","68"
"IL","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","23"
"IL","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","9"
"IL","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","68"
"IL","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","27"
"IL","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","5"
"IN","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","80"
"IN","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","17"
"IN","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","3"
"IN","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","82"
"IN","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","14"
"IN","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","4"
"IN","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","69"
"IN","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","24"
"IN","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","7"
"IN","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","72"
"IN","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","23"
"IN","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","5"
"IN","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","63"
"IN","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","18"
"IN","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","19"
"IN","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","75"
"IN","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","18"
"IN","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","7"
"IN","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","59"
"IN","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","32"
"IN","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","9"
"IN","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","85"
"IN","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","15"
"IN","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","73"
"IN","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","20"
"IN","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"IN","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","73"
"IN","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","23"
"IN","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","4"
"KS","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","80"
"KS","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","17"
"KS","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","3"
"KS","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","84"
"KS","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","13"
"KS","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"KS","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","71"
"KS","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","23"
"KS","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","6"
"KS","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","72"
"KS","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","23"
"KS","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","5"
"KS","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","65"
"KS","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","19"
"KS","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","16"
"KS","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","76"
"KS","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","17"
"KS","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","7"
"KS","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","65"
"KS","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","28"
"KS","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","7"
"KS","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","85"
"KS","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","15"
"KS","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","75"
"KS","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","20"
"KS","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","5"
"KS","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","76"
"KS","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","21"
"KS","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","3"
"KY","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","80"
"KY","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","16"
"KY","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"KY","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","84"
"KY","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","13"
"KY","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"KY","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","68"
"KY","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","23"
"KY","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","9"
"KY","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","72"
"KY","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","21"
"KY","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","7"
"KY","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","64"
"KY","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","17"
"KY","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","19"
"KY","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","74"
"KY","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","18"
"KY","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"KY","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","63"
"KY","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","28"
"KY","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","9"
"KY","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","84"
"KY","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","16"
"KY","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","70"
"KY","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","22"
"KY","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"KY","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","70"
"KY","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","25"
"KY","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","5"
"LA","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","82"
"LA","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","14"
"LA","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","4"
"LA","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","86"
"LA","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","11"
"LA","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","3"
"LA","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","71"
"LA","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","19"
"LA","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","10"
"LA","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","75"
"LA","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","18"
"LA","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","7"
"LA","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","68"
"LA","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","15"
"LA","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","17"
"LA","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","74"
"LA","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","17"
"LA","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"LA","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","73"
"LA","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","21"
"LA","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","6"
"LA","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"LA","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","17"
"LA","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","74"
"LA","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","19"
"LA","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","7"
"LA","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","75"
"LA","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","21"
"LA","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","4"
"MA","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","79"
"MA","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","16"
"MA","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","5"
"MA","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","80"
"MA","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","15"
"MA","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","5"
"MA","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","65"
"MA","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","25"
"MA","Percent of patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted.","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted","10"
"MA","Patients who reported that their pain was ""Always"" well controlled.","H_COMP_4_A_P","Pain was always well controlled","71"
"MA","Percent of patients who reported that their pain was ""Usually"" well controlled.","H_COMP_4_U_P","Pain was usually well controlled","22"
"MA","Percent of patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled.","H_COMP_4_SN_P","Pain was sometimes or never well controlled","7"
"MA","Patients who reported that staff ""Always"" explained about medicines before giving it to them.","H_COMP_5_A_P","Staff always explained","63"
"MA","Percent of patients who reported that staff ""Usually"" explained about medicines before giving it to them.","H_COMP_5_U_P","Staff usually explained","18"
"MA","Percent of patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them.","H_COMP_5_SN_P","Staff sometimes or never explained","19"
"MA","Patients who reported that their room and bathroom were ""Always"" clean.","H_CLEAN_HSP_A_P","Room was always clean","73"
"MA","Percent of patients who reported that their room and bathroom were ""Usually"" clean.","H_CLEAN_HSP_U_P","Room was usually clean","19"
"MA","Percent of patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean.","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"MA","Patients who reported that the area around their room was ""Always"" quiet at night.","H_QUIET_HSP_A_P","Always quiet at night","52"
"MA","Percent of patients who reported that the area around their room was ""Usually"" quiet at night.","H_QUIET_HSP_U_P","Usually quiet at night","33"
"MA","Percent of patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night.","H_QUIET_HSP_SN_P","Sometimes or never quiet at night","15"
"MA","Patients at each hospital who reported that YES, they were given information about what to do during their recovery at home.","H_COMP_6_Y_P","Yes, staff did give patients this information","87"
"MA","Percent of patients who reported that they were not given information about what to do during their recovery at home.","H_COMP_6_N_P","No, staff did not give patients this information","13"
"MA","Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)","69"
"MA","Percent of patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)","23"
"MA","Percent of patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest).","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)","8"
"MA","Patients who reported YES, they would definitely recommend the hospital.","H_RECMND_DY","YES, patients would definitely recommend the hospital","73"
"MA","Percent of patients who reported YES, they would probably recommend the hospital.","H_RECMND_PY","YES, patients would probably recommend the hospital","23"
"MA","Percent of patients who reported NO, they would not recommend the hospital.","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)","4"
"MD","Patients who reported that their nurses ""Always"" communicated well.","H_COMP_1_A_P","Nurses always communicated well","74"
"MD","Percent of patients who reported that their nurses ""Usually"" communicated well.","H_COMP_1_U_P","Nurses usually communicated well","19"
"MD","Percent of patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well.","H_COMP_1_SN_P","Nurses sometimes or never communicated well","7"
"MD","Patients who reported that their doctors ""Always"" communicated well.","H_COMP_2_A_P","Doctors always communicated well","78"
"MD","Percent of patients who reported that their doctors ""Usually"" communicated well.","H_COMP_2_U_P","Doctors usually communicated well","16"
"MD","Percent of patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well.","H_COMP_2_SN_P","Doctors sometimes or never communicated well","6"
"MD","Patients who reported that they ""Always"" received help as soon as they wanted.","H_COMP_3_A_P","Patients always received help as soon as they wanted","59"
"MD","Percent of patients who reported that they ""Usually"" received help as soon as they wanted.","H_COMP_3_U_P","Patients usually received help as soon as they wanted","27"
