"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Number Of Cases"
"WI","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","448"
"WV","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","203"
"WY","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","24"
"AK","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","38"
"AL","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","267"
"AR","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","365"
"AZ","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","605"
"CA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","1556"
"CO","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","135"
"CT","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","239"
"DC","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","100"
"DE","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","49"
"FL","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","1816"
"GA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","532"
"HI","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","34"
"IA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","207"
"ID","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","17"
"IL","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","1161"
"IN","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","612"
"KS","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","227"
"KY","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","491"
"LA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","293"
"MA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","461"
"MD","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","352"
"ME","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","63"
"MI","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","843"
"MN","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","451"
"MO","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","498"
"MS","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","239"
"MT","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","53"
"NC","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","648"
"ND","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","71"
"NE","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","168"
"NH","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","50"
"NJ","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","729"
"NM","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","46"
"NV","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","135"
"NY","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","1619"
"OH","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","1021"
"OK","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","393"
"OR","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","138"
"PA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","1284"
"PR","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","36"
"RI","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","21"
"SC","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","369"
"SD","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","85"
"TN","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","744"
"TX","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","1321"
"UT","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","85"
"VA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","475"
"VI","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","*"
"VT","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","20"
"WA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","255"
"WI","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","334"
"WV","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","126"
"WY","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","21"
"AK","226","Cardiac defibrillator implant w/o cardiac cath w MCC","*"
"AL","226","Cardiac defibrillator implant w/o cardiac cath w MCC","80"
"AR","226","Cardiac defibrillator implant w/o cardiac cath w MCC","73"
"AZ","226","Cardiac defibrillator implant w/o cardiac cath w MCC","141"
"CA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","468"
"CO","226","Cardiac defibrillator implant w/o cardiac cath w MCC","35"
"CT","226","Cardiac defibrillator implant w/o cardiac cath w MCC","60"
"DC","226","Cardiac defibrillator implant w/o cardiac cath w MCC","27"
"DE","226","Cardiac defibrillator implant w/o cardiac cath w MCC","25"
"FL","226","Cardiac defibrillator implant w/o cardiac cath w MCC","493"
"GA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","171"
"HI","226","Cardiac defibrillator implant w/o cardiac cath w MCC","12"
"IA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","50"
"ID","226","Cardiac defibrillator implant w/o cardiac cath w MCC","*"
"IL","226","Cardiac defibrillator implant w/o cardiac cath w MCC","239"
"IN","226","Cardiac defibrillator implant w/o cardiac cath w MCC","159"
"KS","226","Cardiac defibrillator implant w/o cardiac cath w MCC","53"
"KY","226","Cardiac defibrillator implant w/o cardiac cath w MCC","103"
"LA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","76"
"MA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","98"
"MD","226","Cardiac defibrillator implant w/o cardiac cath w MCC","96"
"ME","226","Cardiac defibrillator implant w/o cardiac cath w MCC","18"
"MI","226","Cardiac defibrillator implant w/o cardiac cath w MCC","267"
"MN","226","Cardiac defibrillator implant w/o cardiac cath w MCC","81"
"MO","226","Cardiac defibrillator implant w/o cardiac cath w MCC","151"
"MS","226","Cardiac defibrillator implant w/o cardiac cath w MCC","69"
"MT","226","Cardiac defibrillator implant w/o cardiac cath w MCC","13"
"NC","226","Cardiac defibrillator implant w/o cardiac cath w MCC","159"
"ND","226","Cardiac defibrillator implant w/o cardiac cath w MCC","12"
"NE","226","Cardiac defibrillator implant w/o cardiac cath w MCC","38"
"NH","226","Cardiac defibrillator implant w/o cardiac cath w MCC","16"
"NJ","226","Cardiac defibrillator implant w/o cardiac cath w MCC","243"
"NM","226","Cardiac defibrillator implant w/o cardiac cath w MCC","18"
"NV","226","Cardiac defibrillator implant w/o cardiac cath w MCC","32"
"NY","226","Cardiac defibrillator implant w/o cardiac cath w MCC","351"
"OH","226","Cardiac defibrillator implant w/o cardiac cath w MCC","215"
"OK","226","Cardiac defibrillator implant w/o cardiac cath w MCC","73"
"OR","226","Cardiac defibrillator implant w/o cardiac cath w MCC","30"
"PA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","323"
"PR","226","Cardiac defibrillator implant w/o cardiac cath w MCC","16"
"RI","226","Cardiac defibrillator implant w/o cardiac cath w MCC","*"
"SC","226","Cardiac defibrillator implant w/o cardiac cath w MCC","90"
"SD","226","Cardiac defibrillator implant w/o cardiac cath w MCC","21"
"TN","226","Cardiac defibrillator implant w/o cardiac cath w MCC","175"
"TX","226","Cardiac defibrillator implant w/o cardiac cath w MCC","446"
"UT","226","Cardiac defibrillator implant w/o cardiac cath w MCC","24"
"VA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","145"
"VT","226","Cardiac defibrillator implant w/o cardiac cath w MCC","*"
"WA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","74"
"WI","226","Cardiac defibrillator implant w/o cardiac cath w MCC","71"
"WV","226","Cardiac defibrillator implant w/o cardiac cath w MCC","42"
"WY","226","Cardiac defibrillator implant w/o cardiac cath w MCC","*"
"AK","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"AL","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","51"
"AR","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","72"
"AZ","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","83"
"CA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","223"
"CO","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","32"
"CT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","35"
"DC","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","26"
"DE","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"FL","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","330"
"GA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","62"
"HI","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"IA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","31"
"ID","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"IL","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","158"
"IN","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","111"
"KS","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","48"
"KY","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","76"
"LA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","51"
"MA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","54"
"MD","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","64"
"ME","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","17"
"MI","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","118"
"MN","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","49"
"MO","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","104"
"MS","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","42"
"MT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"NC","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","110"
"ND","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","17"
"NE","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","32"
"NH","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","15"
"NJ","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","124"
"NM","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"NV","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","24"
"NY","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","260"
"OH","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","133"
"OK","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","27"
"OR","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","19"
"PA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","193"
"PR","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"RI","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"SC","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","94"
"SD","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","13"
"TN","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","70"
"TX","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","227"
"UT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","15"
"VA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","76"
"VT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"WA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","51"
"WI","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","63"
"WV","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","31"
"WY","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","*"
"AK","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"AL","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","46"
"AR","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","27"
"AZ","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","52"
"CA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","201"
"CO","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","28"
"CT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","33"
"DC","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","17"
"DE","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"FL","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","187"
"GA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","48"
"HI","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"IA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","27"
"ID","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"IL","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","144"
"IN","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","80"
"KS","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","23"
"KY","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","41"
"LA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","39"
"MA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","52"
"MD","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","38"
"ME","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","15"
"MI","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","131"
"MN","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","40"
"MO","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","83"
"MS","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","33"
"MT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"NC","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","97"
"ND","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","11"
"NE","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","19"
"NH","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","13"
"NJ","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","71"
"NM","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","11"
"NV","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","23"
"NY","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","139"
"OH","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","99"
"OK","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","35"
"OR","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","27"
"PA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","133"
"PR","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"RI","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"SC","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","36"
"SD","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","13"
"TN","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","69"
"TX","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","177"
"UT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","13"
"VA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","57"
"VT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"WA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","51"
"WI","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","47"
"WV","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"WY","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","*"
"AK","039","Extracranial procedures w/o CC/MCC","33"
"AL","039","Extracranial procedures w/o CC/MCC","927"
"AR","039","Extracranial procedures w/o CC/MCC","681"
"AZ","039","Extracranial procedures w/o CC/MCC","684"
"CA","039","Extracranial procedures w/o CC/MCC","2187"
"CO","039","Extracranial procedures w/o CC/MCC","324"
"CT","039","Extracranial procedures w/o CC/MCC","432"
"DC","039","Extracranial procedures w/o CC/MCC","58"
"DE","039","Extracranial procedures w/o CC/MCC","150"
"FL","039","Extracranial procedures w/o CC/MCC","3143"
"GA","039","Extracranial procedures w/o CC/MCC","1129"
"GU","039","Extracranial procedures w/o CC/MCC","*"
"HI","039","Extracranial procedures w/o CC/MCC","42"
"IA","039","Extracranial procedures w/o CC/MCC","556"
"ID","039","Extracranial procedures w/o CC/MCC","115"
"IL","039","Extracranial procedures w/o CC/MCC","1439"
"IN","039","Extracranial procedures w/o CC/MCC","1140"
"KS","039","Extracranial procedures w/o CC/MCC","606"
"KY","039","Extracranial procedures w/o CC/MCC","784"
"LA","039","Extracranial procedures w/o CC/MCC","808"
"MA","039","Extracranial procedures w/o CC/MCC","813"
"MD","039","Extracranial procedures w/o CC/MCC","796"
"ME","039","Extracranial procedures w/o CC/MCC","224"
"MI","039","Extracranial procedures w/o CC/MCC","1424"
"MN","039","Extracranial procedures w/o CC/MCC","481"
"MO","039","Extracranial procedures w/o CC/MCC","1111"
"MS","039","Extracranial procedures w/o CC/MCC","636"
"MT","039","Extracranial procedures w/o CC/MCC","181"
"NC","039","Extracranial procedures w/o CC/MCC","1258"
"ND","039","Extracranial procedures w/o CC/MCC","178"
"NE","039","Extracranial procedures w/o CC/MCC","352"
"NH","039","Extracranial procedures w/o CC/MCC","250"
"NJ","039","Extracranial procedures w/o CC/MCC","938"
"NM","039","Extracranial procedures w/o CC/MCC","117"
"NV","039","Extracranial procedures w/o CC/MCC","324"
"NY","039","Extracranial procedures w/o CC/MCC","1554"
"OH","039","Extracranial procedures w/o CC/MCC","1417"
"OK","039","Extracranial procedures w/o CC/MCC","559"
"OR","039","Extracranial procedures w/o CC/MCC","423"
"PA","039","Extracranial procedures w/o CC/MCC","1280"
"PR","039","Extracranial procedures w/o CC/MCC","38"
"RI","039","Extracranial procedures w/o CC/MCC","105"
"SC","039","Extracranial procedures w/o CC/MCC","786"
"SD","039","Extracranial procedures w/o CC/MCC","166"
"TN","039","Extracranial procedures w/o CC/MCC","1050"
"TX","039","Extracranial procedures w/o CC/MCC","3218"
"UT","039","Extracranial procedures w/o CC/MCC","124"
"VA","039","Extracranial procedures w/o CC/MCC","885"
"VI","039","Extracranial procedures w/o CC/MCC","*"
"VT","039","Extracranial procedures w/o CC/MCC","58"
"WA","039","Extracranial procedures w/o CC/MCC","627"
"WI","039","Extracranial procedures w/o CC/MCC","723"
"WV","039","Extracranial procedures w/o CC/MCC","427"
"WY","039","Extracranial procedures w/o CC/MCC","50"
"AK","038","Extracranial procedures w CC","21"
"AL","038","Extracranial procedures w CC","301"
"AR","038","Extracranial procedures w CC","184"
"AZ","038","Extracranial procedures w CC","257"
"CA","038","Extracranial procedures w CC","760"
"CO","038","Extracranial procedures w CC","119"
"CT","038","Extracranial procedures w CC","128"
"DC","038","Extracranial procedures w CC","21"
"DE","038","Extracranial procedures w CC","45"
"FL","038","Extracranial procedures w CC","1004"
"GA","038","Extracranial procedures w CC","332"
"HI","038","Extracranial procedures w CC","11"
"IA","038","Extracranial procedures w CC","177"
"ID","038","Extracranial procedures w CC","38"
"IL","038","Extracranial procedures w CC","646"
"IN","038","Extracranial procedures w CC","357"
"KS","038","Extracranial procedures w CC","194"
"KY","038","Extracranial procedures w CC","255"
"LA","038","Extracranial procedures w CC","268"
"MA","038","Extracranial procedures w CC","331"
"MD","038","Extracranial procedures w CC","269"
"ME","038","Extracranial procedures w CC","71"
"MI","038","Extracranial procedures w CC","541"
"MN","038","Extracranial procedures w CC","239"
"MO","038","Extracranial procedures w CC","371"
"MS","038","Extracranial procedures w CC","171"
"MT","038","Extracranial procedures w CC","45"
"NC","038","Extracranial procedures w CC","360"
"ND","038","Extracranial procedures w CC","76"
"NE","038","Extracranial procedures w CC","97"
"NH","038","Extracranial procedures w CC","75"
"NJ","038","Extracranial procedures w CC","328"
"NM","038","Extracranial procedures w CC","41"
"NV","038","Extracranial procedures w CC","95"
"NY","038","Extracranial procedures w CC","543"
"OH","038","Extracranial procedures w CC","520"
"OK","038","Extracranial procedures w CC","253"
"OR","038","Extracranial procedures w CC","104"
"PA","038","Extracranial procedures w CC","479"
"PR","038","Extracranial procedures w CC","*"
"RI","038","Extracranial procedures w CC","22"
"SC","038","Extracranial procedures w CC","177"
"SD","038","Extracranial procedures w CC","36"
"TN","038","Extracranial procedures w CC","340"
"TX","038","Extracranial procedures w CC","1034"
"UT","038","Extracranial procedures w CC","61"
"VA","038","Extracranial procedures w CC","278"
"VT","038","Extracranial procedures w CC","16"
"WA","038","Extracranial procedures w CC","225"
"WI","038","Extracranial procedures w CC","274"
"WV","038","Extracranial procedures w CC","132"
"WY","038","Extracranial procedures w CC","21"
"AK","236","Coronary bypass w/o cardiac cath w/o MCC","39"
"AL","236","Coronary bypass w/o cardiac cath w/o MCC","565"
"AR","236","Coronary bypass w/o cardiac cath w/o MCC","479"
"AZ","236","Coronary bypass w/o cardiac cath w/o MCC","396"
"CA","236","Coronary bypass w/o cardiac cath w/o MCC","1214"
"CO","236","Coronary bypass w/o cardiac cath w/o MCC","185"
"CT","236","Coronary bypass w/o cardiac cath w/o MCC","209"
"DC","236","Coronary bypass w/o cardiac cath w/o MCC","76"
"DE","236","Coronary bypass w/o cardiac cath w/o MCC","100"
"FL","236","Coronary bypass w/o cardiac cath w/o MCC","1499"
"GA","236","Coronary bypass w/o cardiac cath w/o MCC","599"
"GU","236","Coronary bypass w/o cardiac cath w/o MCC","*"
"HI","236","Coronary bypass w/o cardiac cath w/o MCC","48"
"IA","236","Coronary bypass w/o cardiac cath w/o MCC","260"
"ID","236","Coronary bypass w/o cardiac cath w/o MCC","84"
"IL","236","Coronary bypass w/o cardiac cath w/o MCC","931"
"IN","236","Coronary bypass w/o cardiac cath w/o MCC","682"
"KS","236","Coronary bypass w/o cardiac cath w/o MCC","231"
"KY","236","Coronary bypass w/o cardiac cath w/o MCC","552"
"LA","236","Coronary bypass w/o cardiac cath w/o MCC","463"
"MA","236","Coronary bypass w/o cardiac cath w/o MCC","478"
"MD","236","Coronary bypass w/o cardiac cath w/o MCC","325"
"ME","236","Coronary bypass w/o cardiac cath w/o MCC","107"
"MI","236","Coronary bypass w/o cardiac cath w/o MCC","734"
"MN","236","Coronary bypass w/o cardiac cath w/o MCC","379"
"MO","236","Coronary bypass w/o cardiac cath w/o MCC","638"
"MS","236","Coronary bypass w/o cardiac cath w/o MCC","388"
"MT","236","Coronary bypass w/o cardiac cath w/o MCC","97"
"NC","236","Coronary bypass w/o cardiac cath w/o MCC","650"
"ND","236","Coronary bypass w/o cardiac cath w/o MCC","88"
"NE","236","Coronary bypass w/o cardiac cath w/o MCC","232"
"NH","236","Coronary bypass w/o cardiac cath w/o MCC","168"
"NJ","236","Coronary bypass w/o cardiac cath w/o MCC","588"
"NM","236","Coronary bypass w/o cardiac cath w/o MCC","72"
"NV","236","Coronary bypass w/o cardiac cath w/o MCC","126"
"NY","236","Coronary bypass w/o cardiac cath w/o MCC","922"
"OH","236","Coronary bypass w/o cardiac cath w/o MCC","785"
"OK","236","Coronary bypass w/o cardiac cath w/o MCC","488"
"OR","236","Coronary bypass w/o cardiac cath w/o MCC","211"
"PA","236","Coronary bypass w/o cardiac cath w/o MCC","801"
"PR","236","Coronary bypass w/o cardiac cath w/o MCC","85"
"RI","236","Coronary bypass w/o cardiac cath w/o MCC","52"
"SC","236","Coronary bypass w/o cardiac cath w/o MCC","424"
"SD","236","Coronary bypass w/o cardiac cath w/o MCC","104"
"TN","236","Coronary bypass w/o cardiac cath w/o MCC","781"
"TX","236","Coronary bypass w/o cardiac cath w/o MCC","1669"
"UT","236","Coronary bypass w/o cardiac cath w/o MCC","111"
"VA","236","Coronary bypass w/o cardiac cath w/o MCC","644"
"VT","236","Coronary bypass w/o cardiac cath w/o MCC","37"
"WA","236","Coronary bypass w/o cardiac cath w/o MCC","462"
"WI","236","Coronary bypass w/o cardiac cath w/o MCC","435"
"WV","236","Coronary bypass w/o cardiac cath w/o MCC","232"
"WY","236","Coronary bypass w/o cardiac cath w/o MCC","18"
"AK","235","Coronary bypass w/o cardiac cath w MCC","11"
"AL","235","Coronary bypass w/o cardiac cath w MCC","180"
"AR","235","Coronary bypass w/o cardiac cath w MCC","115"
"AZ","235","Coronary bypass w/o cardiac cath w MCC","159"
"CA","235","Coronary bypass w/o cardiac cath w MCC","513"
"CO","235","Coronary bypass w/o cardiac cath w MCC","87"
"CT","235","Coronary bypass w/o cardiac cath w MCC","80"
"DC","235","Coronary bypass w/o cardiac cath w MCC","118"
"DE","235","Coronary bypass w/o cardiac cath w MCC","21"
"FL","235","Coronary bypass w/o cardiac cath w MCC","699"
"GA","235","Coronary bypass w/o cardiac cath w MCC","411"
"HI","235","Coronary bypass w/o cardiac cath w MCC","33"
"IA","235","Coronary bypass w/o cardiac cath w MCC","92"
"ID","235","Coronary bypass w/o cardiac cath w MCC","14"
"IL","235","Coronary bypass w/o cardiac cath w MCC","398"
"IN","235","Coronary bypass w/o cardiac cath w MCC","232"
"KS","235","Coronary bypass w/o cardiac cath w MCC","99"
"KY","235","Coronary bypass w/o cardiac cath w MCC","188"
"LA","235","Coronary bypass w/o cardiac cath w MCC","148"
"MA","235","Coronary bypass w/o cardiac cath w MCC","162"
"MD","235","Coronary bypass w/o cardiac cath w MCC","203"
"ME","235","Coronary bypass w/o cardiac cath w MCC","32"
"MI","235","Coronary bypass w/o cardiac cath w MCC","325"
"MN","235","Coronary bypass w/o cardiac cath w MCC","87"
"MO","235","Coronary bypass w/o cardiac cath w MCC","229"
"MS","235","Coronary bypass w/o cardiac cath w MCC","95"
"MT","235","Coronary bypass w/o cardiac cath w MCC","23"
"NC","235","Coronary bypass w/o cardiac cath w MCC","259"
"ND","235","Coronary bypass w/o cardiac cath w MCC","33"
"NE","235","Coronary bypass w/o cardiac cath w MCC","74"
"NH","235","Coronary bypass w/o cardiac cath w MCC","41"
"NJ","235","Coronary bypass w/o cardiac cath w MCC","228"
"NM","235","Coronary bypass w/o cardiac cath w MCC","18"
"NV","235","Coronary bypass w/o cardiac cath w MCC","71"
"NY","235","Coronary bypass w/o cardiac cath w MCC","348"
"OH","235","Coronary bypass w/o cardiac cath w MCC","362"
"OK","235","Coronary bypass w/o cardiac cath w MCC","138"
"OR","235","Coronary bypass w/o cardiac cath w MCC","128"
"PA","235","Coronary bypass w/o cardiac cath w MCC","289"
"PR","235","Coronary bypass w/o cardiac cath w MCC","40"
"RI","235","Coronary bypass w/o cardiac cath w MCC","23"
"SC","235","Coronary bypass w/o cardiac cath w MCC","143"
"SD","235","Coronary bypass w/o cardiac cath w MCC","28"
