"State","HCAHPS Question","HCAHPS Measure Code","HCAHPS Answer Description","HCAHPS Answer Percent"
"TN","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","81"
"TX","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","82"
"UT","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","88"
"VT","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","87"
"VI","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","70"
"VA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","83"
"WA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","85"
"WV","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","82"
"WI","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","87"
"WY","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","85"
"AS","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","N/A"
"GU","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","N/A"
"MP","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information","N/A"
"AL","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"AK","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"AZ","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","18"
"AR","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","20"
"CA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","20"
"CO","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","15"
"CT","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","18"
"DE","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"DC","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","22"
"FL","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","20"
"GA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"HI","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","21"
"ID","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","14"
"IL","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","18"
"IN","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"IA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","15"
"KS","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"KY","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","17"
"LA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","18"
"ME","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","13"
"MD","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"MA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","14"
"MI","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"MN","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","15"
"MS","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","22"
"MO","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","17"
"MT","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","20"
"NE","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","15"
"NV","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"NH","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","14"
"NJ","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","22"
"NM","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"NY","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","20"
"NC","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"ND","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"OH","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"OK","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"OR","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"PA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","17"
"PR","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","N/A"
"RI","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"SC","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","16"
"SD","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","21"
"TN","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","19"
"TX","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","18"
"UT","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","12"
"VT","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","13"
"VI","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","30"
"VA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","17"
"WA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","15"
"WV","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","18"
"WI","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","13"
"WY","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","15"
"AS","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","N/A"
"GU","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","N/A"
"MP","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information","N/A"
"AL","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","69"
"AK","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","70"
"AZ","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","69"
"AR","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","70"
"CA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","68"
"CO","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","74"
"CT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","70"
"DE","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","67"
"DC","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","63"
"FL","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","67"
"GA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","71"
"HI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","71"
"ID","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","76"
"IL","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","71"
"IN","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","75"
"IA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","78"
"KS","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","75"
"KY","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","73"
"LA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","73"
"ME","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","79"
"MD","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","64"
"MA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"MI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","71"
"MN","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","76"
"MS","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"MO","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"MT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","73"
"NE","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","78"
"NV","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","67"
"NH","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","76"
"NJ","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","67"
"NM","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","71"
"NY","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","67"
"NC","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","70"
"ND","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","73"
"OH","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","73"
"OK","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","73"
"OR","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"PA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","70"
"PR","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","N/A"
"RI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"SC","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"SD","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","79"
"TN","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"TX","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"UT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"VT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","78"
"VI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","71"
"VA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","69"
"WA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","71"
"WV","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"WI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","78"
"WY","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","72"
"AS","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","N/A"
"GU","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","N/A"
"MP","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean","N/A"
"AL","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","12"
"AK","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"AZ","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","10"
"AR","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","11"
"CA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","10"
"CO","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","7"
"CT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"DE","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","12"
"DC","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","15"
"FL","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","12"
"GA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","10"
"HI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"ID","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","7"
"IL","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"IN","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","7"
"IA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","5"
"KS","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","7"
"KY","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"LA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","10"
"ME","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","5"
"MD","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","14"
"MA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"MI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"MN","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","6"
"MS","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"MO","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"MT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"NE","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","6"
"NV","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","13"
"NH","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","6"
"NJ","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","11"
"NM","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","10"
"NY","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","11"
"NC","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","11"
"ND","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"OH","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"OK","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"OR","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"PA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"PR","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","N/A"
"RI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"SC","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","10"
"SD","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","6"
"TN","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","10"
"TX","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"UT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","7"
"VT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","5"
"VI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","11"
"VA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","11"
"WA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"WV","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","9"
"WI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","5"
"WY","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","8"
"AS","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","N/A"
"GU","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","N/A"
"MP","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean","N/A"
"AL","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"AK","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","21"
"AZ","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","21"
"AR","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"CA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","22"
"CO","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"CT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","21"
"DE","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","21"
"DC","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","22"
"FL","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","21"
"GA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"HI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","21"
"ID","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","17"
"IL","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","20"
"IN","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","18"
"IA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","17"
"KS","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","18"
"KY","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"LA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","17"
"ME","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","16"
"MD","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","22"
"MA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","20"
"MI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","21"
"MN","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","18"
"MS","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"MO","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"MT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","18"
"NE","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","16"
"NV","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","20"
"NH","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","18"
"NJ","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","22"
"NM","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"NY","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","22"
"NC","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"ND","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"OH","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"OK","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","18"
"OR","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","20"
"PA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","21"
"PR","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","N/A"
"RI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","20"
"SC","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","18"
"SD","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","15"
"TN","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","18"
"TX","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"UT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","21"
"VT","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","17"
"VI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","18"
"VA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","20"
"WA","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","21"
"WV","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","19"
"WI","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","17"
"WY","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","20"
"AS","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","N/A"
"GU","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","N/A"
"MP","How often were the patients rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean","N/A"
"AL","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","69"
"AK","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","58"
"AZ","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","55"
"AR","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","65"
"CA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","48"
"CO","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","61"
"CT","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","49"
"DE","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","51"
"DC","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","56"
"FL","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","56"
"GA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","64"
"HI","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","52"
"ID","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","60"
"IL","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","55"
"IN","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","59"
"IA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","62"
"KS","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","63"
"KY","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","61"
"LA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","72"
"ME","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","58"
"MD","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","54"
"MA","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","51"
"MI","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","56"
"MN","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","62"
"MS","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","71"
"MO","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","58"
"MT","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","59"
"NE","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","61"
"NV","How often was the area around patients rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night","55"
