Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"310025","CAREPOINT HEALTH - BAYONNE HOSPITAL CENTER","29 EAST 29TH ST","BAYONNE","NJ","07002","HUDSON","Hours of physical-restraint use","1.73","88.72","2137","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.95","27.05","1192","","2.72","61.67","945","","Hours of seclusion","0.00","0.00","2137","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","1192","","0.00","0.00","945","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","169","169","","Not Available","0","0","7","Not Available","0","0","7","100.00","115","115","","100.00","54","54","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","40.24","68","169","","Not Available","0","0","7","Not Available","0","0","7","33.04","38","115","","55.56","30","54","","10/01/2012","03/31/2013"
"310027","TRINITAS REGIONAL MEDICAL CENTER","225 WILLIAMSON STREET","ELIZABETH","NJ","07207","UNION","Hours of physical-restraint use","0.44","106.33","10089","","0.21","2.50","499","","0.87","23.17","1108","","0.44","80.67","7671","","0.00","0.00","811","","Hours of seclusion","0.32","78.00","10089","","0.65","7.83","499","","0.89","23.75","1108","","0.25","46.42","7671","","0.00","0.00","811","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","99.32","439","442","","100.00","71","71","","99.16","118","119","","98.96","190","192","","100.00","60","60","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","89.37","395","442","","94.37","67","71","","91.60","109","119","","84.90","163","192","","93.33","56","60","","10/01/2012","03/31/2013"
"310028","NEWTON MEMORIAL HOSPITAL","175 HIGH ST","NEWTON","NJ","07860","SUSSEX","Hours of physical-restraint use","0.42","18.67","1871","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.45","18.67","1731","","0.00","0.00","140","","Hours of seclusion","0.00","0.00","1871","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","1731","","0.00","0.00","140","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","94.66","124","131","","Not Available","0","0","7","Not Available","0","0","7","95.83","115","120","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","70.99","93","131","","Not Available","0","0","7","Not Available","0","0","7","71.67","86","120","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"310032","INSPIRA MEDICAL CENTER VINELAND","1505 W SHERMAN AVE","VINELAND","NJ","08360","CUMBERLAND","Hours of physical-restraint use","1.05","169.41","6727","","4.88","57.70","493","","1.29","80.38","2601","","0.35","29.33","3460","","0.48","2.00","173","","Hours of seclusion","0.05","8.07","6727","","0.54","6.40","493","","0.03","1.67","2601","","0.00","0.00","3460","","0.00","0.00","173","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","13.04","15","115","","Not Available","0","0","7","Not Available","0","0","7","14.43","14","97","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","0.00","0","18","","10/01/2012","03/31/2013"
"310034","RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA","RED BANK","NJ","07701","MONMOUTH","Hours of physical-restraint use","0.26","25.13","4068","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.29","25.13","3574","","0.00","0.00","494","","Hours of seclusion","0.02","1.75","4068","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.02","1.75","3574","","0.00","0.00","494","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","53.62","111","207","","Not Available","0","0","7","Not Available","0","0","7","53.29","89","167","","55.00","22","40","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","23.67","49","207","","Not Available","0","0","7","Not Available","0","0","7","21.56","36","167","","32.50","13","40","","10/01/2012","03/31/2013"
"310045","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","350 ENGLE ST","ENGLEWOOD","NJ","07631","BERGEN","Hours of physical-restraint use","0.00","0.02","2026","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.02","529","","0.00","0.00","1497","","Hours of seclusion","0.00","0.00","2026","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","529","","0.00","0.00","1497","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","91.67","154","168","","Not Available","0","0","7","Not Available","0","0","7","91.78","67","73","","91.58","87","95","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","57.74","97","168","","Not Available","0","0","7","Not Available","0","0","7","45.21","33","73","","67.37","64","95","","10/01/2012","03/31/2013"
"310048","SOMERSET MEDICAL CENTER","110 REHILL AVE","SOMERVILLE","NJ","08876","SOMERSET","Hours of physical-restraint use","0.00","0.00","1192","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","1138","","0.00","0.00","54","","Hours of seclusion","0.00","0.00","1192","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","1138","","0.00","0.00","54","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","99.14","115","116","","Not Available","0","0","7","Not Available","0","0","7","100.00","106","106","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","80.17","93","116","","Not Available","0","0","7","Not Available","0","0","7","81.13","86","106","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"310050","SAINT CLARE'S HOSPITAL","25 POCONO ROAD","DENVILLE","NJ","07834","MORRIS","Hours of physical-restraint use","0.10","26.10","11284","","0.00","0.00","601","","0.11","6.10","2380","","0.11","20.00","7364","","0.00","0.00","939","","Hours of seclusion","0.22","59.47","11284","","0.12","1.67","601","","0.01","0.75","2380","","0.32","57.05","7364","","0.00","0.00","939","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","64.42","775","1203","","71.30","77","108","","68.19","283","415","","62.01","382","616","","51.56","33","64","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","16.46","198","1203","","15.74","17","108","","12.05","50","415","","19.64","121","616","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"310051","OVERLOOK HOSPITAL","99 BEAUVIOR AVE","SUMMIT","NJ","07902","UNION","Hours of physical-restraint use","0.12","10.02","3572","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.14","10.02","2900","","0.00","0.00","672","","Hours of seclusion","0.37","32.00","3572","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.46","32.00","2900","","0.00","0.00","672","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","77.51","131","169","","Not Available","0","0","7","Not Available","0","0","7","75.70","81","107","","80.65","50","62","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","76.92","130","169","","Not Available","0","0","7","Not Available","0","0","7","74.77","80","107","","80.65","50","62","","10/01/2012","03/31/2013"
"310054","HACKENSACK-UMC MOUNTAINSIDE","BAY AND HIGHLAND AVE","MONTCLAIR","NJ","07042","ESSEX","Hours of physical-restraint use","0.07","7.17","4412","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.10","7.05","2983","","0.00","0.12","1429","","Hours of seclusion","0.00","0.00","4412","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","2983","","0.00","0.00","1429","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","95.43","209","219","","Not Available","0","0","7","Not Available","0","0","7","97.78","132","135","","91.67","77","84","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.98","208","219","","Not Available","0","0","7","Not Available","0","0","7","97.04","131","135","","91.67","77","84","","10/01/2012","03/31/2013"
"310058","BERGEN REGIONAL MEDICAL CENTER","230 EAST RIDGEWOOD AVE","PARAMUS","NJ","07652","BERGEN","Hours of physical-restraint use","0.17","179.24","45071","","0.35","3.50","414","","0.01","0.32","1947","","0.19","175.40","38557","","0.00","0.02","4153","","Hours of seclusion","0.06","61.07","45071","","0.29","2.90","414","","0.24","11.40","1947","","0.05","46.75","38557","","0.00","0.02","4153","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","85.88","511","595","","100.00","41","41","","86.41","89","103","","84.14","297","353","","85.71","84","98","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","85.83","509","593","","97.50","39","40","","92.16","94","102","","82.72","292","353","","85.71","84","98","","10/01/2012","03/31/2013"
"310060","ST LUKE'S WARREN HOSPITAL","185 ROSEBERRY ST","PHILLIPSBURG","NJ","08865","WARREN","Hours of physical-restraint use","0.18","6.08","1438","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.36","6.08","707","","0.00","0.00","731","","Hours of seclusion","0.00","0.00","1438","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","707","","0.00","0.00","731","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","72.93","132","181","","Not Available","0","0","7","Not Available","0","0","7","85.09","97","114","","52.24","35","67","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","26.52","48","181","","Not Available","0","0","7","Not Available","0","0","7","29.82","34","114","","20.90","14","67","","10/01/2012","03/31/2013"
"310061","LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","218A SUNSET ROAD","WILLINGBORO","NJ","08046","BURLINGTON","Hours of physical-restraint use","0.00","0.00","4180","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","4001","","0.00","0.00","179","","Hours of seclusion","0.00","0.00","4180","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","4001","","0.00","0.00","179","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","55.48","253","456","","Not Available","0","0","7","Not Available","0","0","7","55.18","245","444","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","33.99","155","456","","Not Available","0","0","7","Not Available","0","0","7","34.01","151","444","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","1945 RTE 33","NEPTUNE","NJ","07754","MONMOUTH","Hours of physical-restraint use","0.03","3.00","3764","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.04","3.00","3436","","0.00","0.00","328","","Hours of seclusion","0.00","0.00","3764","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","3436","","0.00","0.00","328","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","15.71","33","210","","Not Available","0","0","7","Not Available","0","0","7","16.77","28","167","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","5.24","11","210","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"310074","LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS","355 GRAND STREET","JERSEY CITY","NJ","07302","HUDSON","Hours of physical-restraint use","1.02","120.67","4911","","Not Available","0.00","0","7","Not Available","0.00","0","7","1.11","120.67","4538","","0.00","0.00","373","","Hours of seclusion","0.06","6.83","4911","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.06","6.83","4538","","0.00","0.00","373","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","186","186","","Not Available","0","0","7","Not Available","0","0","7","100.00","158","158","","100.00","28","28","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.92","184","186","","Not Available","0","0","7","Not Available","0","0","7","98.73","156","158","","100.00","28","28","","10/01/2012","03/31/2013"
"310075","MONMOUTH MEDICAL CENTER","300 SECOND AVENUE","LONG BRANCH","NJ","07740","MONMOUTH","Hours of physical-restraint use","0.13","23.42","7618","","0.00","0.00","359","","0.00","0.00","1841","","0.19","23.42","5173","","0.00","0.00","245","","Hours of seclusion","0.00","0.00","7618","","0.00","0.00","359","","0.00","0.00","1841","","0.00","0.00","5173","","0.00","0.00","245","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","91.00","384","422","","92.86","65","70","","94.17","113","120","","90.10","182","202","","80.00","24","30","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","89.81","379","422","","92.86","65","70","","92.50","111","120","","89.60","181","202","","73.33","22","30","","10/01/2012","03/31/2013"
"310081","INSPIRA MEDICAL CENTER WOODBURY","509 N BROAD ST","WOODBURY","NJ","08096","GLOUCESTER","Hours of physical-restraint use","0.66","39.98","2525","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.69","39.98","2430","","0.00","0.00","95","","Hours of seclusion","0.17","10.42","2525","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.18","10.42","2430","","0.00","0.00","95","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","72.66","93","128","","Not Available","0","0","7","Not Available","0","0","7","75.21","88","117","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","70.31","90","128","","Not Available","0","0","7","Not Available","0","0","7","72.65","85","117","","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"310083","EAST ORANGE GENERAL HOSPITAL","300 CENTRAL AVE","EAST ORANGE","NJ","07018","ESSEX","Hours of physical-restraint use","0.10","10.33","4487","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.10","10.33","4303","","0.00","0.00","184","","Hours of seclusion","0.00","0.00","4487","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","4303","","0.00","0.00","184","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","124","124","","Not Available","0","0","7","Not Available","0","0","7","100.00","112","112","","100.00","12","12","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","124","124","","Not Available","0","0","7","Not Available","0","0","7","100.00","112","112","","100.00","12","12","","10/01/2012","03/31/2013"
"310092","CAPITAL HEALTH SYSTEM-FULD CAMPUS","750 BRUNSWICK AVE","TRENTON","NJ","08638","MERCER","Hours of physical-restraint use","3.49","272.73","3254","","Not Available","0.00","0","7","Not Available","0.00","0","7","3.70","272.73","3068","","0.00","0.00","186","","Hours of seclusion","2.55","199.17","3254","","Not Available","0.00","0","7","Not Available","0.00","0","7","2.70","199.17","3068","","0.00","0.00","186","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","81.38","118","145","","Not Available","0","0","7","Not Available","0","0","7","81.68","107","131","","78.57","11","14","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","75.86","110","145","","Not Available","0","0","7","Not Available","0","0","7","75.57","99","131","","78.57","11","14","","10/01/2012","03/31/2013"
"310111","CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET","FREEHOLD","NJ","07728","MONMOUTH","Hours of physical-restraint use","0.39","24.00","2547","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.43","21.00","2047","","0.25","3.00","500","","Hours of seclusion","0.07","4.08","2547","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.08","4.08","2047","","0.00","0.00","500","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","19.21","34","177","","Not Available","0","0","7","Not Available","0","0","7","20.34","24","118","","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","6.78","12","177","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
