"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MP","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","Not Available","","10/01/2012","09/30/2013"
"MS","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","97","","10/01/2012","09/30/2013"
"MT","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","97","","10/01/2012","09/30/2013"
"NC","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"ND","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","97","","10/01/2012","09/30/2013"
"NE","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","99","","10/01/2012","09/30/2013"
"NH","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"NJ","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","99","","10/01/2012","09/30/2013"
"NM","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","97","","10/01/2012","09/30/2013"
"NV","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","96","","10/01/2012","09/30/2013"
"NY","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","97","","10/01/2012","09/30/2013"
"OH","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"OK","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","97","","10/01/2012","09/30/2013"
"OR","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"PA","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"PR","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","82","","10/01/2012","09/30/2013"
"RI","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","96","","10/01/2012","09/30/2013"
"SC","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"SD","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","95","","10/01/2012","09/30/2013"
"TN","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"TX","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"UT","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","99","","10/01/2012","09/30/2013"
"VA","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"VI","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"VT","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"WA","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","97","","10/01/2012","09/30/2013"
"WI","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","98","","10/01/2012","09/30/2013"
"WV","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","97","","10/01/2012","09/30/2013"
"WY","Pneumonia","Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital","PN_3b","97","","10/01/2012","09/30/2013"
"AK","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","93","","10/01/2012","09/30/2013"
"AL","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","10/01/2012","09/30/2013"
"AR","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","10/01/2012","09/30/2013"
"AS","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","Not Available","","10/01/2012","09/30/2013"
"AZ","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","10/01/2012","09/30/2013"
"CA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"CO","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","10/01/2012","09/30/2013"
"CT","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"DC","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","93","","10/01/2012","09/30/2013"
"DE","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"FL","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","98","","10/01/2012","09/30/2013"
"GA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","10/01/2012","09/30/2013"
"GU","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","75","","10/01/2012","09/30/2013"
"HI","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","10/01/2012","09/30/2013"
"IA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","93","","10/01/2012","09/30/2013"
"ID","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","10/01/2012","09/30/2013"
"IL","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","10/01/2012","09/30/2013"
"IN","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","10/01/2012","09/30/2013"
"KS","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","92","","10/01/2012","09/30/2013"
"KY","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","10/01/2012","09/30/2013"
"LA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","93","","10/01/2012","09/30/2013"
"MA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"MD","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"ME","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","98","","10/01/2012","09/30/2013"
"MI","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","10/01/2012","09/30/2013"
"MN","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","10/01/2012","09/30/2013"
"MO","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","10/01/2012","09/30/2013"
"MP","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","Not Available","","10/01/2012","09/30/2013"
"MS","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","91","","10/01/2012","09/30/2013"
"MT","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","10/01/2012","09/30/2013"
"NC","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"ND","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","10/01/2012","09/30/2013"
"NE","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","10/01/2012","09/30/2013"
"NH","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"NJ","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","98","","10/01/2012","09/30/2013"
"NM","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","93","","10/01/2012","09/30/2013"
"NV","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","10/01/2012","09/30/2013"
"NY","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","10/01/2012","09/30/2013"
"OH","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","10/01/2012","09/30/2013"
"OK","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","92","","10/01/2012","09/30/2013"
"OR","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","10/01/2012","09/30/2013"
"PA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","10/01/2012","09/30/2013"
"PR","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","82","","10/01/2012","09/30/2013"
"RI","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"SC","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"SD","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","90","","10/01/2012","09/30/2013"
"TN","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","10/01/2012","09/30/2013"
"TX","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","95","","10/01/2012","09/30/2013"
"UT","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","10/01/2012","09/30/2013"
"VA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"VI","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","91","","10/01/2012","09/30/2013"
"VT","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","97","","10/01/2012","09/30/2013"
"WA","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","10/01/2012","09/30/2013"
"WI","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","96","","10/01/2012","09/30/2013"
"WV","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","10/01/2012","09/30/2013"
"WY","Pneumonia","Initial antibiotic selection for CAP in immunocompetent patient","PN_6","94","","10/01/2012","09/30/2013"
"AK","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"AL","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","99","","10/01/2012","09/30/2013"
"AR","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"AS","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","Not Available","","10/01/2012","09/30/2013"
"AZ","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","99","","10/01/2012","09/30/2013"
"CA","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"CO","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"CT","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"DC","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","94","","10/01/2012","09/30/2013"
"DE","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"FL","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"GA","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"GU","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","Not Available","","10/01/2012","09/30/2013"
"HI","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","99","","10/01/2012","09/30/2013"
"IA","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"ID","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"IL","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"IN","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"KS","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"KY","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"LA","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"MA","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"MD","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"ME","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","96","","10/01/2012","09/30/2013"
"MI","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"MN","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"MO","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"MP","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","Not Available","","10/01/2012","09/30/2013"
"MS","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"MT","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"NC","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","99","","10/01/2012","09/30/2013"
"ND","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","96","","10/01/2012","09/30/2013"
"NE","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"NH","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"NJ","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"NM","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","96","","10/01/2012","09/30/2013"
"NV","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"NY","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"OH","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"OK","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"OR","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","96","","10/01/2012","09/30/2013"
"PA","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"PR","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","Not Available","","10/01/2012","09/30/2013"
"RI","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"SC","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"SD","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"TN","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"TX","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"UT","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"VA","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"VI","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","85","","10/01/2012","09/30/2013"
"VT","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"WA","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","98","","10/01/2012","09/30/2013"
"WI","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"WV","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","97","","10/01/2012","09/30/2013"
"WY","Surgical Care Improvement Project","Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision","OP_6","96","","10/01/2012","09/30/2013"
"AK","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","99","","10/01/2012","09/30/2013"
"AL","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"AR","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"AS","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","Not Available","","10/01/2012","09/30/2013"
"AZ","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"CA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","97","","10/01/2012","09/30/2013"
"CO","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"CT","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","97","","10/01/2012","09/30/2013"
"DC","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","97","","10/01/2012","09/30/2013"
"DE","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","99","","10/01/2012","09/30/2013"
"FL","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"GA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"GU","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","Not Available","","10/01/2012","09/30/2013"
"HI","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","99","","10/01/2012","09/30/2013"
"IA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"ID","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"IL","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"IN","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"KS","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"KY","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","97","","10/01/2012","09/30/2013"
"LA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","97","","10/01/2012","09/30/2013"
"MA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"MD","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"ME","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"MI","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","97","","10/01/2012","09/30/2013"
"MN","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"MO","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"MP","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","Not Available","","10/01/2012","09/30/2013"
"MS","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"MT","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"NC","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"ND","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","97","","10/01/2012","09/30/2013"
"NE","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","99","","10/01/2012","09/30/2013"
"NH","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","99","","10/01/2012","09/30/2013"
"NJ","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","97","","10/01/2012","09/30/2013"
"NM","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"NV","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"NY","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","97","","10/01/2012","09/30/2013"
"OH","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"OK","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"OR","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"PA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"PR","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","Not Available","","10/01/2012","09/30/2013"
"RI","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"SC","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","99","","10/01/2012","09/30/2013"
"SD","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","99","","10/01/2012","09/30/2013"
"TN","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"TX","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"UT","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"VA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"VI","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","94","","10/01/2012","09/30/2013"
"VT","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","99","","10/01/2012","09/30/2013"
"WA","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"WI","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","98","","10/01/2012","09/30/2013"
"WV","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","97","","10/01/2012","09/30/2013"
"WY","Surgical Care Improvement Project","Prophylactic Antibiotic Selection for Surgical Patients","OP_7","95","","10/01/2012","09/30/2013"
"AK","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","96","","10/01/2012","09/30/2013"
"AL","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"AR","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"AS","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","Not Available","","10/01/2012","09/30/2013"
"AZ","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","97","","10/01/2012","09/30/2013"
"CA","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","97","","10/01/2012","09/30/2013"
"CO","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
"CT","Surgical Care Improvement Project","Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period","SCIP_CARD_2","98","","10/01/2012","09/30/2013"
