"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Medicare Average Payment Range","Number Of Cases"
"TN","243","Permanent cardiac pacemaker implant w CC","13374 - 15692","1097"
"VI","243","Permanent cardiac pacemaker implant w CC","3465 - 5355","*"
"WV","243","Permanent cardiac pacemaker implant w CC","13036 - 15596","324"
"AL","243","Permanent cardiac pacemaker implant w CC","13276 - 14709","673"
"CA","243","Permanent cardiac pacemaker implant w CC","5426 - 21404","3247"
"DE","243","Permanent cardiac pacemaker implant w CC","16569 - 18129","119"
"HI","243","Permanent cardiac pacemaker implant w CC","18013 - 21326","101"
"IN","243","Permanent cardiac pacemaker implant w CC","14179 - 15684","951"
"MA","243","Permanent cardiac pacemaker implant w CC","16321 - 21982","1006"
"MN","243","Permanent cardiac pacemaker implant w CC","15351 - 16904","826"
"MT","243","Permanent cardiac pacemaker implant w CC","13890 - 14970","104"
"NH","243","Permanent cardiac pacemaker implant w CC","15363 - 18533","182"
"NY","243","Permanent cardiac pacemaker implant w CC","5648 - 22365","2881"
"PA","243","Permanent cardiac pacemaker implant w CC","3085 - 16134","2701"
"SD","243","Permanent cardiac pacemaker implant w CC","13784 - 16376","129"
"VA","243","Permanent cardiac pacemaker implant w CC","14000 - 16586","776"
"WI","243","Permanent cardiac pacemaker implant w CC","14173 - 16939","817"
"WI","244","Permanent cardiac pacemaker implant w/o CC/MCC","10930 - 13101","1012"
"VA","244","Permanent cardiac pacemaker implant w/o CC/MCC","10944 - 12467","904"
"SD","244","Permanent cardiac pacemaker implant w/o CC/MCC","10681 - 11818","233"
"PA","244","Permanent cardiac pacemaker implant w/o CC/MCC","1893 - 12473","3267"
"NY","244","Permanent cardiac pacemaker implant w/o CC/MCC","3897 - 18167","4161"
"NH","244","Permanent cardiac pacemaker implant w/o CC/MCC","11906 - 12803","185"
"MT","244","Permanent cardiac pacemaker implant w/o CC/MCC","10942 - 11600","157"
"MN","244","Permanent cardiac pacemaker implant w/o CC/MCC","11894 - 13121","1035"
"MA","244","Permanent cardiac pacemaker implant w/o CC/MCC","12441 - 17031","1070"
"IN","244","Permanent cardiac pacemaker implant w/o CC/MCC","10987 - 12146","1142"
"HI","244","Permanent cardiac pacemaker implant w/o CC/MCC","13940 - 16525","156"
"DE","244","Permanent cardiac pacemaker implant w/o CC/MCC","12839 - 14048","160"
"CA","244","Permanent cardiac pacemaker implant w/o CC/MCC","2022 - 16411","4354"
"AL","244","Permanent cardiac pacemaker implant w/o CC/MCC","10265 - 11310","819"
"WV","244","Permanent cardiac pacemaker implant w/o CC/MCC","10008 - 12051","402"
"VI","244","Permanent cardiac pacemaker implant w/o CC/MCC","2520 - 3150","*"
"TN","244","Permanent cardiac pacemaker implant w/o CC/MCC","10344 - 12228","1407"
"PR","244","Permanent cardiac pacemaker implant w/o CC/MCC","6033 - 7105","198"
"OH","244","Permanent cardiac pacemaker implant w/o CC/MCC","10610 - 12160","2346"
"NJ","244","Permanent cardiac pacemaker implant w/o CC/MCC","12710 - 15037","2041"
"NC","244","Permanent cardiac pacemaker implant w/o CC/MCC","11289 - 13088","1285"
"MO","244","Permanent cardiac pacemaker implant w/o CC/MCC","10465 - 12260","1127"
"MD","244","Permanent cardiac pacemaker implant w/o CC/MCC","11599 - 18988","965"
"KS","244","Permanent cardiac pacemaker implant w/o CC/MCC","10404 - 12909","504"
"IA","244","Permanent cardiac pacemaker implant w/o CC/MCC","10697 - 11899","641"
"FL","244","Permanent cardiac pacemaker implant w/o CC/MCC","10442 - 11741","4482"
"CO","244","Permanent cardiac pacemaker implant w/o CC/MCC","10152 - 12620","570"
"AR","244","Permanent cardiac pacemaker implant w/o CC/MCC","10615 - 11810","705"
"VT","244","Permanent cardiac pacemaker implant w/o CC/MCC","13436 - 17206","101"
"WY","244","Permanent cardiac pacemaker implant w/o CC/MCC","11479 - 14167","60"
"TX","244","Permanent cardiac pacemaker implant w/o CC/MCC","11061 - 12598","3184"
"RI","244","Permanent cardiac pacemaker implant w/o CC/MCC","3295 - 13955","152"
"OK","244","Permanent cardiac pacemaker implant w/o CC/MCC","10324 - 12506","830"
"NM","244","Permanent cardiac pacemaker implant w/o CC/MCC","10689 - 12649","240"
"ND","244","Permanent cardiac pacemaker implant w/o CC/MCC","10007 - 12360","239"
"ME","244","Permanent cardiac pacemaker implant w/o CC/MCC","11220 - 13263","265"
"KY","244","Permanent cardiac pacemaker implant w/o CC/MCC","10599 - 12802","842"
"ID","244","Permanent cardiac pacemaker implant w/o CC/MCC","11038 - 12082","215"
"OH","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","18617 - 34957","1559"
"NJ","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","31752 - 39304","708"
"NC","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","29784 - 38319","888"
"MO","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","26473 - 35716","732"
"MD","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","20063 - 55867","520"
"KS","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","26318 - 33466","252"
"IA","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","27650 - 31778","318"
"FL","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","26503 - 33866","2193"
"CO","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","14925 - 34638","304"
"AR","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","27780 - 30728","276"
"WI","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","27274 - 36780","582"
"VA","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","28241 - 41468","623"
"SD","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","27018 - 32098","101"
"PA","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","6037 - 33374","1695"
"NY","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","9699 - 51736","1849"
"NH","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","31999 - 43433","174"
"MT","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","26666 - 30970","61"
"MN","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","30193 - 36496","558"
"MA","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","33645 - 45771","703"
"IN","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","28007 - 33924","738"
"HI","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","35903 - 41801","59"
"DE","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","32517 - 35535","85"
"CA","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","24927 - 48965","2044"
"AL","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","26210 - 32285","580"
"AK","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","15309 - 18133","185"
"AZ","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","1116 - 12599","4402"
"DC","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","15083 - 15231","420"
"IL","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10840 - 13236","5987"
"LA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9571 - 11682","2885"
"MI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10743 - 13301","6640"
"MS","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10723 - 11729","1959"
"NE","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10344 - 12810","1136"
"NV","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","4826 - 13792","1058"
"OR","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","1068 - 12407","1264"
"SC","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9950 - 12932","3657"
"UT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10458 - 11785","741"
"WA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11784 - 13334","2372"
"CT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","14343 - 16767","1805"
"GA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10468 - 13093","3310"
"ID","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10525 - 11521","728"
"KY","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10277 - 11893","4548"
"ME","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","12596 - 12891","632"
"ND","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9812 - 11786","1108"
"NM","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10685 - 11975","701"
"OK","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10136 - 11926","2220"
"AZ","236","Coronary bypass w/o cardiac cath w/o MCC","5603 - 23359","560"
"DC","236","Coronary bypass w/o cardiac cath w/o MCC","28345 - 31915","44"
"IL","236","Coronary bypass w/o cardiac cath w/o MCC","19423 - 25044","1113"
"LA","236","Coronary bypass w/o cardiac cath w/o MCC","16311 - 21092","635"
"MI","236","Coronary bypass w/o cardiac cath w/o MCC","9256 - 24269","1018"
"MS","236","Coronary bypass w/o cardiac cath w/o MCC","19899 - 21965","429"
"NE","236","Coronary bypass w/o cardiac cath w/o MCC","19440 - 21198","348"
"NV","236","Coronary bypass w/o cardiac cath w/o MCC","18664 - 26146","202"
"OR","236","Coronary bypass w/o cardiac cath w/o MCC","1024 - 23118","376"
"SC","236","Coronary bypass w/o cardiac cath w/o MCC","18698 - 23303","466"
"UT","236","Coronary bypass w/o cardiac cath w/o MCC","13183 - 22912","196"
"WA","236","Coronary bypass w/o cardiac cath w/o MCC","21781 - 25664","558"
"GU","236","Coronary bypass w/o cardiac cath w/o MCC","6565 - 7575","*"
"CT","236","Coronary bypass w/o cardiac cath w/o MCC","26845 - 28791","332"
"GA","236","Coronary bypass w/o cardiac cath w/o MCC","19652 - 24996","780"
"ID","236","Coronary bypass w/o cardiac cath w/o MCC","20459 - 21783","147"
"KY","236","Coronary bypass w/o cardiac cath w/o MCC","18989 - 22092","581"
"ME","236","Coronary bypass w/o cardiac cath w/o MCC","22034 - 24176","103"
"ND","236","Coronary bypass w/o cardiac cath w/o MCC","17928 - 19657","97"
"NM","236","Coronary bypass w/o cardiac cath w/o MCC","19773 - 22504","147"
"OK","236","Coronary bypass w/o cardiac cath w/o MCC","18277 - 21108","593"
"RI","236","Coronary bypass w/o cardiac cath w/o MCC","5905 - 25007","91"
"TX","236","Coronary bypass w/o cardiac cath w/o MCC","19568 - 23461","2120"
"WY","236","Coronary bypass w/o cardiac cath w/o MCC","21881 - 25387","30"
"VT","236","Coronary bypass w/o cardiac cath w/o MCC","30529 - 30833","32"
"AR","236","Coronary bypass w/o cardiac cath w/o MCC","18448 - 21095","581"
"CO","236","Coronary bypass w/o cardiac cath w/o MCC","15295 - 23059","242"
"FL","236","Coronary bypass w/o cardiac cath w/o MCC","16782 - 20807","1822"
"IA","236","Coronary bypass w/o cardiac cath w/o MCC","18685 - 21550","356"
"KS","236","Coronary bypass w/o cardiac cath w/o MCC","18643 - 23132","236"
"MD","236","Coronary bypass w/o cardiac cath w/o MCC","20996 - 35383","335"
"MO","236","Coronary bypass w/o cardiac cath w/o MCC","18042 - 22491","829"
"NC","236","Coronary bypass w/o cardiac cath w/o MCC","19999 - 26250","861"
"NJ","236","Coronary bypass w/o cardiac cath w/o MCC","23571 - 28598","825"
"OH","236","Coronary bypass w/o cardiac cath w/o MCC","16393 - 22478","1255"
"CO","280","Acute myocardial infarction, discharged alive w MCC","7374 - 12208","559"
"AR","280","Acute myocardial infarction, discharged alive w MCC","9982 - 11189","870"
"WI","280","Acute myocardial infarction, discharged alive w MCC","8744 - 12608","1390"
"VA","280","Acute myocardial infarction, discharged alive w MCC","10017 - 11897","2534"
"SD","280","Acute myocardial infarction, discharged alive w MCC","10088 - 11324","238"
"PA","280","Acute myocardial infarction, discharged alive w MCC","3039 - 11922","6006"
"NY","280","Acute myocardial infarction, discharged alive w MCC","4836 - 17560","7351"
"NH","280","Acute myocardial infarction, discharged alive w MCC","11497 - 13892","419"
"MT","280","Acute myocardial infarction, discharged alive w MCC","10087 - 11221","131"
"MN","280","Acute myocardial infarction, discharged alive w MCC","7278 - 12440","1012"
"MA","280","Acute myocardial infarction, discharged alive w MCC","9141 - 13987","2773"
"IN","280","Acute myocardial infarction, discharged alive w MCC","10308 - 11749","2032"
"HI","280","Acute myocardial infarction, discharged alive w MCC","13485 - 15985","435"
"DE","280","Acute myocardial infarction, discharged alive w MCC","11738 - 13563","307"
"RI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","1495 - 13307","504"
"TX","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10476 - 12250","8754"
"WY","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10946 - 13509","231"
"VT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","16404 - 16407","219"
"AR","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10109 - 11411","2427"
"CO","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9640 - 12268","1462"
"FL","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9957 - 11227","12959"
"IA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10545 - 11425","2027"
"KS","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9920 - 11444","1438"
"MD","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9460 - 15989","3355"
"MO","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9979 - 11896","4217"
"NC","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10858 - 13042","4436"
"NJ","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","12838 - 15260","5888"
"OH","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10140 - 11961","8465"
"PR","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","678 - 6429","634"
"TN","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9864 - 11594","5402"
"VI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","2520 - 6300","13"
"WV","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9710 - 11622","1499"
"AL","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9788 - 11049","2898"
"CA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","12084 - 15648","12087"
"DE","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","12242 - 13395","646"
"HI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","12754 - 15757","288"
"IN","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10476 - 11588","3728"
"MA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","13065 - 16867","2318"
"MN","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11671 - 12511","3028"
"MT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","9943 - 11048","499"
"NH","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","11352 - 16289","649"
"NY","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","3365 - 19255","15323"
"PA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","1286 - 11958","9567"
"SD","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10185 - 11163","769"
"VA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10393 - 12492","2810"
"WI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","10246 - 12515","2977"
"AK","281","Acute myocardial infarction, discharged alive w CC","9775 - 11583","35"
"AZ","281","Acute myocardial infarction, discharged alive w CC","1896 - 7836","634"
"DC","281","Acute myocardial infarction, discharged alive w CC","9540 - 9726","117"
"IL","281","Acute myocardial infarction, discharged alive w CC","6717 - 7964","1849"
"LA","281","Acute myocardial infarction, discharged alive w CC","6046 - 7437","683"
"MI","281","Acute myocardial infarction, discharged alive w CC","5489 - 8327","1945"
"MS","281","Acute myocardial infarction, discharged alive w CC","6412 - 7463","565"
"NE","281","Acute myocardial infarction, discharged alive w CC","6605 - 8180","264"
"NV","281","Acute myocardial infarction, discharged alive w CC","1068 - 8071","271"
"OR","281","Acute myocardial infarction, discharged alive w CC","820 - 7855","631"
"SC","281","Acute myocardial infarction, discharged alive w CC","6392 - 7557","735"
"UT","281","Acute myocardial infarction, discharged alive w CC","5622 - 7269","106"
"GU","281","Acute myocardial infarction, discharged alive w CC","5050 - 11615","*"
"WA","281","Acute myocardial infarction, discharged alive w CC","6110 - 8423","785"
"CT","281","Acute myocardial infarction, discharged alive w CC","7824 - 9489","695"
"GA","281","Acute myocardial infarction, discharged alive w CC","6381 - 7495","1327"
"ID","281","Acute myocardial infarction, discharged alive w CC","3621 - 7356","120"
"KY","281","Acute myocardial infarction, discharged alive w CC","6370 - 7615","902"
"GA","244","Permanent cardiac pacemaker implant w/o CC/MCC","11038 - 12704","1063"
"CT","244","Permanent cardiac pacemaker implant w/o CC/MCC","13227 - 15966","783"
"GU","244","Permanent cardiac pacemaker implant w/o CC/MCC","1515 - 3535","*"
"WA","244","Permanent cardiac pacemaker implant w/o CC/MCC","12356 - 13925","928"
"UT","244","Permanent cardiac pacemaker implant w/o CC/MCC","11303 - 12359","217"
"SC","244","Permanent cardiac pacemaker implant w/o CC/MCC","11037 - 12828","954"
"OR","244","Permanent cardiac pacemaker implant w/o CC/MCC","1024 - 13010","473"
"NV","244","Permanent cardiac pacemaker implant w/o CC/MCC","11230 - 14464","367"
"NE","244","Permanent cardiac pacemaker implant w/o CC/MCC","10848 - 12221","467"
"MS","244","Permanent cardiac pacemaker implant w/o CC/MCC","11145 - 12300","607"
"MI","244","Permanent cardiac pacemaker implant w/o CC/MCC","11266 - 13646","1820"
"LA","244","Permanent cardiac pacemaker implant w/o CC/MCC","10417 - 11783","892"
"IL","244","Permanent cardiac pacemaker implant w/o CC/MCC","11363 - 13066","1871"
"DC","244","Permanent cardiac pacemaker implant w/o CC/MCC","15818 - 15973","185"
"AZ","244","Permanent cardiac pacemaker implant w/o CC/MCC","1164 - 13036","1259"
"AK","244","Permanent cardiac pacemaker implant w/o CC/MCC","16055 - 16646","71"
"WA","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4546 - 6001","722"
"GU","282","Acute myocardial infarction, discharged alive w/o CC/MCC","3535 - 5555","19"
"UT","282","Acute myocardial infarction, discharged alive w/o CC/MCC","3694 - 5297","88"
"SC","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4147 - 5374","671"
"OR","282","Acute myocardial infarction, discharged alive w/o CC/MCC","584 - 5609","512"
"NV","282","Acute myocardial infarction, discharged alive w/o CC/MCC","1068 - 5668","239"
"NE","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4589 - 5510","241"
"MS","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4566 - 5266","492"
"MI","282","Acute myocardial infarction, discharged alive w/o CC/MCC","3944 - 5827","1530"
"LA","282","Acute myocardial infarction, discharged alive w/o CC/MCC","3741 - 5060","562"
"IL","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4717 - 5665","1275"
"DC","282","Acute myocardial infarction, discharged alive w/o CC/MCC","5231 - 6925","90"
"AZ","282","Acute myocardial infarction, discharged alive w/o CC/MCC","1353 - 5576","483"
"AK","282","Acute myocardial infarction, discharged alive w/o CC/MCC","6960 - 8938","46"
"VT","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4637 - 7459","69"
"WY","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4765 - 5647","43"
"TX","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4532 - 5448","2310"
"RI","282","Acute myocardial infarction, discharged alive w/o CC/MCC","1296 - 5734","227"
"MP","282","Acute myocardial infarction, discharged alive w/o CC/MCC","912 - 2432","*"
"AS","282","Acute myocardial infarction, discharged alive w/o CC/MCC","1380","*"
"OK","282","Acute myocardial infarction, discharged alive w/o CC/MCC","3796 - 4935","570"
"NM","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4201 - 5444","195"
"ND","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4338 - 5098","102"
"ME","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4504 - 5726","414"
"KY","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4141 - 5314","864"
"ID","282","Acute myocardial infarction, discharged alive w/o CC/MCC","3828 - 5174","112"
"GA","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4059 - 5294","1223"
"CT","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4763 - 6730","491"
"WV","282","Acute myocardial infarction, discharged alive w/o CC/MCC","3624 - 5016","504"
"VI","282","Acute myocardial infarction, discharged alive w/o CC/MCC","1681 - 4725","*"
"TN","282","Acute myocardial infarction, discharged alive w/o CC/MCC","3972 - 5109","1133"
"PR","282","Acute myocardial infarction, discharged alive w/o CC/MCC","280 - 3246","855"
"OH","282","Acute myocardial infarction, discharged alive w/o CC/MCC","3746 - 5217","1639"
"NJ","282","Acute myocardial infarction, discharged alive w/o CC/MCC","4970 - 6320","1724"
"ME","281","Acute myocardial infarction, discharged alive w CC","6832 - 8043","497"
"ND","281","Acute myocardial infarction, discharged alive w CC","6091 - 7159","121"
"NM","281","Acute myocardial infarction, discharged alive w CC","5248 - 7646","226"
"OK","281","Acute myocardial infarction, discharged alive w CC","6210 - 7071","673"
"MP","281","Acute myocardial infarction, discharged alive w CC","2278 - 2432","*"
"RI","281","Acute myocardial infarction, discharged alive w CC","2012 - 8497","205"
"TX","281","Acute myocardial infarction, discharged alive w CC","6396 - 7657","3008"
"WY","281","Acute myocardial infarction, discharged alive w CC","6874 - 7787","66"
"VT","281","Acute myocardial infarction, discharged alive w CC","7648 - 10476","83"
"AR","281","Acute myocardial infarction, discharged alive w CC","6433 - 7105","492"
"CO","281","Acute myocardial infarction, discharged alive w CC","5815 - 7544","403"
"FL","281","Acute myocardial infarction, discharged alive w CC","5311 - 7181","3787"
"IA","281","Acute myocardial infarction, discharged alive w CC","6349 - 7245","429"
"KS","281","Acute myocardial infarction, discharged alive w CC","6334 - 7307","365"
"MD","281","Acute myocardial infarction, discharged alive w CC","4425 - 10371","1189"
"MO","281","Acute myocardial infarction, discharged alive w CC","6351 - 7460","1009"
"NC","281","Acute myocardial infarction, discharged alive w CC","6528 - 7641","1832"
"NJ","281","Acute myocardial infarction, discharged alive w CC","7400 - 9004","1792"
"OH","281","Acute myocardial infarction, discharged alive w CC","3685 - 7360","2033"
"PR","281","Acute myocardial infarction, discharged alive w CC","433 - 4487","351"
"TN","281","Acute myocardial infarction, discharged alive w CC","6213 - 7202","1405"
"VI","281","Acute myocardial infarction, discharged alive w CC","5040 - 6725","*"
"WV","281","Acute myocardial infarction, discharged alive w CC","5277 - 7337","571"
"AL","281","Acute myocardial infarction, discharged alive w CC","5967 - 6939","855"
"CA","281","Acute myocardial infarction, discharged alive w CC","954 - 9857","3801"
"DE","281","Acute myocardial infarction, discharged alive w CC","7397 - 8550","116"
"HI","281","Acute myocardial infarction, discharged alive w CC","6589 - 9849","205"
"IN","281","Acute myocardial infarction, discharged alive w CC","6689 - 7314","1121"
"MA","281","Acute myocardial infarction, discharged alive w CC","6448 - 9021","1374"
"MN","281","Acute myocardial infarction, discharged alive w CC","3901 - 7810","764"
"MT","281","Acute myocardial infarction, discharged alive w CC","6362 - 7063","108"
"NH","281","Acute myocardial infarction, discharged alive w CC","7244 - 8744","230"
"NY","281","Acute myocardial infarction, discharged alive w CC","2784 - 10507","3717"
"PA","281","Acute myocardial infarction, discharged alive w CC","1535 - 7539","2848"
"SD","281","Acute myocardial infarction, discharged alive w CC","6503 - 7346","125"
"VA","281","Acute myocardial infarction, discharged alive w CC","6418 - 7497","1294"
"WI","281","Acute myocardial infarction, discharged alive w CC","5692 - 7936","833"
"AK","291","Heart failure and shock w MCC","11686 - 13842","145"
"AZ","291","Heart failure and shock w MCC","4965 - 9488","3760"
"DC","291","Heart failure and shock w MCC","11405 - 11756","782"
"IL","291","Heart failure and shock w MCC","8262 - 9963","12276"
"LA","291","Heart failure and shock w MCC","7486 - 9107","5163"
"MI","291","Heart failure and shock w MCC","8175 - 10419","12608"
"MS","291","Heart failure and shock w MCC","7666 - 8953","3285"
"NE","291","Heart failure and shock w MCC","7788 - 9252","968"
"NV","291","Heart failure and shock w MCC","7572 - 10528","1345"
"OR","291","Heart failure and shock w MCC","1024 - 9470","1392"
"SC","291","Heart failure and shock w MCC","8034 - 9038","3997"
"UT","291","Heart failure and shock w MCC","6840 - 8690","673"
"GU","291","Heart failure and shock w MCC","3030 - 9090","91"
"WA","291","Heart failure and shock w MCC","8992 - 10179","3414"
"CT","291","Heart failure and shock w MCC","9369 - 11345","3870"
"GA","291","Heart failure and shock w MCC","7991 - 9476","8032"
"ID","291","Heart failure and shock w MCC","6844 - 8795","475"
"PA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","9330 - 53333","1204"
"SD","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","42773 - 50238","42"
"VA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","44319 - 65629","333"
"WI","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","42418 - 55701","425"
"WA","292","Heart failure and shock w CC","6201 - 7019","2724"
"GU","292","Heart failure and shock w CC","3282 - 6060","22"
"UT","292","Heart failure and shock w CC","5272 - 5993","614"
"SC","292","Heart failure and shock w CC","5524 - 6229","3538"
"OR","292","Heart failure and shock w CC","676 - 6531","1513"
"NV","292","Heart failure and shock w CC","4861 - 7119","1059"
"NE","292","Heart failure and shock w CC","5445 - 6135","1058"
"MS","292","Heart failure and shock w CC","5287 - 6123","3458"
"MI","292","Heart failure and shock w CC","5616 - 6987","9070"
"LA","292","Heart failure and shock w CC","5087 - 5913","4826"
"IL","292","Heart failure and shock w CC","5690 - 6870","10359"
"DC","292","Heart failure and shock w CC","7855 - 8018","665"
"AZ","292","Heart failure and shock w CC","4159 - 6474","2519"
"AK","292","Heart failure and shock w CC","8059 - 9856","178"
"VT","292","Heart failure and shock w CC","6296 - 8571","260"
"WY","292","Heart failure and shock w CC","5762 - 7467","226"
"TX","292","Heart failure and shock w CC","5481 - 6319","14997"
"RI","292","Heart failure and shock w CC","1659 - 7005","966"
"MP","292","Heart failure and shock w CC","608","*"
"AS","292","Heart failure and shock w CC","866 - 1004","*"
"OK","292","Heart failure and shock w CC","5156 - 5839","2827"
"NM","292","Heart failure and shock w CC","5614 - 6548","839"
"ND","292","Heart failure and shock w CC","5023 - 5902","384"
"ME","292","Heart failure and shock w CC","5634 - 6610","1032"
"KY","292","Heart failure and shock w CC","5394 - 6270","4045"
"ID","292","Heart failure and shock w CC","5198 - 6002","453"
"GA","292","Heart failure and shock w CC","5453 - 6308","6235"
"CT","292","Heart failure and shock w CC","6463 - 7822","3137"
"WV","292","Heart failure and shock w CC","5065 - 5809","1980"
"VI","292","Heart failure and shock w CC","4035 - 8257","24"
"TN","292","Heart failure and shock w CC","5191 - 5989","6118"
"PR","292","Heart failure and shock w CC","357 - 3671","923"
"OH","292","Heart failure and shock w CC","5090 - 6042","10537"
"NJ","292","Heart failure and shock w CC","6292 - 7502","8640"
"NC","292","Heart failure and shock w CC","5602 - 6292","6979"
"MO","292","Heart failure and shock w CC","5253 - 6154","5082"
"MD","292","Heart failure and shock w CC","4454 - 9138","4796"
"KS","292","Heart failure and shock w CC","5222 - 5944","1721"
"IA","292","Heart failure and shock w CC","5368 - 5973","1791"
"FL","292","Heart failure and shock w CC","5259 - 5979","16266"
"CO","292","Heart failure and shock w CC","4982 - 6328","1678"
"AR","292","Heart failure and shock w CC","5312 - 5860","2509"
"WI","292","Heart failure and shock w CC","5465 - 6479","3511"
"VA","292","Heart failure and shock w CC","5310 - 6152","5660"
"SD","292","Heart failure and shock w CC","5372 - 6056","504"
